ID,英文詞彙,中文詞彙,更新日期
21351730,viaduct,高架橋,
21351731,oxides,氧化物,
21351732,misread,錯讀,
21351733,arbitrage,套利,
21351734,superstore,超級商店,
21351735,seaboard,海濱,
21351736,phosphorylation,磷酸化,
21351737,authoritarianism,威權主義；獨裁主義,
21351738,extracellular,細胞外的,
21351739,traceability,追溯性；追蹤能力；可追溯性,
21351740,broach,鐵叉,
21351741,write-off,註銷,
21351742,scab,疤；結疤；疥癬,
21351743,riverbank,河岸,
21351744,gallows,掛架；絞架,
21351745,testicular,睪丸的,
21351746,metamorphosis,變形；變態；變質,
21351747,jewellers,寶石匠,
21351748,desalination,海水淡化；脫鹽,
21351749,hyperactivity,過動；高活性,
21351750,cadmium,鎘,
21351751,sleet,霓；雹,
21351752,pre-production,預製；前製作業,
21351753,taskbar,任務帶,
21351754,starlight,星光,
21351755,salamander,蠑螈,
21351756,acetone,丙酮；已安定,
21351757,vitriol,硫酸；礬；硫酸鹽,
21351758,multiverse,多元宇宙,
21351759,buffering,緩衝；緩衝作用,
21351760,tweezers,鑷子,
21351761,inlay,鑲嵌法,
21351762,planetarium,天文台；天象儀；天象館,
21351763,veal,小牛肉,
21351764,myocardial,心肌的,
21351765,counterbalance,抗衡；均重,
21351766,retry,再試,
21351767,anthrax,炭疽；炭疽病,
21351768,starfish,海星,
21351769,overtones,泛音,
21351770,conformation,構型；構形,
21351771,loggerhead,赤蠵龜,
21351772,concentric,同心的,
21351773,redeploy,重展開,
21351774,uncovers,不淹,
21351775,twister,龍捲風,
21351776,thrush,鵝口瘡,
21351777,voids,孔洞,
21351778,soya,黃豆,
21351779,decrypt,解密；解碼；譯碼,
21351780,armrest,扶手；肘靠,
21351781,primrose,櫻草,
21351782,thrombosis,栓塞；血栓形成；血栓症；血栓塞,
21351783,unavailability,無效性,
21351784,lethargy,停頓,
21351785,fundamentalism,基本教義派,
21351786,initialization,初始設定,
21351787,condensate,冷凝水；濃縮物,
21351788,powdery,粉狀,
21351789,wheeze,哮喘,
21351790,spanner,扳手；板手,
21351791,atmos,大氣壓,
21351792,brightening,起光,
21351793,lanyard,小索；小繩,
21351794,dilate,擴張,
21351795,subsurface,地下,
21351796,kickbacks,回衝,
21351797,all-weather,全天候,
21351798,indigestion,消化不良,
21351799,quantification,量化；定量；定量化,
21351800,headless,無頭,
21351801,tie-in,連結,
21351802,inhibitory,抑制,
21351803,gyro,陀螺儀,
21351804,altruism,利他主義,
21351805,wriggle,彎曲,
21351806,granules,粒劑,
21351807,ketone,酮；丙酮；酮類；甲酮,
21351808,appendage,附件；附屬物；附肢,
21351809,outcrop,露頭,
21351810,polyps,息肉；水螅體,
21351811,naturalization,歸化,
21351812,adjudicator,裁決者,
21351813,sputter,濺鍍,
21351814,atelier,工作室,
21351815,navel,臍；心盤,
21351816,astrophysics,天文物理；天文物理學；天體物理學,
21351817,surrogacy,代孕；代孕生殖,
21351818,silencer,消音器,
21351819,corneal,角膜的,
21351820,lessor,出租人,
21351821,pop-ups,立體造形,
21351822,pylon,塔門；掛架,
21351823,amalgamate,合併,
21351824,demarcation,分界；分隔線,
21351825,teflon,鐵氟龍,
21351826,inferiority,自卑感,
21351827,fact-finding,事實調查,
21351828,menthol,薄荷腦；薄荷醇,
21351829,unisex,中性服裝,
21351830,beeswax,蜜蠟；蜂蠟,
21351831,malady,病,
21351832,co-production,合製,
21351833,cotter,栓,
21351834,repulsive,排斥,
21351835,ricochet,跳彈,
21351836,amalgam,汞齊,
21351837,indent,壓痕；凹入；縮排；鋸齒邊,
21351838,cay,洲,
21351839,repost,再撐,
21351840,froth,泡沫；起泡,
21351841,rhapsody,狂想曲,
21351842,osmosis,滲透；滲透作用,
21351843,subjectivity,主體性；主觀性,
21351844,spotter,觀測員,
21351845,linn,瀑布,
21351846,bellows,空盒；風箱；蛇腹,
21351847,alder,赤楊木,
21351848,life-size,真人比例,
21351849,fission,分裂；核分裂,
21351850,landmine,地雷,
21351851,bod,泥團,
21351852,flexion,彎曲；屈曲,
21351853,alternates,替代方案,
21351854,islet,嶼；小島,
21351855,counterclockwise,逆時針方向；逆時鐘方向；逆時針的,
21351856,thermodynamics,熱力學,
21351857,detonation,爆炸；引爆；起爆；爆震；震爆,
21351858,mysticism,神秘主義,
21351859,shears,大剪刀,
21351860,comforter,棉被,
21351861,androgen,男性荷爾蒙；雄性激素；雄性素；雄激素,
21351862,insular,島的,
21351863,summation,總和；求和；積聚；累加,
21351864,lumpy,粗糙的,
21351865,jukebox,點唱機,
21351866,pail,桶,
21351867,fibrillation,纖維化；纖維顫動,
21351868,nand,反及,
21351869,honeybee,蜜蜂,
21351870,postmortem,死後,
21351871,crustacean,甲殼類；甲殼類動物；甲殼動物,
21351872,letdown,下降；減速,
21351873,antagonism,敵對；拮抗,
21351874,indentation,內縮；刻痕；壓痕；凹入；凹岸；壓凹,
21351875,undercurrent,暗流；底流；潛流,
21351876,centrifugal,離心機；離心的,
21351877,tele,凍土,
21351878,neoliberalism,新自由主義,
21351879,delirium,妄想；譫妄,
21351880,revisionist,修正主義者,
21351881,typhoid,傷寒,
21351882,telematics,電傳,
21351883,agonist,促效劑,
21351884,serpentine,蛇紋石,
21351885,pulsar,脈衝星,
21351886,hippocampus,海馬迴；海馬體；海馬區,
21351887,hippies,嬉皮,
21351888,exfoliate,剝落；剝離,
21351889,mush,玉米粥；泥冰,
21351890,flotation,浮；漂浮,
21351891,trade-in,折舊換新,
21351892,seamer,封口機,
21351893,chromatin,染色質,
21351894,newsstand,新聞站,
21351895,acclimate,適應氣候,
21351896,stillwater,靜水,
21351897,mid-air,中空,
21351898,pinion,齒輪；小齒輪,
21351899,exemplar,範例,
21351900,extrovert,外翻；外向者,
21351901,yardstick,尺標；碼尺,
21351902,cytokines,細胞激素,
21351903,microwaves,微波,
21351904,conciliation,調解,
21351905,gauze,網；紗；紗布,
21351906,geospatial,地理空間,
21351907,oxycodone,羥考酮,
21351908,pus,膿,
21351909,harmonics,泛音；諧波,
21351910,duster,塵暴；乾井,
21351911,zeitgeist,時代精神,
21351912,frock,外套,
21351913,self-expression,自我表現,
21351914,feedstock,原料；進料,
21351915,precipice,寶石；懸崖,
21351916,savanna,稀樹草原；熱帶草原,
21351917,antifreeze,抗凍劑；防凍劑；水箱精,
21351918,emboss,浮雕；壓花,
21351919,rotunda,圓形,
21351920,kip,千磅,
21351921,cryptography,密碼學,
21351922,breathability,透氣性,
21351923,faeces,糞便,
21351924,implosion,內爆,
21351925,endoscopy,內視鏡,
21351926,freckle,斑點；黑星病,
21351927,oxytocin,催產素,
21351928,anaemia,貧血；貧血病,
21351929,prioritization,優先,
21351930,bequest,遺贈,
21351931,detoxify,去毒,
21351932,eminence,高地,
21351933,underpass,地下道,
21351934,permutations,排列,
21351935,humanism,人文主義,
21351936,idolatry,偶像崇拜,
21351937,atherosclerosis,動脈粥狀硬化；動脈粥樣硬化,
21351938,esophageal,食道的,
21351939,discontinuation,停產,
21351940,pagoda,塔；涼亭,
21351941,dropper,滴管,
21351942,infill,著色,
21351943,liberalization,自由化,
21351944,freeware,免費軟體,
21351945,insufficiency,不全；機能不全,
21351946,derailment,出軌；脫軌,
21351947,dystrophy,營養不良；失養,
21351948,heterogeneity,不均勻；異質性,
21351949,incompatibility,不相容性,
21351950,cyan,青色；青藍色,
21351951,bicycling,跑片,
21351952,nitrates,硝酸鹽,
21351953,mutton,綿羊肉,
21351954,baboon,狒狒,
21351955,soundscape,音景,
21351956,wolfpack,狼群,
21351957,litmus,石蕊,
21351958,floater,浮舟,
21351959,doppler,都卜勒,
21351960,repertory,曲目,
21351961,flack,推銷員,
21351962,swatches,色樣,
21351963,generality,一般性,
21351964,chlorophyll,葉綠素,
21351965,intensification,發展；加強；加厚；增強法,
21351966,jaundice,黃疸；黃膽,
21351967,refractory,耐火材料,
21351968,laceration,撕裂,
21351969,atoll,環礁,
21351970,spectrometer,光譜儀；光譜計,
21351971,backwater,回流；回水；回收水,
21351972,albatross,信天翁,
21351973,paracetamol,乙醯胺酚,
21351974,lye,鹼水；鹼液,
21351975,curcumin,薑黃素,
21351976,permeability,透性；滲透率；透氣性；透過性；通透性；滲透性,
21351977,reproductions,複製品,
21351978,journeyman,熟練工人,
21351979,convex,凸；凸面的,
21351980,redirection,改向,
21351981,fainting,昏倒；昏厥,
21351982,ethylene,乙烯,
21351983,lard,豬油；豬脂,
21351984,yak,犛牛,
21351985,extrusion,擠壓；擠出；噴出；外延,
21351986,urethra,尿道,
21351987,necrosis,壞死；肌肉壞死,
21351988,reconstitute,重建,
21351989,polystyrene,聚苯乙烯,
21351990,nameplate,名牌；銘牌,
21351991,papyrus,紙草；紙莎草,
21351992,velvety,天鵝絨般的,
21351993,preorder,前序,
21351994,codeine,可待因,
21351995,pox,痘,
21351996,canaries,高頻噪音,
21351997,blackhead,黑頭粉刺,
21351998,snout,吻,
21351999,by-products,副產品,
21352000,firestone,火石,
21352001,intonation,聲調,
21352002,tartar,酒石,
21352003,spaceflight,太空飛行,
21352004,watertight,不透水；水密；水密性,
21352005,countermeasures,反制措施,
21352006,carcinogenic,致癌的,
21352007,aggressiveness,攻擊性,
21352008,lichen,地衣,
21352009,glycol,甘醇；乙二醇,
21352010,transcendental,超越的；先驗的,
21352011,rattlesnake,響尾蛇,
21352012,flue,煙道,
21352013,knoll,圓丘,
21352014,off-peak,離峰,
21352015,enumeration,列舉；枚舉,
21352016,teleconference,電話會談；遠距會議,
21352017,manhole,人孔；進入孔,
21352018,cranial,顱的,
21352019,glycerin,甘油,
21352020,microgram,微克,
21352021,antihistamine,抗組織胺,
21352022,alleles,對偶基因,
21352023,incinerator,焚化爐,
21352024,cline,族群相,
21352025,reassessment,重評估,
21352026,acetaminophen,乙醯胺酚,
21352027,topaz,黃玉,
21352028,spillover,溢流；漏失；溢波,
21352029,incapacity,無能力,
21352030,mesothelioma,間皮瘤,
21352031,megabyte,百萬位元組,
21352032,waterfowl,水禽,
21352033,vesicle,囊；氣泡；氣孔；氣室；囊泡,
21352034,attenuation,衰退；減弱；衰減,
21352035,foreskin,包皮,
21352036,daybreak,破曉,
21352037,camshaft,凸輪軸,
21352038,paucity,缺乏,
21352039,vise,虎鉗；老虎鉗,
21352040,buckwheat,蕎麥,
21352041,pariah,賤民,
21352042,odometer,里程計；計數器；里程表,
21352043,ambivalence,矛盾,
21352044,stenosis,狹窄；阻塞；狹窄症,
21352045,geneticist,遺傳學者,
21352046,dike,堤；堤防；光牆；岩脈,
21352047,handyman,工友,
21352048,guaranty,保證；擔保,
21352049,castings,鑄件,
21352050,transponder,識別器；轉發器；答詢機,
21352051,cochlear,耳蝸；耳蝸的,
21352052,ubiquity,無所不在,
21352053,subclass,子類；亞綱；次型；子類別,
21352054,zoology,動物學,
21352055,inanimate,無生命的,
21352056,cinder,爐渣；餘燼；煤渣,
21352057,monorail,單軌,
21352058,self-discipline,自律,
21352059,epithet,小名,
21352060,barracuda,金梭魚,
21352061,admonition,警告,
21352062,abut,支持的,
21352063,transceiver,收發器；收發報機,
21352064,acceptability,接受性,
21352065,bugging,安裝竊聽器,
21352066,geoscience,地球科學,
21352067,rationalization,合理化；理性化,
21352068,markdown,降價,
21352069,headgear,頭套；頭飾,
21352070,anthropogenic,人為的,
21352071,scalar,量度；純量,
21352072,serif,襯線,
21352073,vis-a-vis,鏡像,
21352074,venison,鹿肉,
21352075,decadence,頹廢風格,
21352076,burlap,粗麻布,
21352077,balancer,平衡器,
21352078,capacitance,電容,
21352079,lightbox,燈箱,
21352080,subregion,亞區；次區域；子區域,
21352081,fistula,瘻管,
21352082,seafront,臨海區,
21352083,dropouts,中輟生,
21352084,mullet,烏魚；鳥魚,
21352085,slow-moving,緩動,
21352086,changeover,轉換；變換；切換,
21352087,sorghum,高梁；蜀黍,
21352088,perforation,穿孔；鑽孔,
21352089,interpolation,插入；內插；內差,
21352090,headland,岬角；海岬,
21352091,marigold,萬壽菊,
21352092,almanac,年鑑；曆書；天文曆；星曆,
21352093,carpool,共乘；汽車共乘；共乘汽車,
21352094,schiller,光,
21352095,kerb,緣石,
21352096,overshoot,超限；過衝；超搭,
21352097,caine,卡因,
21352098,lossless,無損,
21352099,prosthetics,義肢,
21352100,alfalfa,苜蓿；苜蓿草,
21352101,turbocharger,渦輪增壓器,
21352102,tetanus,破傷風,
21352103,mastectomy,乳房切除術,
21352104,breakpoint,斷點；分界點,
21352105,hairdressers,理髮師,
21352106,dissipation,消耗；消散；損耗；散逸；耗散,
21352107,protease,蛋白酶；蛋白質分解酵素,
21352108,interdict,阻絕,
21352109,system-wide,全系統,
21352110,aliase,別名,
21352111,minimums,最低限,
21352112,bidirectional,雙向；雙向的,
21352113,ablation,損傷；摘除；剝離；耗損；消融；冰融；剝蝕；削磨；燒蝕,
21352114,steampunk,蒸汽龐克,
21352115,bokeh,散景,
21352116,cicero,西塞羅,
21352117,defecation,澄清；排便；排糞,
21352118,mouthwash,漱口水,
21352119,playroom,遊戲室,
21352120,tibia,脛骨,
21352121,geopolitics,地緣政治學,
21352122,genera,屬,
21352123,attenuate,減弱；衰減,
21352124,enema,灌腸劑,
21352125,excretion,排出；排泄,
21352126,nadir,天底,
21352127,meshes,網格,
21352128,stander,機架,
21352129,rigour,力氣,
21352130,deceleration,減速；減速度,
21352131,server-side,伺服器端；伺服端,
21352132,cut-out,停機；切口,
21352133,searchlight,探照燈,
21352134,beaker,燒杯,
21352135,interdependence,相互依存；相互依賴；互賴,
21352136,predation,捕食,
21352137,sawdust,鋸屑,
21352138,stasis,停滯；鬱積,
21352139,endorphins,腦內啡,
21352140,vas,管,
21352141,ketamine,K他命；愷他命,
21352142,aorta,主動脈,
21352143,permafrost,永凍層；永凍土,
21352144,bauxite,礬土,
21352145,mints,薄荷糖,
21352146,meniscus,透鏡；半月板；彎月形,
21352147,piggyback,揹負,
21352148,intangibles,無形的,
21352149,convulsion,災變；痙攣；抽搐,
21352150,acme,盛期,
21352151,pyrotechnic,煙火藥,
21352152,thicket,叢林；灌叢,
21352153,dismount,卸下,
21352154,benzene,苯,
21352155,streetlight,路燈,
21352156,icebreaker,破冰船,
21352157,disengagement,釋放；脫離,
21352158,palisade,絕壁；陡崖,
21352159,welt,隆起,
21352160,mitre,斜切,
21352161,overalls,工作服；工裝褲,
21352162,chimera,嵌合體,
21352163,sulfide,硫化物,
21352164,anchovy,鯷；鮆,
21352165,bridle,韁繩,
21352166,opiates,鴉片類,
21352167,mammography,乳房攝影；乳房攝影檢查,
21352168,indemnification,賠償,
21352169,seasonality,季節性,
21352170,immobile,不動的,
21352171,gypsum,石膏,
21352172,naught,零,
21352173,technocrat,技術官僚,
21352174,megaphone,麥克風；擴音器,
21352175,flaxseed,亞麻仁,
21352176,peony,牡丹,
21352177,sabine,賽,
21352178,kaleidoscope,萬花筒,
21352179,lengthwise,縱向,
21352180,plotter,繪圖機,
21352181,tampons,棉塞,
21352182,fungicide,殺菌劑,
21352183,screener,分級機,
21352184,nave,中殿,
21352185,raiser,浮點,
21352186,lullaby,搖籃曲,
21352187,parallax,視差；傾斜線,
21352188,categorization,分類,
21352189,etiology,病因；病因學,
21352190,genitalia,生殖器,
21352191,monstrosity,畸形,
21352192,songbird,鳴禽,
21352193,beautification,美化,
21352194,pass-through,透通,
21352195,struct,構,
21352196,quagmire,沼澤地；泥潭；泥濘地,
21352197,thruster,推進器；推力裝置,
21352198,self-image,自我形象,
21352199,margo,緣邊,
21352200,redline,取消,
21352201,melanin,黑色素,
21352202,hypoglycemia,低血糖；低血糖症,
21352203,pes,足,
21352204,iconography,圖像學,
21352205,joule,焦耳,
21352206,equalization,均衡；等化；均等化,
21352207,self-regulation,自律；自調；自動調整；自動調節；自調整,
21352208,psychopaths,心理病態,
21352209,clo,克羅,
21352210,whit,微粒,
21352211,stucco,灰泥,
21352212,trustworthiness,信賴程度,
21352213,hirst,沙壩,
21352214,footbridge,小橋,
21352215,dipole,雙極；偶極,
21352216,impotence,陽痿；陽萎；性無能,
21352217,coaxial,同軸；同軸線,
21352218,encephalitis,腦炎,
21352219,handiwork,手工,
21352220,flexor,屈肌,
21352221,ectopic,異位；異位的,
21352222,trackpad,觸控板,
21352223,demerit,記過；減點,
21352224,conjugate,接合；共軛,
21352225,hand-made,手工製造,
21352226,renegotiation,重新協商,
21352227,tune-up,調準,
21352228,pathos,情感訴求,
21352229,botanicals,植物藥,
21352230,activator,觸媒；催化劑；活化劑；活化體,
21352231,irradiation,輻射；照射；光滲；輻照,
21352232,subsume,包容,
21352233,indenture,契約,
21352234,retrial,再審；重傳；重試,
21352235,universality,普遍性,
21352236,bookkeeper,簿記員,
21352237,furrow,溝；槽溝,
21352238,timbre,音色；音質,
21352239,handrail,扶手,
21352240,alpaca,羊駝,
21352241,fire-fighting,滅火,
21352242,vane,葉；葉片；羽片；風標,
21352243,boron,硼,
21352244,cicada,蟬,
21352245,aeon,十億年,
21352246,prospector,探勘者；探勘人員,
21352247,land-use,土地利用,
21352248,crystallize,結晶,
21352249,basalt,玄武岩,
21352250,torsion,扭轉；扭力；扭矩,
21352251,recalibrate,重校,
21352252,free-fall,自由落下,
21352253,multi-media,多媒體,
21352254,flavonoid,類黃酮,
21352255,harem,後宮,
21352256,aphids,蚜蟲,
21352257,aureus,球菌,
21352258,schooner,雙桅帆船,
21352259,tradeoff,取捨,
21352260,stork,鸛,
21352261,micronutrient,微量營養素,
21352262,resonator,共振腔,
21352263,replenishment,補充,
21352264,presser,壓榨機,
21352265,perspiration,排汗；出汗,
21352266,chromatography,色譜；層析法；色層分析,
21352267,digitalisation,數位化,
21352268,pancreatitis,胰臟炎；胰腺炎,
21352269,oestrogen,雌激素,
21352270,planar,平面；平面的,
21352271,conifer,針葉樹,
21352272,cadaver,屍體,
21352273,centrality,中心性,
21352274,coda,尾波,
21352275,frostbite,凍瘡,
21352276,biogas,沼氣,
21352277,tonsil,扁桃腺,
21352278,tribalism,部落主義,
21352279,prostrate,無法站立,
21352280,hemorrhoid,痔；痔瘡,
21352281,strays,天電,
21352282,carotid,頸動脈；頸動脈的,
21352283,porches,門廊,
21352284,elaboration,加工,
21352285,hypersensitivity,過敏；過敏性；過敏症；過敏性的,
21352286,ingress,進入；返回,
21352287,plankton,浮游生物,
21352288,bailing,汲取,
21352289,acquirer,收購者；收單機構,
21352290,ecotourism,生態旅遊,
21352291,vaseline,凡士林,
21352292,palpitation,心悸,
21352293,initiator,啟動器,
21352294,fulcrum,支點,
21352295,crosstalk,交談；串音,
21352296,gulls,鷗,
21352297,paraffin,石蠟,
21352298,kimono,和服,
21352299,loci,軌跡；基因座,
21352300,baseboard,踢腳板,
21352301,prophylaxis,預防,
21352302,epilogue,結尾,
21352303,escapism,逃避主義,
21352304,rump,腰；臀部,
21352305,binocular,雙筒望遠鏡,
21352306,easel,畫架,
21352307,quartile,四等分,
21352308,exoskeleton,外骨骼,
21352309,co-payment,部分負擔,
21352310,out-of-control,失控,
21352311,seater,座機,
21352312,tanked,當機,
21352313,self-government,自治,
21352314,borden,載貨量,
21352315,girdle,帶；環帶；束腹,
21352316,wraparound,裹包,
21352317,handbrake,手煞車,
21352318,neurosurgery,神經外科,
21352319,propellant,推進劑；推進燃料,
21352320,eyelet,小孔；眼孔,
21352321,lymphocytes,淋巴球,
21352322,hardback,精裝本,
21352323,kinetics,動力學；運動學；運動力學,
21352324,kimchi,韓國泡菜,
21352325,idiocy,白癡；下愚,
21352326,regurgitate,反芻,
21352327,cruciate,十字形的；十字型的,
21352328,vermin,害蟲,
21352329,jammer,干擾器,
21352330,pars,部分,
21352331,takeovers,接管,
21352332,vibrator,震動器；振動器,
21352333,sub-contractor,分包商,
21352334,algebraic,代數；代數的,
21352335,herbivore,草食性；草食性動物；食草動物,
21352336,waterborne,水載,
21352337,flotilla,遣隊,
21352338,demography,人口統計；人口學；人口統計學,
21352339,multichannel,多通道,
21352340,angina,心絞痛；咽峽炎,
21352341,chopsticks,筷子,
21352342,cess,水槽,
21352343,glint,閃耀；閃光,
21352344,gazelle,瞪羚,
21352345,arranger,傳動裝置,
21352346,sucrose,蔗糖,
21352347,portraiture,肖像畫,
21352348,homeostasis,恆定；自動調節；穩態；衡定；體內平衡；動態均衡；恆定狀態,
21352349,hydrophobic,疏水；疏水性,
21352350,insoles,鞋中底,
21352351,bobbing,浮動,
21352352,middleware,中介軟體,
21352353,histone,組蛋白；組織蛋白,
21352354,greenbelt,綠帶,
21352355,geranium,鮮紅；天竺葵,
21352356,praxis,實踐,
21352357,slacks,便褲,
21352358,actuators,致動器,
21352359,alopecia,禿頭；禿髮；脫毛；毛髮脫落,
21352360,shyness,害羞,
21352361,deafness,聾；失聰,
21352362,stillbirth,死胎；死產,
21352363,warfarin,華法林,
21352364,multi-use,多用途,
21352365,crayfish,螯蝦,
21352366,misinterpretation,誤讀,
21352367,driftwood,漂流木；漂木,
21352368,virology,病毒學,
21352369,riparian,水邊；水邊的,
21352370,sulphate,硫酸鹽,
21352371,vertebrates,脊椎動物,
21352372,amethyst,紫水晶,
21352373,rainstorm,暴雨,
21352374,rodman,桿手,
21352375,impinge,衝擊；撞擊；碰撞,
21352376,permanence,持久性,
21352377,downwind,順風；下風,
21352378,seashore,海岸；海濱,
21352379,hybridization,融合；雜交；混成；雜合,
21352380,anticipatory,前發的,
21352381,demotion,降級；降職,
21352382,gibberish,凌亂,
21352383,occlusion,吸收；堵塞；遮蔽；吸附；閉塞；包藏,
21352384,admittance,導納,
21352385,shavings,刨花,
21352386,sparrows,雀,
21352387,switcher,開關；切換器,
21352388,radioactivity,放射性,
21352389,niacin,菸鹼；菸鹼酸,
21352390,bioinformatics,生物資訊；生物資訊學,
21352391,luminosity,亮度；光度；發光體；發光效率,
21352392,toads,蟾蜍,
21352393,plat,褶；地籍圖,
21352394,mores,民德,
21352395,co-existence,並存,
21352396,point-to-point,點對點,
21352397,preload,預載,
21352398,hyperbolic,雙曲線,
21352399,headrest,頭靠；頭枕,
21352400,ontology,本體論；存在論,
21352401,gigawatt,吉瓦,
21352402,overgrowth,附生；過度生長,
21352403,microbiota,微生物相,
21352404,mangle,輾壓機,
21352405,refraction,折射,
21352406,gynecology,婦科醫學,
21352407,larval,隱性的,
21352408,inshore,近海；近岸；內灘,
21352409,negation,反,
21352410,parametric,參數,
21352411,ganglion,神經節,
21352412,broadside,大報；寬邊；舷側,
21352413,sarcoma,肉瘤,
21352414,timepieces,鐘錶,
21352415,electrics,電體,
21352416,faraday,法拉；法拉第,
21352417,space-time,時空,
21352418,spillway,溢洪道；溢流道,
21352419,bund,堤岸,
21352420,reactivity,反作用；反應率；反應性；反應度,
21352421,parentage,母系；族系,
21352422,layover,疊置,
21352423,supposition,假定,
21352424,dielectric,介質；介電,
21352425,casein,酪蛋白,
21352426,overstay,逾時,
21352427,grabber,爪鉤,
21352428,low-grade,低度的,
21352429,organist,管風琴家,
21352430,first-line,第一線,
21352431,modulator,調節器；調節物,
21352432,schematics,示意圖,
21352433,leptin,瘦素,
21352434,lustre,光澤,
21352435,epithelium,上皮；上皮細胞,
21352436,girth,肚帶,
21352437,carpal,腕的,
21352438,dysplasia,發育不良,
21352439,goblet,高腳酒杯,
21352440,peacetime,平時,
21352441,three-star,三星級,
21352442,amortisation,攤銷；分期攤還,
21352443,accretion,堆積；地下水補注；孳長；吸積,
21352444,plexus,叢；葉脈網,
21352445,blowback,後壓力；回火；回爆,
21352446,credo,信條；信經,
21352447,drowsy,昏睡,
21352448,chromosomal,染色體的,
21352449,baldness,禿；禿髮,
21352450,selectivity,選擇性,
21352451,periodontal,牙周的,
21352452,adrenalin,腎上腺素；腎上腺激素,
21352453,raster,網格；光柵；光域,
21352454,modulus,係數；模數；模態,
21352455,dictation,聽寫；默寫,
21352456,slicer,切片機,
21352457,scoliosis,脊柱側彎,
21352458,speedometer,車速表；計速器,
21352459,byproducts,副產品,
21352460,serendipity,意外發現,
21352461,argon,氬,
21352462,miscalculation,誤算,
21352463,copier,影印機；複印機,
21352464,bulimia,暴食症；貪食症,
21352465,alcove,流槽,
21352466,plasticity,塑性；可塑性,
21352467,guava,番石榴,
21352468,overpopulation,人口過剩,
21352469,alkali,鹼；鹼性；鹼金屬,
21352470,decelerate,減速,
21352471,anaphylaxis,過敏；過敏性；嚴重過敏；急性過敏,
21352472,telescopic,望遠鏡的,
21352473,loudness,響度,
21352474,knock-out,擊出,
21352475,joiner,細木工,
21352476,cordillera,山系,
21352477,wafers,鬆餅,
21352478,glo,煤,
21352479,neutrophil,嗜中性白血球,
21352480,jawbone,顎骨,
21352481,balloting,發射範圍,
21352482,subdirectory,子目錄,
21352483,infertile,不孕的,
21352484,boson,玻色子；玻子,
21352485,retardation,減緩；遲緩；減速；阻滯；減速度；緩凝,
21352486,collarbone,鎖骨,
21352487,ladle,桶,
21352488,steppe,草原；乾草原,
21352489,brainwashing,洗腦,
21352490,crag,巉岩,
21352491,overburden,超載；表土；覆蓋層,
21352492,psychoanalysis,精神分析,
21352494,buffing,拋光；打光,
21352495,dependability,可靠性；可信性,
21352496,orifice,口；孔口,
21352497,belting,皮帶傳動,
21352498,histamine,組織胺,
21352499,scythe,大鐮刀,
21352500,tabulate,列表,
21352501,plinth,基座,
21352502,medusa,水母；海蜇；水母體,
21352503,wiener,維也納香腸,
21352504,tri-state,三態,
21352505,amok,發狂,
21352506,dissociate,解離,
21352507,roughness,粗糙；糙度；粗度；粗糙度,
21352508,storehouse,倉庫,
21352509,varicose,靜脈曲張的,
21352510,iridium,銥,
21352511,valence,價；期望值；效價,
21352512,boreal,北方；北方的,
21352513,dial-up,撥接；撥上,
21352514,henchmen,追隨者,
21352515,recidivism,再犯；累犯,
21352516,algal,藻類的,
21352517,cistern,水池；水槽,
21352518,placer,砂礦；開單者,
21352519,dilation,擴大；膨脹,
21352520,stricture,狹窄,
21352521,pasty,餡餅,
21352522,oligarchy,寡頭政治；寡頭統治,
21352523,seamstress,女裁縫師,
21352524,reminiscence,回憶,
21352525,polymorphism,多型；多形性；多型態；多型性,
21352526,aqueduct,導水管,
21352527,amyloid,類澱粉；類澱粉蛋白,
21352528,stratification,地層；分層；積層；層積；層化；成層；層理；階層化,
21352529,hairpin,傳回；髮夾；髮夾彎,
21352530,built-up,組合,
21352531,quintal,百公斤,
21352532,earthworm,蚯蚓,
21352533,scissor,剪；剪裁；剪刀,
21352534,vamp,修補；蛇蠍美人,
21352535,aborigines,原住民,
21352536,carcinogens,致癌物,
21352537,cobweb,蜘蛛網,
21352538,subgenre,次類型,
21352539,xenon,氙,
21352540,lemur,狐猴,
21352541,rubella,德國麻疹；風疹,
21352542,epinephrine,腎上腺素；腎上腺激素,
21352543,flyby,飛掠,
21352544,anti-aircraft,防空,
21352545,zine,雜誌,
21352546,cyclops,獨眼,
21352547,revaluation,重估價,
21352548,transgenic,基因轉殖,
21352549,glutamate,麩胺酸；麩醯胺酸,
21352550,lock-in,鎖定；鎖進,
21352551,gremlin,小精靈,
21352552,acrobatics,特技飛行,
21352553,polyphenol,多酚,
21352554,beading,波紋；起脊,
21352555,indecision,猶豫不決,
21352556,x-axis,X軸；x軸,
21352557,self-improvement,自我提升,
21352558,cytoplasm,細胞質,
21352559,booby,鰹鳥,
21352560,amygdala,杏仁核；扁桃體,
21352561,myopia,近視,
21352562,venter,腹；腹部,
21352563,aground,擱淺,
21352564,celibacy,守貞,
21352565,guillotine,截流器,
21352566,clough,水閘門,
21352567,chaff,金屬箔,
21352568,transom,橫樑,
21352569,erasure,擦除,
21352570,choline,膽鹼；膽素,
21352571,retinol,視黃醇,
21352572,slop,污油水,
21352573,solubility,溶解度,
21352574,eavesdrop,竊聽,
21352575,pheromone,費洛蒙,
21352576,squall,風暴；暴風；颮,
21352577,crustaceans,甲殼類,
