ID,英文名稱,中文名稱,圖片,中國大陸譯名,類別,更新日期
2918181,social responsibility marketing,社會責任行銷,,,行銷管理組,2020-04-09
2918184,societal classification of products,產品的社會性分類,,,行銷管理組,2017-03-23
2918185,societal marketing,社會行銷,,,行銷管理組,2017-03-23
2918186,societal marketing concept,社會行銷觀念,,,行銷管理組,2017-03-23
2918187,socioeconomic status,社經地位,,,行銷管理組,2017-03-23
2918188,soft sell,軟銷,,,行銷管理組,2017-03-23
2918189,sole supplier,獨家供應商,,,行銷管理組,2017-03-23
2918190,solution selling,解決方案銷售,,,行銷管理組,2017-03-23
2918191,source credibility,來源可信性,,,行銷管理組,2017-03-23
2918192,sourcing strategy,貨源策略,,,行銷管理組,2017-03-23
2918193,spatial competition,空間競爭,,,行銷管理組,2017-03-23
2918194,spatial convenience,空間便利性,,,行銷管理組,2017-03-23
2918195,special-event pricing,特殊事件訂價法,,,行銷管理組,2017-03-23
2918196,specialty goods,特殊品,,,行銷管理組,2017-03-23
2918197,specialty store,專門店,,,行銷管理組,2017-03-23
2918198,split-half reliability,折半信度,,,行銷管理組,2017-03-23
2918199,sponsorship,贊助,,,行銷管理組,2017-03-23
2918200,sports marketing,運動行銷,,,行銷管理組,2017-03-23
2918201,spot market,現貨市場,,,行銷管理組,2017-03-23
2918202,stable maturity,穩定成熟期,,,行銷管理組,2017-03-23
2918203,stakeholder,利害關係人,,,行銷管理組,2017-03-23
2918204,standard industrial classification {=SIC},標準產業分類,,,行銷管理組,2017-03-23
2918205,standard industrial classification {=SIC} codes,標準產業分類代碼,,,行銷管理組,2017-03-23
2918206,staples,民生用品,,,行銷管理組,2017-03-23
2918207,star,明星［事業］,,,行銷管理組,2017-03-23
2918209,stealth marketing,隱形行銷 ,,,行銷管理組,2017-03-23
2918211,stimulus ambiguity,刺激模糊性,,,行銷管理組,2017-03-23
2918212,stock turnover,存貨週轉,,,行銷管理組,2017-03-23
2918213,stockless purchase plan,無庫存採購計劃,,,行銷管理組,2017-03-23
2918214,stock-out,無庫存,,,行銷管理組,2017-03-23
2918215,stock-sales ratio,庫存-銷售比,,,行銷管理組,2017-03-23
2918216,storage warehouse,存貨倉庫,,,行銷管理組,2017-03-23
2918217,store audits,商店稽核,,,行銷管理組,2017-03-23
2918218,store brand,商店品牌,,,行銷管理組,2017-03-23
2918219,store image,商店形象,,,行銷管理組,2017-03-23
2918220,store layout,店面佈局,,,行銷管理組,2017-03-23
2918221,straight commission plan,單一佣金計畫,,,行銷管理組,2017-03-23
2918222,straight extension,直接延伸,,,行銷管理組,2017-03-23
2918223,straight product extension,直接產品延伸,,直接产品延伸,行銷管理組,2017-03-23
2918224,straight rebuy,直接再購,,直接重购,行銷管理組,2017-03-23
2918225,straight salary plan,單一薪資計畫,,,行銷管理組,2017-03-23
2918226,strategic alliances {=SA},策略聯盟,,,行銷管理組,2017-03-23
2918227,strategic business area {=SBA},策略事業領域,,,行銷管理組,2017-03-23
2918228,strategic business planning,策略事業規劃,,,行銷管理組,2017-03-23
2918231,strategic leverage,策略槓桿,,,行銷管理組,2017-03-23
2918232,strategic marketing,策略行銷,,,行銷管理組,2017-03-23
2918233,strategic marketing plan,策略行銷計畫,,,行銷管理組,2017-03-23
2918234,strategic partner,策略夥伴,,,行銷管理組,2017-03-23
2918236,strategic window,策略之窗,,战略窗口；机会窗口,行銷管理組,2017-03-23
2918237,strategic withdrawal,策略性撤退,,,行銷管理組,2017-03-23
2918239,stratified purposive sampling,分層立意抽樣法,,,行銷管理組,2017-03-23
2918240,stratified random sampling {=STRS},分層隨機抽樣法,,,行銷管理組,2017-03-23
2918241,stratified sample,分層樣本,,,行銷管理組,2017-03-23
2918242,structural ties,結構性連結,,,行銷管理組,2017-03-23
2918243,structured questionnaire,結構式問卷,,,行銷管理組,2017-03-23
2918244,sub-brand,副品牌,,,行銷管理組,2017-03-23
2918246,substantial,足量性,,,行銷管理組,2017-03-23
2918247,substitute product,替代品,,,行銷管理組,2017-03-23
2918248,summative evaluation,總結性評估,,,行銷管理組,2017-03-23
2918249,supermarket,超級市場,,超级市场；超市,行銷管理組,2017-03-23
2918250,superstore,超級商店,,超级商店,行銷管理組,2017-03-23
2918252,supplier search,供應商搜尋,,,行銷管理組,2017-03-23
2918253,supplier selection,供應商選擇,,供应商选择,行銷管理組,2017-03-23
2918254,supplier-evaluation model,供應商評估模式,,,行銷管理組,2017-03-23
2918256,supply chain management {=SCM},供應鏈管理,,,行銷管理組,2017-03-23
2918258,survey instrument error,調查工具誤差,,,行銷管理組,2017-03-23
2918259,survey research,調查研究,,问卷调查研究,行銷管理組,2017-03-23
2918260,sustainable marketing,永續行銷,,,行銷管理組,2017-03-23
2918261,sweepstakes,抽獎,,抽奖促销,行銷管理組,2017-03-23
2918262,switching costs,轉換成本,,,行銷管理組,2017-03-23
2918264,symbiotic marketing,共生行銷,,,行銷管理組,2017-03-23
2918265,symbolic product,象徵性產品,,,行銷管理組,2017-03-23
2918266,systematic error,系統性誤差,,,行銷管理組,2017-03-23
2918267,systematic random sampling {=SYMRS},系統隨機抽樣法,,,行銷管理組,2017-03-23
2918268,systems buying,系統購買,,,行銷管理組,2017-03-23
2918269,systems contracting,系統式承包,,,行銷管理組,2017-03-23
2918270,systems selling,系統銷售,,系统销售,行銷管理組,2017-03-23
2918271,tactical marketing plan,戰術性行銷計畫,,,行銷管理組,2017-03-23
2918272,tangibles,有形物,,,行銷管理組,2017-03-23
2918273,target audience,目標閱聽眾,,,行銷管理組,2017-03-23
2918274,target costing,目標成本法,,目标成本定价,行銷管理組,2017-03-23
2918277,target profit pricing,目標利潤訂價法,,目标利润定价,行銷管理組,2017-03-23
2918278,target return pricing,目標報酬訂價法,,,行銷管理組,2017-03-23
2918279,team selling,團隊銷售,,团队销售,行銷管理組,2017-03-23
2918280,technical quality,技術品質,,,行銷管理組,2017-03-23
2918281,technological assessment,科技評估,,,行銷管理組,2017-03-23
2918284,telemarketing,電話行銷,,,行銷管理組,2017-03-23
2918285,telephone interview,電話訪問,,,行銷管理組,2017-03-23
2918286,telephone marketing,電話行銷,,,行銷管理組,2017-03-23
2918287,territorial,地區式,,,行銷管理組,2017-03-23
2918288,test market,測試市場,,,行銷管理組,2017-03-23
2918289,test marketing,試銷,,市场测试,行銷管理組,2017-03-23
2918291,theoretical sampling,理論抽樣法,,,行銷管理組,2017-03-23
2918292,third-party logistics {=3PL} provider,第三方物流提供者,,第三方物流提供者,行銷管理組,2017-03-23
2918293,threat,威脅,,,行銷管理組,2017-03-23
2918294,time pricing,時間訂定法,,时间定价,行銷管理組,2017-03-23
2918295,time series analysis,時間數列分析,,,行銷管理組,2017-03-23
2918296,total customer cost,顧客總成本,,总顾客成本,行銷管理組,2017-03-23
2918297,total customer value,顧客總價值,,总顾客价值,行銷管理組,2017-03-23
2918298,trade advertising,對經銷商的廣告,,贸易广告,行銷管理組,2017-03-23
2918299,trade allowance,對經銷商的折讓,,,行銷管理組,2017-03-23
2918301,trade name,商標名稱,,,行銷管理組,2017-03-23
2918302,trade promotion,經銷商促銷活動,,贸易促销,行銷管理組,2017-03-23
2918303,trade show,商展,,,行銷管理組,2017-03-23
2918304,trade-in allowance,扺換折讓；舊換新折讓,,以旧换新折让,行銷管理組,2017-03-23
2918305,trademark,商標,,商标,行銷管理組,2017-03-23
2918306,trade-relation mix,經銷關係組合,,,行銷管理組,2017-03-23
2918307,traffic builder,人潮創造者,,,行銷管理組,2017-03-23
2918308,transaction,交易,,交易,行銷管理組,2017-03-23
2918309,transaction cost analysis {=TCA},交易成本分析,,,行銷管理組,2017-03-23
2918310,transfer pricing,移轉訂價法,,,行銷管理組,2017-03-23
2918311,transformational advertising,轉型式廣告,,,行銷管理組,2017-03-23
2918312,transformational appeals,轉型式訴求,,,行銷管理組,2017-03-23
2918313,trend,趨勢,,,行銷管理組,2017-03-23
2918314,trial,試用,,,行銷管理組,2017-03-23
2918315,trial rate,試用率,,试用率,行銷管理組,2017-03-23
2918316,trickle down theory,涓滴理論,,,行銷管理組,2017-03-23
2918317,truckload,整車,,,行銷管理組,2017-03-23
2918318,t-test,T檢定,,,行銷管理組,2017-03-23
2918319,turn-key operation,交匙營運,,,行銷管理組,2017-03-23
2918320,two-level channel,二階通路,,,行銷管理組,2017-03-23
2918321,two-part pricing,兩部分訂價法,,,行銷管理組,2017-03-23
2918322,two-step flow-of-communication process,兩階段的溝通流程,,,行銷管理組,2017-03-23
2918323,tying agreement,搭售協議,,,行銷管理組,2017-03-23
2918324,ultimate consumer,最終消費者,,,行銷管理組,2017-03-23
2918325,ultimate user,最終使用者,,,行銷管理組,2017-03-23
2918326,unaided recall,無輔助回憶,,,行銷管理組,2017-03-23
2918327,undifferentiated {mass}marketing,無差異行銷,,无差异营销,行銷管理組,2017-03-23
2918328,undisguised sponsorship,隱藏贊助者,,,行銷管理組,2017-03-23
2918329,unfair competition,不公平競爭,,,行銷管理組,2017-03-23
2918331,uniform freight classification code,統一貨物分類碼,,,行銷管理組,2017-03-23
2918332,uniform pricing,統一訂價法,,,行銷管理組,2017-03-23
2918333,unique selling proposition {=USP},獨特賣點,,,行銷管理組,2017-03-23
2918334,unsought good,未覓品,,,行銷管理組,2017-03-23
2918335,unstructured question,非結構式問題,,,行銷管理組,2017-03-23
2918336,up-selling,向上銷售,,向上销售,行銷管理組,2017-03-23
2918337,upward stretch,向上延伸,,,行銷管理組,2017-03-23
2918338,usage rate,使用率,,,行銷管理組,2017-03-23
2918339,user,使用者,,使用者,行銷管理組,2017-03-23
2918340,utility,效用,,,行銷管理組,2017-03-23
2918341,validity,效度,,,行銷管理組,2017-03-23
2918345,Value And Lifestyle System {=VALS},價值及生活型態系統,,,行銷管理組,2017-03-23
2918346,value based pricing,價值基礎訂價法,,,行銷管理組,2017-03-23
2918347,value chain,價值鏈,,,行銷管理組,2017-03-23
2918350,value delivery,價值遞送,,,行銷管理組,2017-03-23
2918351,value delivery system,價值遞送系統,,,行銷管理組,2017-03-23
2918353,value network,價值網絡,,,行銷管理組,2017-03-23
2918354,value pricing,價值訂價法,,,行銷管理組,2017-03-23
2918356,value-added pricing,附加價值訂價法,,附加价值定价,行銷管理組,2017-03-23
2918357,value-based pricing,價值基礎訂價法,,价值导向定价,行銷管理組,2017-03-23
2918358,value-oriented pricing,價值導向訂價法,,,行銷管理組,2017-03-23
2918359,variability,變異性,,,行銷管理組,2017-03-23
2918360,variable,變數；變項,,,行銷管理組,2017-03-23
2918361,variable price policy,變動價格政策,,,行銷管理組,2017-03-23
2918362,variance,變異數,,,行銷管理組,2017-03-23
2918363,variety store,雜貨店,,,行銷管理組,2017-03-23
2918364,variety-seeking buying behavior,尋求變化的購買行為,,变幻型购买行为,行銷管理組,2017-03-23
2918365,vending machine,販賣機,,,行銷管理組,2017-03-23
2918366,vertical business system,垂直企業系統,,,行銷管理組,2017-03-23
2918367,vertical channel conflict,垂直通路衝突,,,行銷管理組,2017-03-23
2918369,vertical marketing system {=VMS},垂直行銷系統,,垂直营销系统,行銷管理組,2017-03-23
2918371,viral marketing,病毒行銷,,病毒式营销,行銷管理組,2017-03-23
2918372,visual tests,視覺測試,,,行銷管理組,2017-03-23
2918373,voice of share,廣告聲量比,,,行銷管理組,2017-03-23
2918374,voluntary chain,自願型連鎖,,自愿连锁店,行銷管理組,2017-03-23
2918375,warehouse club,會員制量販店,,仓储俱乐部,行銷管理組,2017-03-23
2918376,warehouse retailing,零售量販店,,,行銷管理組,2017-03-23
2918377,warranty,保證,,,行銷管理組,2020-03-27
2918378,wheel of retailing theory,零售之輪理論,,,行銷管理組,2017-03-23
2918379,wholesale club,會員制批發,,,行銷管理組,2017-03-23
2918380,wholesale distributor,會員制批發商,,,行銷管理組,2017-03-23
2918381,wholesale price index {=WPI},躉售物價指數,,,行銷管理組,2017-03-23
2918382,wholesaler,批發商,,批发商,行銷管理組,2017-03-23
2918383,wholesaler sponsored cooperative,批發商贊助合作組織,,,行銷管理組,2017-03-23
2918384,wholesaling,批發,,批发,行銷管理組,2017-03-23
2918385,width,寬度；廣度,,,行銷管理組,2017-03-23
2918386,wireless phone survey,無線電話調查,,,行銷管理組,2017-03-23
2918387,word association,字彙聯想法,,,行銷管理組,2017-03-23
2918388,word of mouth {=WOM},口碑,,口碑,行銷管理組,2017-03-23
2918389,word-of-mouth communication,口碑溝通,,,行銷管理組,2017-03-23
2918390,word-of-mouth marketing,口碑行銷,,口碑营销,行銷管理組,2017-03-23
2918391,workload analysis,工作負荷分析,,,行銷管理組,2017-03-23
2918392,workload approach,工作負荷法,,,行銷管理組,2017-03-23
2918393,yield management,收益管理,,,行銷管理組,2017-03-23
2918394,yield pricing,收益訂價法,,,行銷管理組,2017-03-23
2918395,zero-level channel,零階通路,,,行銷管理組,2017-03-23
2918396,zone of agreement,協議區間,,,行銷管理組,2017-03-23
2918398,α testing,α 測試 ；功能性測試,,,行銷管理組,2017-03-23
2918399,β testing,β測試；顧客測試,,,行銷管理組,2017-03-23
2918400,absolute cost advantage,絕對成本優勢,,,策略管理組,2017-03-23
2918402,acquisition premium,併購溢價,,,策略管理組,2017-03-23
2918403,acquisitions,收購,,,策略管理組,2017-03-23
2918404,action plan,行動計畫,,,策略管理組,2017-03-23
2918405,activity-based-costing (ABC),價值活動成本法,,,策略管理組,2017-03-23
2918406,administrative level,管理層級,,,策略管理組,2017-03-23
2918407,agency cost,代理成本,,代理成本,策略管理組,2017-03-23
2918408,agency problems,代理問題,,,策略管理組,2017-03-23
2918409,agency relationship,代理關係,,,策略管理組,2017-03-23
2918410,agency theory,代理理論,,,策略管理組,2017-03-23
2918412,alliance for industry standard,標準聯盟,,,策略管理組,2017-03-23
2918413,alliance for research and development,研發聯盟,,,策略管理組,2017-03-23
2918414,alliances,聯盟,,,策略管理組,2017-03-23
2918415,anti-trust,反托拉斯,,,策略管理組,2017-03-23
2918417,arm's-length contracts,單次契約,,,策略管理組,2017-03-23
2918418,asset divestiture,資產售出,,资产剥离,策略管理組,2017-03-23
2918419,asset specificity,資產專屬性,,资产专用性,策略管理組,2017-03-23
2918420,backward integration,向後整合,,,策略管理組,2017-03-23
2918422,balanced scorecard model,平衡計分卡模型,,,策略管理組,2017-03-23
2918423,bargaining leverage,談判槓桿,,,策略管理組,2017-03-23
2918424,bargaining power,議價力,,,策略管理組,2017-03-23
2918425,BCG matrix,BCG矩陣,,波士顿矩阵,策略管理組,2017-03-23
2918427,best practice,最佳實務,,,策略管理組,2017-03-23
2918428,best-cost provider strategy,最佳成本提供者策略,,最优成本供应商战略,策略管理組,2017-03-23
2918429,bidding strategy,投標策略,,,策略管理組,2017-03-23
2918430,bilateral monopolies,雙邊獨佔,,雙邊壟斷,策略管理組,2017-03-23
2918431,bounded rationality,受限理性；有限理性,,有限理性,策略管理組,2017-03-23
2918432,brand proliferation,品牌擴散,,,策略管理組,2017-03-23
2918433,brokerage-type industries,仲介型產業,,,策略管理組,2017-03-23
2918435,bundle of resources,資源組合,,,策略管理組,2017-03-23
2918437,bureaucratic control,科層控制；官僚控制,,行政控制；官僚控制,策略管理組,2017-03-23
2918439,business plan,事業營運計劃,,创业计划书；商业计划书,策略管理組,2017-03-23
2918440,business process,事業營運流程,,业务流程,策略管理組,2017-03-23
2918442,business unit,事業單位,,业务单元,策略管理組,2017-03-23
2918443,business-level strategies,事業層級策略,,业务层战略；经营单位战略,策略管理組,2017-03-23
2918444,business-unit competitive strength,事業單位競爭優勢,,,策略管理組,2017-03-23
2918445,buyers bargaining power,買方議價力,,客户议价能力,策略管理組,2017-03-23
2918446,buyer-supplier vertical relationships,垂直供需關係,,,策略管理組,2017-03-23
2918447,capabilities,能力,,能力,策略管理組,2017-03-23
2918448,capability-based theory,能力基礎理論,,,策略管理組,2017-03-23
2918449,capital productivity,資本生產力,,,策略管理組,2017-03-23
2918450,cartel,卡特爾,,,策略管理組,2017-03-23
2918451,cash cow business,金牛事業,,,策略管理組,2017-03-23
2918452,causal ambiguity,因果模糊性,,,策略管理組,2017-03-23
2918455,chief operating officer {=COO},營運長,,,策略管理組,2020-03-26
2918456,collaboration,協同合作,,,策略管理組,2017-03-23
2918457,collaborative arrangements,合作協定,,,策略管理組,2017-03-23
2918458,collusion,合謀,,合谋,策略管理組,2017-03-23
2918460,commonalities,共通性,,,策略管理組,2017-03-23
2918461,company environment,企業環境,,,策略管理組,2017-03-23
2918462,compatibility,相容性,,,策略管理組,2017-03-23
2918463,competencies,能耐,,,策略管理組,2017-03-23
2918464,competition,競爭,,,策略管理組,2017-03-23
2918465,competition convergence,競爭同質化,,,策略管理組,2017-03-23
2918466,competitive advantage,競爭優勢,,竞争优势,策略管理組,2017-03-23
2918467,competitive analysis,競爭分析,,,策略管理組,2017-03-23
2918468,competitive capabilities,競爭能力,,,策略管理組,2017-03-23
2918469,competitive disadvantage,競爭劣勢,,,策略管理組,2017-03-23
2918470,competitive dynamics,動態競爭,,,策略管理組,2017-03-23
2918471,competitive intelligence,競爭情報,,,策略管理組,2017-03-23
2918472,competitive parity,競爭對抗,,,策略管理組,2017-03-23
2918473,competitive position,競爭定位,,,策略管理組,2017-03-23
2918474,competitive pressures,競爭壓力,,,策略管理組,2017-03-23
2918475,competitive pricing,競爭性定價,,,策略管理組,2017-03-23
2918477,competitive strength,競爭強勢,,,策略管理組,2017-03-23
2918478,competitive superiority,競爭優越性,,,策略管理組,2017-03-23
2918479,competitive weakness,競爭弱勢,,,策略管理組,2017-03-23
2918480,competitive weapons,競爭武器,,,策略管理組,2017-03-23
2918481,competitiveness,競爭性；競爭力,,,策略管理組,2017-03-23
2918483,competitor analysis,競爭者分析,,,策略管理組,2017-03-23
2918484,complementary assets,互補性資產,,,策略管理組,2017-03-23
2918486,complementary resources and capabilities,互補性資源與能力,,,策略管理組,2017-03-23
2918487,complementary strategic alliance,互補性策略聯盟,,互补型战略联盟,策略管理組,2017-03-23
2918488,complementor,互補者,,,策略管理組,2017-03-23
2918489,complementors competence,互補者能耐,,,策略管理組,2017-03-23
2918490,configuration,佈局,,,策略管理組,2017-03-23
2918492,conglomerate merger,複合式合併,,,策略管理組,2017-03-23
2918493,conscientiousness of organization,組織的良心,,,策略管理組,2017-03-23
2918494,consensus building,建立共識,,建立共识,策略管理組,2017-03-23
2918495,consolidation strategy,整併策略,,,策略管理組,2017-03-23
2918496,consumer relation management (CRM),客戶關係管理,,,策略管理組,2017-03-23
2918497,content aggregator,內容整合者,,,策略管理組,2017-03-23
2918498,content provider,內容提供者,,,策略管理組,2017-03-23
2918499,contents of transaction,交易內涵,,,策略管理組,2017-03-23
2918500,contract-based alliance,契約式聯盟,,,策略管理組,2017-03-23
2918501,control of strategic premises,策略前提的控制,,,策略管理組,2017-03-23
2918502,cooperation,合作,,,策略管理組,2017-03-23
2918503,cooperative pricing,聯合定價,,,策略管理組,2017-03-23
2918505,coopetition,競合,,,策略管理組,2017-03-23
2918506,coordination mechanism,協調機制,,,策略管理組,2017-03-23
2918507,coordination process,協調程序,,,策略管理組,2017-03-23
2918508,core business,核心事業,,,策略管理組,2017-03-23
2918509,core competencies,核心能耐,,核心竞争力；核心能力,策略管理組,2017-03-23
2918513,corporate raiders,企業掠奪者,,,策略管理組,2017-03-23
2918514,corporate strategy,總體策略,,公司层战略；总体战略,策略管理組,2017-03-23
2918515,corporate venture capital,企業創投,,公司风险投资,策略管理組,2017-03-23
2918516,cost advantage,成本優勢,,,策略管理組,2017-03-23
2918517,cost drivers,成本驅動因子,,,策略管理組,2017-03-23
2918520,countertrade,互抵貿易,,,策略管理組,2017-03-23
2918521,country of origin,來源國,,,策略管理組,2017-03-23
2918522,coupon competition,折扣券競爭,,,策略管理組,2017-03-23
2918523,cream skimming,挑精策略,,,策略管理組,2017-03-23
2918524,critical factor,關鍵因子,,,策略管理組,2017-03-23
2918525,cross price elasticity of demand,交叉價格彈性,,,策略管理組,2017-03-23
2918526,cross selling,交叉銷售,,,策略管理組,2017-03-23
2918527,cross-border transfer of competencies,跨境能耐移轉,,,策略管理組,2017-03-23
2918528,cross-border transfer of expertise,跨境專業能力移轉,,跨境转移的专门知识,策略管理組,2017-03-23
2918530,customer-oriented business,顧客導向企業,,,策略管理組,2017-03-23
2918531,customization,客製化,,,策略管理組,2017-03-23
2918532,cut throat,割喉式競爭,,,策略管理組,2017-03-23
2918533,decision hierarchy,決策體系,,,策略管理組,2017-03-23
2918534,degree of between,居中程度,,,策略管理組,2017-03-23
2918535,degree of centrality,核心程度,,,策略管理組,2017-03-23
2918536,degree of concentration of industry,產業集中度,,,策略管理組,2017-03-23
2918537,degree of decentralization,分權程度,,,策略管理組,2017-03-23
2918538,degree of involvement,介入程度,,,策略管理組,2017-03-23
2918539,degree of mobility,移動彈性的程度,,,策略管理組,2017-03-23
2918540,degree of rationality in strategic decision making,策略決策過程理性程度,,,策略管理組,2017-03-23
2918541,degree of vertical integration,垂直整合程度,,,策略管理組,2017-03-23
2918542,demand,需求,,,策略管理組,2017-03-23
2918543,demand-side substitutability,需求面可替代性,,,策略管理組,2017-03-23
2918544,demand-supply analysis,需求-供給分析,,,策略管理組,2017-03-23
2918545,diamond model,鑽石模型,,钻石模型；国家竞争优势理论,策略管理組,2017-03-23
2918546,differentiation strategy,差異化策略,,差异化战略；差别化战略,策略管理組,2017-03-23
2918547,differentiation-based competitive advantage,以差異化為基礎的競爭優勢,,,策略管理組,2017-03-23
2918548,direct duplication,直接複製,,同向重复,策略管理組,2017-03-23
2918549,diseconomy of scale,規模不經濟,,,策略管理組,2017-03-23
2918552,distributor/retailer network,配銷商/零售商網絡,,零售商网络,策略管理組,2017-03-23
2918553,diversification,多角化,,多种经营；多元化战略,策略管理組,2017-03-23
2918554,diversified multinational corporation,多角化的多國企業,,,策略管理組,2017-03-23
2918555,divestment strategy,撤資策略,,,策略管理組,2017-03-23
2918557,dog business,瘦狗事業；苟延殘喘,,,策略管理組,2017-03-23
2918559,dominant logic,主導邏輯,,,策略管理組,2017-03-23
2918560,dominant strategy,主導策略,,,策略管理組,2017-03-23
2918562,dynamic capabilities,動態能力,,,策略管理組,2017-03-23
2918563,dynamic competition,動態競爭,,,策略管理組,2017-03-23
2918564,early adopters,早期採用者,,,策略管理組,2017-03-23
2918566,ecological environment,生態環境,,,策略管理組,2017-03-23
2918567,economic rent,經濟租,,,策略管理組,2017-03-23
2918568,economic value,經濟價值,,,策略管理組,2017-03-23
2918569,economic value added,經濟附加價值,,,策略管理組,2017-03-23
2918570,economics of internet,網際網路經濟學,,,策略管理組,2017-03-23
2918571,economies of learning,學習的經濟效益,,学习的经济效果,策略管理組,2017-03-23
2918572,economies of scale,規模經濟,,规模经济,策略管理組,2017-03-23
2918573,economies of scale due to multiple sites,多點經營的規模經濟,,,策略管理組,2017-03-23
2918574,economies of scope,範疇經濟,,范围经济,策略管理組,2017-03-23
2918575,economies of specialization,專業分工的經濟利益,,,策略管理組,2017-03-23
2918578,elastic expectation,期望彈性,,,策略管理組,2017-03-23
2918579,emergent strategies,非計畫中的策略,,,策略管理組,2017-03-23
2918580,emerging industries,新興產業,,,策略管理組,2017-03-23
2918581,emerging markets,新興市場,,,策略管理組,2017-03-23
2918583,entrepreneurial capabilities,創業能力,,,策略管理組,2017-03-23
2918584,entrepreneurial process,創業程序,,,策略管理組,2017-03-23
2918586,entry barriers,進入障礙,,进入壁垒,策略管理組,2017-03-23
2918587,entry deterrence,進入阻絕,,,策略管理組,2017-03-23
2918588,entry mode,進入模式,,,策略管理組,2017-03-23
2918589,environment premises,環境前提,,,策略管理組,2017-03-23
2918590,environmental complexity,環境複雜度,,环境复杂性,策略管理組,2017-03-23
2918591,environmental degradation,環境惡化,,,策略管理組,2017-03-23
2918592,environmental factors,環境因素,,,策略管理組,2017-03-23
2918593,environmental opportunities,環境機會,,,策略管理組,2017-03-23
2918594,environmental sustainability strategies,環境永續策略,,环境可持续性战略,策略管理組,2017-03-23
2918595,environmental threat,環境威脅,,,策略管理組,2017-03-23
2918596,environmental uncertainty,環境不確定性,,环境不确定性,策略管理組,2017-03-23
2918597,environments,環境,,,策略管理組,2017-03-23
2918598,equity-based alliance,股權式聯盟,,,策略管理組,2017-03-23
2918599,escalating commitment,續擴承諾,,,策略管理組,2017-03-23
2918600,essences of strategy,策略要素,,,策略管理組,2017-03-23
2918601,evolutionary strategies,演化策略,,,策略管理組,2017-03-23
2918602,excess capacity,過剩產能,,,策略管理組,2017-03-23
2918603,exclusive dealing,獨家交易,,,策略管理組,2017-03-23
2918604,exclusive licensing,獨家授權,,,策略管理組,2017-03-23
2918605,exclusive territory,專賣區域,,,策略管理組,2017-03-23
2918606,exit barriers,退出障礙,,退出壁垒,策略管理組,2017-03-23
2918607,expansion,擴張,,,策略管理組,2017-03-23
2918608,experience curve,經驗曲線,,经验曲线,策略管理組,2017-03-23
2918609,explicit collusion,明示性合謀,,明确勾结,策略管理組,2017-03-23
2918610,exporting,出口,,,策略管理組,2017-03-23
2918611,external analysis,外部分析,,,策略管理組,2017-03-23
2918612,external environment,外部環境,,,策略管理組,2017-03-23
2918613,external industry environment,外部產業環境,,外部行业环境,策略管理組,2017-03-23
2918614,external market opportunities,外部市場機會,,,策略管理組,2017-03-23
2918615,external stakeholders,外部利害關係人,,,策略管理組,2017-03-23
2918616,facilitating device,引導工具,,,策略管理組,2017-03-23
2918617,fast follower,快速追隨者,,,策略管理組,2017-03-23
2918618,fast second mover,快老二策略,,,策略管理組,2017-03-23
2918619,fast-exit strategy,快速退出策略,,,策略管理組,2017-03-23
2918620,financial budgeting system,財務預算制度,,,策略管理組,2017-03-23
2918621,financial leverage,財務槓桿,,,策略管理組,2017-03-23
2918622,financial policy,財務政策,,,策略管理組,2017-03-23
2918623,financial resources,財務資源,,,策略管理組,2017-03-23
2918624,firm-specific competitive advantage,廠商專屬競爭優勢,,,策略管理組,2017-03-23
2918625,firm-specific human capital investments,廠商專屬人力資本投資,,,策略管理組,2017-03-23
2918626,firm-specific investments,廠商專屬投資,,,策略管理組,2017-03-23
2918627,first mover strategy,先行者策略,,,策略管理組,2017-03-23
2918629,first-mover disadvantages,先行者劣勢,,先发的缺点,策略管理組,2017-03-23
2918630,five-forces model of competition,五力競爭分析模型,,五力模型,策略管理組,2017-03-23
2918631,flexibility,彈性,,,策略管理組,2017-03-23
2918632,focal point competition,焦點競爭,,,策略管理組,2017-03-23
2918633,focused cost leadership,集中成本領導,,,策略管理組,2017-03-23
2918634,focused differentiation,集中差異化,,,策略管理組,2017-03-23
2918635,focused market segment,集中化市場區隔,,,策略管理組,2017-03-23
2918636,foreclosure,鎖喉策略,,,策略管理組,2017-03-23
2918637,foreign direct investment,外人直接投資,,对外直接投资,策略管理組,2017-03-23
2918638,foreign markets,國外市場,,,策略管理組,2017-03-23
2918640,fragmented industries,零散型產業,,,策略管理組,2017-03-23
2918643,free rider,搭便車,,搭便车者,策略管理組,2017-03-23
2918644,full integration,完全整合,,完全统合,策略管理組,2017-03-23
2918645,functional departments,功能部門,,,策略管理組,2017-03-23
2918646,functional manager,功能部門經理,,职能经理,策略管理組,2017-03-23
2918647,functional organizational structure,功能別組織結構,,,策略管理組,2017-03-23
2918648,functional policies,功能政策,,,策略管理組,2017-03-23
2918649,functional pricing,功能定價,,,策略管理組,2017-03-23
2918650,functional-level strategies,功能層級策略,,职能层战略；职能部门战略,策略管理組,2017-03-23
2918651,game theory,賽局理論,,,策略管理組,2017-03-23
2918652,general environment,總體環境,,总体环境；一般环境,策略管理組,2017-03-23
2918653,general organizational competencies,總體組織能耐,,,策略管理組,2017-03-23
2918654,generic business strategies,一般性事業策略,,,策略管理組,2017-03-23
2918655,generic competitive strategy,一般性競爭策略,,,策略管理組,2017-03-23
2918656,generic strategies,一般性策略,,,策略管理組,2017-03-23
