ID,英文名稱,中文名稱,圖片,中國大陸譯名,公告日期,更新日期
3180498,sand crystal,砂晶,,沙晶,104.11.09,2017-07-24
3180499,sand culture,沙耕；砂耕,,沙培,104.11.09,2017-07-24
3180500,sap flow,液流,,液流,104.11.09,2017-07-24
3180501,sap pressure,液壓,,液压,104.11.09,2017-07-24
3180502,sap root,多汁根,,多汁根,104.11.09,2017-07-24
3180503,saprophyte,腐生植物,,腐生植物,104.11.09,2017-07-24
3180504,saprophytic plant,腐生植物,,腐生植物,104.11.09,2017-07-24
3180505,saprophytic root,腐生根,,腐生根,104.11.09,2017-07-24
3180506,sapwood,邊材,,边材,104.11.09,2017-07-24
3180507,sarcocarp,肉質果,,肉果,104.11.09,2017-07-24
3180508,savanna,稀樹草原；疏林草原,,稀树草原；萨瓦纳群落,104.11.09,2017-07-24
3180509,scalariform conjugation,梯形接合,,梯形接合,104.11.09,2017-07-24
3180510,scalariform perforation,階梯狀穿孔,,梯状穿孔,104.11.09,2017-07-24
3180511,scalariform pitting,階梯狀紋孔,,梯状纹孔式,104.11.09,2017-07-24
3180512,scalariform thickening,階梯紋加厚,,梯纹加厚,104.11.09,2017-07-24
3180513,scalariform vessel,階梯紋導管,,梯纹导管,104.11.09,2017-07-24
3180514,scalariform-opposite pitting,階梯狀對生紋孔,,梯状-对列纹孔式,104.11.09,2017-07-24
3180515,scale,鱗片,,鳞片,104.11.09,2017-07-24
3180516,scale bark,鱗片狀樹皮,,鳞状树皮,104.11.09,2017-07-24
3180517,scale leaf,鱗葉,,鳞叶,104.11.09,2017-07-24
3180518,scaly bud,鱗芽,,鳞芽,104.11.09,2017-07-24
3180519,scanty parenchyma,稀疏薄壁組織,,稀疏薄壁组织,104.11.09,2017-07-24
3180520,scape,花葶,,花葶,104.11.09,2017-07-24
3180521,scar tissue,癒傷組織,,瘢痕组织,104.11.09,2017-07-24
3180522,schizocarp,離果,,分果,104.11.09,2017-07-24
3180523,schizogenesis,裂殖[作用],,裂殖[作用],104.11.09,2017-07-24
3180524,schizogenous space,裂生間隙,,裂生间隙,104.11.09,2017-07-24
3180525,schizolysigenous space,裂溶間隙,,裂溶生间隙,104.11.09,2017-07-24
3180526,sciophyte,陰性植物,,阴地植物，阴性植物,104.11.09,2017-07-24
3180527,sclereid,厚壁細胞,,石细胞,104.11.09,2017-07-24
3180528,sclerenchyma,厚壁組織,,厚壁组织,104.11.09,2017-07-24
3180529,sclerocarp,菌核果,,菌核果,104.11.09,2017-07-24
3180530,sclerophyllous forest,硬葉林,,硬叶林,104.11.09,2017-07-24
3180531,sclerotic fiber,硬化纖維,,硬化纤维,104.11.09,2017-07-24
3180532,sclerotic tissue,硬化組織,,硬化组织,104.11.09,2017-07-24
3180533,sclerotium,菌核,,菌核,104.11.09,2017-07-24
3180534,scolecospore,線形孢子,,线形孢子,104.11.09,2017-07-24
3180535,scorpioid cyme,蠍尾狀聚傘花序,,蝎尾状聚伞花序,104.11.09,2017-07-24
3180536,scotospore,暗色孢子,,暗色孢子,104.11.09,2017-07-24
3180537,scrub,灌叢,,灌丛,104.11.09,2017-07-24
3180538,sculptural element,雕紋構造,,雕纹分子,104.11.09,2017-07-24
3180539,sculpture,雕飾；雕紋,,雕饰,104.11.09,2017-07-24
3180540,sculpturing,雕飾；雕紋,,雕饰,104.11.09,2017-07-24
3180541,scutellum,子葉盤{禾本科},,盾盖；盾片,104.11.09,2017-07-24
3180542,scyphus,杯體,,杯体,104.11.09,2017-07-24
3180543,seasonal aspect,季節相,,季相,104.11.09,2017-07-24
3180544,seasonal isolation,季節隔離,,季节隔离,104.11.09,2017-07-24
3180545,secondary cortex,次生皮層,,次生皮层,104.11.09,2017-07-24
3180546,secondary growth,次生生長,,次生生长,104.11.09,2017-07-24
3180547,secondary meristem,次生分生組織,,次生分生组织,104.11.09,2017-07-24
3180548,secondary metabolism,次生代謝,,次生代谢,104.11.09,2017-07-24
3180549,secondary mycelium,次生菌絲體,,次生菌丝体,104.11.09,2017-07-24
3180550,secondary nucleus,次生核,,次生核,104.11.09,2017-07-24
3180551,secondary phloem,次生韌皮部,,次生韧皮部,104.11.09,2017-07-24
3180552,secondary plant body,次生植物體,,次生植物体,104.11.09,2017-07-24
3180553,secondary root,次生根,,次生根,104.11.09,2017-07-24
3180554,secondary sere,次生演替序列,,次生演替系列,104.11.09,2017-07-24
3180555,secondary structure,次生結構,,次生结构,104.11.09,2017-07-24
3180556,secondary succession,次生演替,,次生演替,104.11.09,2017-07-24
3180557,secondary suspensor,次生胚柄,,次生胚柄,104.11.09,2017-07-24
3180558,secondary thickening,次生加厚,,次生加厚,104.11.09,2017-07-24
3180559,secondary vascular tissue,次生維管組織,,次生维管组织,104.11.09,2017-07-24
3180560,secondary wall,次生壁,,次生壁,104.11.09,2017-07-24
3180561,secondary xylem,次生木質部,,次生木质部,104.11.09,2017-07-24
3180562,secretory canal,分泌道；分泌溝,,分泌道,104.11.09,2017-07-24
3180563,secretory cavity,分泌腔,,分泌腔,104.11.09,2017-07-24
3180564,secretory cell,分泌細胞,,分泌细胞,104.11.09,2017-07-24
3180565,secretory hair{glandular hair},分泌毛,,分泌毛,104.11.09,2017-07-24
3180566,secretory tapetum{glandular tapetum},分泌營養層,,分泌绒毡层；腺质绒毡层,104.11.09,2017-07-24
3180567,secretory tissue,分泌組織,,分泌组织,104.11.09,2017-07-24
3180568,section,組；節,,组,104.11.09,2017-07-24
3180569,seed,種子,,种子,104.11.09,2017-07-24
3180570,seed coat,種皮,,种皮,104.11.09,2017-07-24
3180571,seed plant,種子植物,,种子植物,104.11.09,2017-07-24
3180572,seedling,幼苗,,幼苗,104.11.09,2017-07-24
3180573,segment,裂片；節,,细裂片；碎片,104.11.09,2017-07-24
3180574,seismonastic movement,觸發運動,,感震运动,104.11.09,2017-07-24
3180575,selective absorption,選擇性吸收,,选择吸收,104.11.09,2017-07-24
3180576,selective permeability,選擇透性,,选择透性,104.11.09,2017-07-24
3180577,selective species,選擇種,,偏宜种,104.11.09,2017-07-24
3180578,self pollination,自花授粉,,自花传粉,104.11.09,2017-07-24
3180579,self-compatibility,自交親合,,自交亲和性,104.11.09,2017-07-24
3180580,self-fertilization,自花受精；自配生殖,,自花受精,104.11.09,2017-07-24
3180581,self-sterility,自交不稔,,自花不稔性,104.11.09,2017-07-24
3180582,self-thinning,天然疏伐；天然疏苗,,自然稀疏,104.11.09,2017-07-24
3180583,semi-ringporous wood,半環孔材,,半环孔材,104.11.09,2017-07-24
3180584,semimixis,半融合,,半融合,104.11.09,2017-07-24
3180585,seminal root,種子根,,种子根,104.11.09,2017-07-24
3180586,seminatural vegetation,半自然植被,,半自然植被,104.11.09,2017-07-24
3180587,seminiferous scale,種鱗,,种鳞；果鳞,104.11.09,2017-07-24
3180588,semipermeable membrane,半透膜,,半透膜,104.11.09,2017-07-24
3180589,semitectum,半覆蓋層,,半覆盖层,104.11.09,2017-07-24
3180590,senescence,老化,,衰老,104.11.09,2017-07-24
3180591,sensitive plant,敏感植物,,敏感植物,104.11.09,2017-07-24
3180592,sepal,萼片,,萼片,104.11.09,2017-07-24
3180593,separation disc,隔離盤,,[隔]离盘,104.11.09,2017-07-24
3180594,septal pore apparatus,隔孔器,,隔孔器,104.11.09,2017-07-24
3180595,septal pore cap,桶孔覆墊,,桶孔覆垫,104.11.09,2017-07-24
3180596,septal pore plug,隔孔塞,,隔孔塞,104.11.09,2017-07-24
3180597,septate fiber,隔膜纖維,,分隔纤维,104.11.09,2017-07-24
3180598,septate fiber tracheid,隔膜纖維管胞,,分隔纤维管胞,104.11.09,2017-07-24
3180599,septate tracheid,隔膜管胞,,分隔管胞,104.11.09,2017-07-24
3180600,septate wood fiber,隔膜木纖維,,分隔木纤维,104.11.09,2017-07-24
3180601,septum,隔膜{單數},,隔膜,104.11.09,2017-07-24
3180602,sere,演替序列,,演替系列,104.11.09,2017-07-24
3180603,sere variant,演替序列變型,,演替系列变型,104.11.09,2017-07-24
3180604,series,系；級,,系,104.11.09,2017-07-24
3180605,sessile leaf,無柄葉,,无柄叶,104.11.09,2017-07-24
3180606,seta,剛毛{單數},,刚毛,104.11.09,2017-07-24
3180607,sex hormone,性激素,,性激素,104.11.09,2017-07-24
3180608,sex-reversal,性反轉,,性反转,104.11.09,2017-07-24
3180609,sexine,[花粉]外壁外層,,外壁外层,104.11.09,2017-07-24
3180610,sexual cell,性細胞,,性细胞,104.11.09,2017-07-24
3180611,sexual cycle,性周期,,性周期；生殖周期,104.11.09,2017-07-24
3180612,sexual generation,有性世代,,有性世代；配子体世代,104.11.09,2017-07-24
3180613,sexual reproduction,有性生殖,,有性生殖,104.11.09,2017-07-24
3180614,shade community,陰地群落,,阴地群落,104.11.09,2017-07-24
3180615,shade density,鬱閉度,,郁闭度,104.11.09,2017-07-24
3180616,shade leaf,陰葉,,阴生叶,104.11.09,2017-07-24
3180617,shade plant,耐陰植物,,阴生植物,104.11.09,2017-07-24
3180618,shade tolerance,耐陰性,,耐阴性,104.11.09,2017-07-24
3180619,shade tree,耐陰樹,,庭荫树,104.11.09,2017-07-24
3180620,shade-bearing tree,耐陰樹種,,耐阴树种,104.11.09,2017-07-24
3180621,shade-enduring plant,耐陰植物,,耐阴植物,104.11.09,2017-07-24
3180622,shade-requiring plant,嗜陰植物,,嗜阴植物,104.11.09,2017-07-24
3180623,Shanwang Miocene flora,山旺中新世植物區系,,山旺中新世植物 区系,104.11.09,2017-07-24
3180624,shell zone,殼狀區,,壳状区,104.11.09,2017-07-24
3180625,short day,短日照,,短日照,104.11.09,2017-07-24
3180626,short day plant,短日植物,,短日[照]植物,104.11.09,2017-07-24
3180627,short-long-day plant,短長日照植物,,短长日照植物,104.11.09,2017-07-24
3180628,shrub,灌木,,灌木,104.11.09,2017-07-24
3180629,shrubland,灌叢地,,疏灌丛,104.11.09,2017-07-24
3180630,side body,側泡[體],,侧泡体,104.11.09,2017-07-24
3180631,sieve area,篩域,,筛域,104.11.09,2017-07-24
3180632,sieve cell,篩胞,,筛胞,104.11.09,2017-07-24
3180633,sieve element,篩管細胞,,筛分子,104.11.09,2017-07-24
3180634,sieve plate,篩板,,筛板,104.11.09,2017-07-24
3180635,sieve pore,篩孔,,筛孔,104.11.09,2017-07-24
3180636,sieve tube,篩管,,筛管,104.11.09,2017-07-24
3180637,silica cell,矽晶細胞,,硅质细胞,104.11.09,2017-07-24
3180638,silicalemma,矽質囊膜,,硅质囊膜,104.11.09,2017-07-24
3180639,silicate body,矽酸體,,硅酸体,104.11.09,2017-07-24
3180640,silicified plant,矽化植物,,硅化植物,104.11.09,2017-07-24
3180641,silicified wood,矽化木,,硅化木,104.11.09,2017-07-24
3180642,silicle,短角果,,短角果,104.11.09,2017-07-24
3180643,silique,長角果,,长角果,104.11.09,2017-07-24
3180644,simple flower,單瓣花,,单瓣花,104.11.09,2017-07-24
3180645,simple fruit,單[花]果,,单[花]果,104.11.09,2017-07-24
3180646,simple hair,單毛,,单毛,104.11.09,2017-07-24
3180647,simple inflorescence,單花序,,[简]单花序,104.11.09,2017-07-24
3180648,simple leaf,單葉,,单叶,104.11.09,2017-07-24
3180649,simple perforation,單[一]穿孔,,单穿孔,104.11.09,2017-07-24
3180650,simple pistil,單雌蕊,,单雌蕊,104.11.09,2017-07-24
3180651,simple pit,單紋孔,,单纹孔,104.11.09,2017-07-24
3180652,simple polyembryony,簡單多胚,,简单多胚[现象],104.11.09,2017-07-24
3180653,simultaneous type,同時型,,同时型,104.11.09,2017-07-24
3180654,single bud,單芽,,单芽,104.11.09,2017-07-24
3180655,sink,積儲,,壑,104.11.09,2017-07-24
3180656,siphonogamy,粉管受精,,粉管受精,104.11.09,2017-07-24
3180657,siphonostele,管狀中柱,,管状中柱,104.11.09,2017-07-24
3180658,skeletal hyphae,骨骼菌絲,,骨架菌丝,104.11.09,2017-07-24
3180659,sliding growth,滑動生長,,滑过生长,104.11.09,2017-07-24
3180660,slime body,黏質體,,黏液体,104.11.09,2017-07-24
3180661,slime plug,黏液塞,,黏液塞,104.11.09,2017-07-24
3180662,smut ball,黑粉菌孢子球,,黑粉菌孢子球,104.11.09,2017-07-24
3180663,smut spore,黑粉菌孢子,,黑粉菌孢子,104.11.09,2017-07-24
3180664,softwood,針葉[樹]材；針葉樹,,针叶材；软材,104.11.09,2017-07-24
3180665,solenostele,疏隙雙韌管狀中柱；雙韌中柱,,疏隙管状中柱,104.11.09,2017-07-24
3180666,solid style,實心花柱,,实心花柱,104.11.09,2017-07-24
3180667,solitary flower,單生花,,单生花,104.11.09,2017-07-24
3180668,solitary pore,單管孔,,单管孔,104.11.09,2017-07-24
3180669,solution culture,水耕,,水培,104.11.09,2017-07-24
3180670,somatic embryo,體胚,,体细胞胚,104.11.09,2017-07-24
3180671,soredium,粉芽{單數},,粉芽,104.11.09,2017-07-24
3180672,sorocarp,孢堆果,,孢团果,104.11.09,2017-07-24
3180673,sorocyst,無柄孢堆果,,无柄孢团果,104.11.09,2017-07-24
3180674,sorophore,孢堆果柄,,孢团果柄,104.11.09,2017-07-24
3180675,sorosis,椹果,,椹果,104.11.09,2017-07-24
3180676,sorus,孢子囊群,,孢子堆,104.11.09,2017-07-24
3180677,source,[始]源{植物生理},,源,104.11.09,2017-07-24
3180678,spadix,肉穗花序；佛焰苞花序,,肉穗花序；佛焰花序,104.11.09,2017-07-24
3180679,spathe,佛焰苞,,佛焰苞,104.11.09,2017-07-24
3180680,spatial isolation,空間隔離,,空间隔离,104.11.09,2017-07-24
3180681,specialist species,狹幅種；專性種,,狭域种,104.11.09,2017-07-24
3180682,speciation,種化,,物种形成,104.11.09,2017-07-24
3180683,species,[物]種,,种,104.11.09,2017-07-24
3180684,species saturation,[物]種飽合度,,种饱和度,104.11.09,2017-07-24
3180685,species-area curve,[物]種-面積曲線,,种-面积曲线,104.11.09,2017-07-24
3180686,sperm,精子,,精子,104.11.09,2017-07-24
3180687,sperm cell,精細胞,,精细胞,104.11.09,2017-07-24
3180688,spermagone,精子器{spermogonium}；性孢子器,,性孢子器,104.11.09,2017-07-24
3180689,spermagonium,精子器{pycnium for rust fungi}；性孢子器,,性孢子器,104.11.09,2017-07-24
3180690,spermatiophore,精子囊柄,,产精体,104.11.09,2017-07-24
3180691,spermatium,不動精子{單數},,不动精子,104.11.09,2017-07-24
3180692,spermatocyte,精母細胞,,精母细胞,104.11.09,2017-07-24
3180693,spermatogenesis,精子發生,,精子发生,104.11.09,2017-07-24
3180694,spermatogenous cell,精原細胞,,精原细胞,104.11.09,2017-07-24
3180695,spermatozoid,游動精子,,游动精子,104.11.09,2017-07-24
3180696,spermidium,精子座,,精子座,104.11.09,2017-07-24
3180697,spermo-nucleus,精核；雄核,,精核；雄核,104.11.09,2017-07-24
3180698,spermospore,精孢子,,精孢子,104.11.09,2017-07-24
3180699,sphenopterid,楔葉蕨狀植物,,楔羊齿型,104.11.09,2017-07-24
3180700,spicule,細小針狀構造；小梗{真菌}；小穗狀花序,,梗尖,104.11.09,2017-07-24
3180701,spiculum,細小針狀構造；小梗{真菌}；小穗狀花序,,梗尖,104.11.09,2017-07-24
3180702,spike,穗狀花序,,穗状花序,104.11.09,2017-07-24
3180703,spikelet,小穗,,小穗,104.11.09,2017-07-24
3180704,spine,針刺,,刺,104.11.09,2017-07-24
3180705,spiral phyllotaxy,螺旋狀葉序,,螺旋状叶序,104.11.09,2017-07-24
3180706,spiral thickening,螺紋加厚,,螺纹加厚,104.11.09,2017-07-24
3180707,spiral vessel,螺紋導管,,螺纹导管,104.11.09,2017-07-24
3180708,spiraperture,螺旋萌發孔,,螺旋[形]萌发孔[的]；螺旋状萌发孔,104.11.09,2017-07-24
3180709,spirolobal embryo,子葉螺卷胚,,子叶螺卷胚,104.11.09,2017-07-24
3180710,spirotreme,螺旋形萌發孔,,螺旋[形]萌发孔[的]；螺旋状萌发孔,104.11.09,2017-07-24
3180711,spongy tissue,海綿組織,,海绵组织,104.11.09,2017-07-24
3180712,sporangiocarp,孢子囊果,,孢囊果,104.11.09,2017-07-24
3180713,sporangiocyst,休眠孢子囊,,休眠孢子囊,104.11.09,2017-07-24
3180714,sporangiole,小型孢子囊,,小型孢子囊,104.11.09,2017-07-24
3180715,sporangiolum,小型孢子囊,,小型孢子囊,104.11.09,2017-07-24
3180716,sporangiophore,孢子囊柄,,孢囊梗,104.11.09,2017-07-24
3180717,sporangiosorus,孢子囊堆,,孢囊堆,104.11.09,2017-07-24
3180718,sporangiospore,孢子囊孢子,,孢囊孢子,104.11.09,2017-07-24
3180719,sporangium,孢子囊{單數},,孢子囊,104.11.09,2017-07-24
3180720,spore,孢子,,芽孢,104.11.09,2017-07-24
3180721,spore ball,孢子球,,黑粉菌孢子球,104.11.09,2017-07-24
3180722,spore mother cell,孢子母細胞,,孢子母细胞,104.11.09,2017-07-24
3180723,sporidium,小孢子,,[黑粉菌]小孢子,104.11.09,2017-07-24
3180724,sporocarp,孢子[囊]果,,孢子果；子实体,104.11.09,2017-07-24
3180725,sporocladium,梳狀孢梗,,梳状孢梗,104.11.09,2017-07-24
3180726,sporoderm,孢粉壁；孢子壁,,孢[粉]壁,104.11.09,2017-07-24
3180727,sporodochium,分生孢子座,,分生孢子座,104.11.09,2017-07-24
3180728,sporogenesis,孢子形成；孢子發生,,孢子发生,104.11.09,2017-07-24
3180729,sporogenous cell,造孢細胞,,造孢细胞,104.11.09,2017-07-24
3180730,sporogenous filament,造孢絲,,造孢丝,104.11.09,2017-07-24
3180731,sporogenous thread,造孢絲,,造孢丝,104.11.09,2017-07-24
3180732,sporogenous tissue,造孢組織,,造孢组织,104.11.09,2017-07-24
3180733,sporophore,孢子柄,,孢子梗,104.11.09,2017-07-24
3180734,sporophyte,孢子體,,孢子体,104.11.09,2017-07-24
3180735,sporophyte generation,無性世代；孢子體世代,,无性世代；孢子体世代,104.11.09,2017-07-24
3180736,sporoplasm,孢原質,,孢原质,104.11.09,2017-07-24
3180737,sporopollenin,孢粉素；孢粉質,,孢粉素；孢粉质,104.11.09,2017-07-24
3180738,spring wood,春材,,春材,104.11.09,2017-07-24
3180739,spur,距,,瓣距；[枝]距,104.11.09,2017-07-24
3180740,squamule,小鱗片,,小鳞片,104.11.09,2017-07-24
3180741,stage of succession,演替階段,,演替阶段,104.11.09,2017-07-24
3180742,stagnophile,靜水植物,,静水生物,104.11.09,2017-07-24
3180743,stalk cell,柄細胞,,柄细胞,104.11.09,2017-07-24
3180744,stamen,雄蕊,,雄蕊,104.11.09,2017-07-24
3180745,staminate flower,雄花,,雄花,104.11.09,2017-07-24
3180746,staminate strobilus,小孢子囊穗；雄毬花,,小孢子叶球；雄球花,104.11.09,2017-07-24
3180747,staminode,退化雄蕊,,退化雄蕊,104.11.09,2017-07-24
3180748,stand,林分,,群落地段；林分,104.11.09,2017-07-24
3180749,stand structure,林分結構,,群落地段结构；林分结构,104.11.09,2017-07-24
3180750,standard,旗瓣,,旗瓣,104.11.09,2017-07-24
3180751,standing crop,現存量；立木{林學},,现存量,104.11.09,2017-07-24
3180752,starch grain,澱粉粒,,淀粉粒,104.11.09,2017-07-24
3180753,starch sheath,澱粉鞘,,淀粉鞘,104.11.09,2017-07-24
3180754,statocyte,平衡細胞,,平衡细胞,104.11.09,2017-07-24
3180755,statolith,平衡石,,平衡石,104.11.09,2017-07-24
3180756,staurospore,星狀孢子,,星状孢子,104.11.09,2017-07-24
3180757,stelar theory,中柱學說,,中柱学说,104.11.09,2017-07-24
3180758,stele,中柱,,中柱,104.11.09,2017-07-24
3180759,steliogen,生柄原,,生柄原,104.11.09,2017-07-24
3180760,stellate cell,星狀細胞,,星状细胞,104.11.09,2017-07-24
3180761,stellate hair,星狀毛,,星状毛,104.11.09,2017-07-24
3180762,stem,莖,,茎,104.11.09,2017-07-24
3180763,stem apex,莖頂,,茎端,104.11.09,2017-07-24
3180764,stem flow,幹流,,茎流,104.11.09,2017-07-24
3180765,stem leaf,莖生葉,,茎生叶,104.11.09,2017-07-24
3180766,stemless plant,無莖植物,,无茎植物,104.11.09,2017-07-24
3180767,stenochoric species,狹域種,,窄域种,104.11.09,2017-07-24
3180768,stenopalynous,狹域孢粉類型的,,单孢粉类型[的],104.11.09,2017-07-24
3180769,stenotopic species,狹幅種,,窄幅种,104.11.09,2017-07-24
3180770,stephanocyst,冠囊體,,冠囊体,104.11.09,2017-07-24
3180771,stephanokont,輪生鞭毛,,轮生鞭毛,104.11.09,2017-07-24
3180772,sterigma,小梗{單數},,叶座,104.11.09,2017-07-24
3180773,sterile frond,營養葉；不孕葉,,不育叶,104.11.09,2017-07-24
3180774,sterile leaf,營養葉；不孕葉,,不育叶,104.11.09,2017-07-24
3180775,sterile pinna,不孕羽片,,不育羽片,104.11.09,2017-07-24
3180776,sterile pinnule,不孕小羽片,,不育小羽片,104.11.09,2017-07-24
3180777,stichobasidium,縱錘擔子,,纵锤担子,104.11.09,2017-07-24
3180778,stigma,柱頭{植物}；眼點{藻類},,柱头(植物)；眼点(藻类),104.11.09,2017-07-24
3180779,stigmatic papilla,柱頭乳突,,柱头乳突,104.11.09,2017-07-24
3180780,stigmatoid tissue,類柱頭組織,,类柱头组织,104.11.09,2017-07-24
3180781,stilt hypha,支撐菌絲,,支撑菌丝,104.11.09,2017-07-24
3180782,stimulus,刺激物,,刺激,104.11.09,2017-07-24
3180783,stinging hair,焮{ㄒㄧㄣˋ}毛；螫毛,,蜇毛,104.11.09,2017-07-24
3180784,stipe,柄；葉柄；菌柄,,[菌]柄,104.11.09,2017-07-24
3180785,stipel,小托葉,,小托叶,104.11.09,2017-07-24
3180786,stipular sheath,托葉鞘,,托叶鞘,104.11.09,2017-07-24
3180787,stipule{peraphyllum},托葉,,托叶,104.11.09,2017-07-24
3180788,stocking,立木度,,立木度,104.11.09,2017-07-24
3180789,stolon,走莖；匍匐莖{植物}；匍匐菌絲{真菌},,匍匐丝(真菌)；匍匐茎(植物),104.11.09,2017-07-24
3180790,stoma,氣孔{單數},,气孔,104.11.09,2017-07-24
3180791,stomatal apparatus,氣孔器,,气孔器,104.11.09,2017-07-24
3180792,stomatal conductance,氣孔導度,,气孔导度,104.11.09,2017-07-24
3180793,stomatal resistance,氣孔阻力,,气孔阻力,104.11.09,2017-07-24
3180794,stomatal transpiration,氣孔蒸散,,气孔蒸腾,104.11.09,2017-07-24
3180795,stomatic chamber,氣孔室,,气孔室,104.11.09,2017-07-24
3180796,stomium,裂縫細胞,,裂缝细胞,104.11.09,2017-07-24
3180797,stone,核,,核,104.11.09,2017-07-24
3180798,stone cell,石細胞,,石细胞,104.11.09,2017-07-24
3180799,storage root,貯藏根,,贮藏根,104.11.09,2017-07-24
3180800,storage tissue,貯藏組織,,贮藏组织,104.11.09,2017-07-24
3180801,storied bud,並立芽,,叠生芽；并立芽,104.11.09,2017-07-24
3180802,storied cambium,階層狀形成層；疊生形成層,,叠生形成层,104.11.09,2017-07-24
3180803,storied cork,階層狀木栓,,叠生木栓,104.11.09,2017-07-24
3180804,storied ray,階層狀木質線,,叠生射线,104.11.09,2017-07-24
3180805,story,層,,层,104.11.09,2017-07-24
3180806,strain,品系,,品系,104.11.09,2017-07-24
3180807,strangler,纏勒植物；絞殺植物,,绞杀植物；毁坏植物,104.11.09,2017-07-24
3180808,stratification,層積,,成层现象,104.11.09,2017-07-24
3180809,stratum,層,,层,104.11.09,2017-07-24
3180810,stress,逆境,,胁迫,104.11.09,2017-07-24
3180811,stress physiology,逆境生理學,,胁迫生理,104.11.09,2017-07-24
3180812,stress-tolerant plant,耐逆境植物,,耐拥挤植物,104.11.09,2017-07-24
3180813,stroma,基質{植物}；子座{真菌},,子座,104.11.09,2017-07-24
3180814,stromatolite,疊層石,,叠层石,104.11.09,2017-07-24
3180815,structural botany,結構植物學,,结构植物学,104.11.09,2017-07-24
3180816,stylar canal,花柱溝,,花柱道,104.11.09,2017-07-24
3180817,style,花柱,,花柱,104.11.09,2017-07-24
3180818,styloid,柱狀晶[體],,柱状晶[体],104.11.09,2017-07-24
3180819,stylospore,柄生孢子,,柄孢子；菌丝分生孢子,104.11.09,2017-07-24
3180820,stylus,副體,,副体,104.11.09,2017-07-24
3180821,subclass,亞綱,,亚纲,104.11.09,2017-07-24
3180822,subclimax,亞極相,,亚顶极,104.11.09,2017-07-24
3180823,subdivision,亞門,,亚门,104.11.09,2017-07-24
3180824,suberification,木栓化,,栓化[作用],104.11.09,2017-07-24
3180825,suberization,木栓化,,栓化[作用],104.11.09,2017-07-24
3180826,subfamily,亞科,,亚科,104.11.09,2017-07-24
3180827,subgenus,亞屬,,亚属,104.11.09,2017-07-24
3180828,subicle,菌絲層,,菌丝层,104.11.09,2017-07-24
3180829,subiculum,菌絲層,,菌丝层,104.11.09,2017-07-24
3180830,subkingdom,亞界,,亚界,104.11.09,2017-07-24
3180831,sublecanorine type,亞茶漬型,,亚茶渍型,104.11.09,2017-07-24
3180832,submerged plant,沉水植物,,沉水植物,104.11.09,2017-07-24
3180833,submersiherbosa,沉水草本群落,,沉水草本群落,104.11.09,2017-07-24
3180834,suborder,亞目,,亚目,104.11.09,2017-07-24
3180835,subordinate species,從屬種,,从属种,104.11.09,2017-07-24
3180836,subpetiolar bud,葉柄下芽,,叶柄下芽,104.11.09,2017-07-24
3180837,subphylum,亞門,,亚门,104.11.09,2017-07-24
3180838,subregion,亞區,,亚区,104.11.09,2017-07-24
3180839,subsection,亞組；亞節,,亚组,104.11.09,2017-07-24
3180840,subsere,次生演替序列,,次生演替系列,104.11.09,2017-07-24
3180841,subseries,亞系,,亚系,104.11.09,2017-07-24
3180842,subshrub,亞灌木,,半灌木,104.11.09,2017-07-24
3180843,subsidiary cell,副[衛]細胞,,副卫细胞,104.11.09,2017-07-24
3180844,subspecies,亞種,,亚种,104.11.09,2017-07-24
3180845,subsporangial swelling,孢[子]囊下泡,,孢囊下泡,104.11.09,2017-07-24
3180846,substitute species,替代種,,替代种,104.11.09,2017-07-24
3180847,subtending leaf,苞葉,,苞叶,104.11.09,2017-07-24
3180848,subterraneous stem,地下莖,,地下茎,104.11.09,2017-07-24
3180849,subtribe,亞族,,亚族,104.11.09,2017-07-24
3180850,succession,演替；消長,,演替,104.11.09,2017-07-24
3180851,succession of syngenesis,群落[發生]演替,,群落发生演替,104.11.09,2017-07-24
3180852,successional pattern,演替模式,,演替图式,104.11.09,2017-07-24
3180853,successive type,連續型,,连续型,104.11.09,2017-07-24
3180854,succubous,蔽後式的；腹先型的,,蔽后式的,104.11.09,2017-07-24
3180855,succulent fruit,漿果；液果,,多汁果,104.11.09,2017-07-24
3180856,succulent plant,多肉植物；肉質植物,,肉质植物,104.11.09,2017-07-24
3180857,sucker,萌蘗；根蘗,,吸根,104.11.09,2017-07-24
3180858,suction force,吸力,,吸水力,104.11.09,2017-07-24
3180859,suction tension,吸力,,吸水力,104.11.09,2017-07-24
3180860,suffrutex,亞灌木,,半灌木,104.11.09,2017-07-24
3180861,sulculus,小溝,,小槽,104.11.09,2017-07-24
3180862,sulcus,溝,,槽,104.11.09,2017-07-24
3180863,sulpturing element,雕紋構造,,雕纹分子,104.11.09,2017-07-24
3180864,summed leaf area,總葉面積,,总叶面积,104.11.09,2017-07-24
3180865,summed leaf weight,總葉重,,总叶重量,104.11.09,2017-07-24
3180866,summer wood,夏材,,晚材；夏材,104.11.09,2017-07-24
3180867,sun leaf,陽葉,,阳生叶,104.11.09,2017-07-24
3180868,sun plant,陽性植物；陽生植物,,阳生植物,104.11.09,2017-07-24
3180869,super-female,超雌性,,超雌性,104.11.09,2017-07-24
3180870,super-male,超雄性,,超雄性,104.11.09,2017-07-24
3180871,superficial placentation,全面胎座型,,全面胎座式,104.11.09,2017-07-24
3180872,superior ovary,上位子房,,上位子房,104.11.09,2017-07-24
