ID,英文名稱,中文名稱,圖片,審譯日期,來源,更新日期
5449630,dental plaque,牙斑,,101.02.09,,2019-10-31
5449631,dentifrices,牙粉,,104.11.20,Remington,2019-10-31
5449632,deoxyribonuclease,去氧核糖核酸酶,,107.03.22,Remington,2019-10-31
5449633,deoxyribose,去氧核糖,,102.04.18,,2019-10-31
5449634,deoxysaccharide,去氧醣,,,,2019-10-31
5449635,deoxysugar,去氧糖,,,,2019-10-31
5449636,depilatories,脫毛藥,,,,2019-10-31
5449637,depolarizing,去極化,,104.11.20,Remington,2019-10-31
5449638,depolymerization,解聚合,,,,2019-10-31
5449639,deposition,沉積,,,,2019-10-31
5449640,depressants,抑制劑,,,,2019-10-31
5449641,depression,憂鬱,,,,2019-10-31
5449642,depressor substances test,降壓物試驗,,107.03.22,Remington,2019-10-31
5449643,depyrogenation,去熱原,,106.03.14,GMP,2019-10-31
5449644,derivatizing agents,衍化劑；衍生化劑,,104.11.20,Remington,2019-10-31
5449645,dermal clearance,皮膚廓清率,,104.11.20,Remington,2019-10-31
5449646,dermatologicals,皮膚用藥,,104.11.20,Remington,2019-10-31
5449647,dermatologics,皮膚用藥,,107.03.22,國編館,2019-10-31
5449648,dermatomyositis,皮肌炎,,104.11.20,Remington,2019-10-31
5449649,description,性狀,,,,2019-10-31
5449650,desensitization,減敏,,,,2019-10-31
5449651,desensitizer,脫敏劑,,,,2019-10-31
5449652,desiccants,乾燥劑,,104.11.20,Remington,2019-10-31
5449653,desiccator,乾燥器,,104.11.20,,2019-10-31
5449654,design qualification {=DQ},設計驗證,,104.06.11,GMP,2019-10-31
5449655,design space {GMP},設計空間,,104.06.11,GMP,2019-10-31
5449656,desmopressin,去氨加壓素,,,生物藥品,2019-10-31
5449657,desquamating agents,去皮屑劑；去角質劑,,104.11.20,Remington,2019-10-31
5449658,detectability,可檢測性,,,,2019-10-31
5449659,detection limit,偵測極限,,,,2019-10-31
5449660,detector,檢測器；偵測器,,,,2019-10-31
5449661,detergent,清潔劑,,,,2019-10-31
5449662,determination of foreign matter,異物檢查；雜質檢查,,,,2019-10-31
5449663,detoxicant,解毒劑,,,,2019-10-31
5449664,detoxification,解毒；去毒,,,,2019-10-31
5449665,devil's claw,魔鬼爪；黄花單角胡麻；南非鈎麻,,103.09.11,健康食品,2019-10-31
5449666,dexamethasone sodium phosphate,磷酸鈉迪皮質醇,,,化學藥品,2019-10-31
5449667,dextran,葡聚醣,,107.03.22,Remington,2019-10-31
5449668,dextrin,糊精,,104.08.13,,2019-10-31
5449669,dextrose,葡萄糖,,,,2019-10-31
5449670,diagnostic aids,診斷用輔助劑,,,,2019-10-31
5449671,diagnostic drugs,診斷用藥,,104.11.20,Remington,2019-10-31
5449672,diagnostic radioisotopes,診斷用放射性同位素,,,,2019-10-31
5449673,diagnostic reagents,診斷用試劑,,107.03.22,Remington,2019-10-31
5449674,diagnostics,診斷學,,104.11.20,Remington,2019-10-31
5449675,dialysate,透析液,,102.06.13,,2019-10-31
5449676,dialysis,透析,,,,2019-10-31
5449677,dialyzer,透析器；透析儀,,,,2019-10-31
5449678,dianthrone,二蒽酮,,,,2019-10-31
5449679,diaphoretics,發汗藥,,,國編館,2019-10-31
5449680,diarrhea,腹瀉,,,,2019-10-31
5449681,diastase,麥芽澱粉酶,,2021.04.21,,2019-10-31
5449682,diastereoisomers,非鏡像異構物,,104.12.18,Remington,2019-10-31
5449683,diastereomers,非鏡像異構物,,107.03.22,,2019-10-31
5449684,diatomaceous earth,矽藻土,,104.12.18,Remington,2019-10-31
5449685,dibasic,二鹽基的,,104.12.18,Remington,2019-10-31
5449686,dibasic sodium phosphate,磷酸氫二鈉,,107.05.14,通則試藥與溶液,2019-10-31
5449687,dibutylhydroxytoluene {=BHT},二丁基羥基甲苯,,107.03.22,,2019-10-31
5449688,dichloramine-T,二氯胺,,,國編館,2019-10-31
5449689,dicloxacillin sodium,二氯噻青黴素鈉,,,化學藥品,2019-10-31
5449690,die,中模,,,,2019-10-31
5449691,dielectric constant,介電常數,,,,2019-10-31
5449692,dietary supplement,膳食補充劑,,104.12.18,Remington,2019-10-31
5449693,diethyl ether,乙醚,,,,2019-10-31
5449694,diethylbarbituric acid {barbital},二乙巴比妥酸；巴比妥,,107.03.22,國編館,2019-10-31
5449695,differential thermal analysis {=DTA},熱差分析；差熱分析,,104.12.18,Remington,2019-10-31
5449696,differential thermogravimetry,示差熱重量法,,106.04.11,Remington,2019-10-31
5449697,diffusion,擴散,,,,2019-10-31
5449698,diffusion coefficient,擴散係數,,,,2019-10-31
5449699,diffusivity,擴散性,,104.12.18,Remington,2019-10-31
5449700,digestants,消化劑,,,國編館,2019-10-31
5449701,digitalis,毛地黃,,104.12.18,Remington,2019-10-31
5449702,digitaloid drugs,毛地黃類藥,,104.12.18,Remington,2019-10-31
5449704,dihedral angle,雙面夾角,,,,2019-10-31
5449705,dihydroxypropane,二羥基丙烷基,,108.04.25,,2019-10-31
5449706,dilatancy,流變增黏性,,104.12.18,Remington,2019-10-31
5449707,dill fruits,蒔蘿子,,,國編館,2019-10-31
5449708,diluents,稀釋劑,,,,2019-10-31
5449709,dilution,稀釋,,104.12.18,Remington,2019-10-31
5449710,dimenhydrinate,氯茶鹼二苯安明,,,化學藥品,2019-10-31
5449711,dimensional analysis,因次分析,,104.12.18,Remington,2019-10-31
5449712,dimercaprol,二硫丙醇；英國路易士毒氣解毒劑,,104.08.13,Remington,2019-10-31
5449713,dimethylsilane,二甲基矽烷,,108.04.25,,2019-10-31
5449714,dioscorea,山藥,,,,
5449715,dioxin,戴奧辛,,,,2019-10-31
5449716,dip,浸,,107.11.22,,2019-10-31
5449717,diphtheria,白喉,,102.02.20,中華無菌製劑協會：新藥,2019-10-31
5449718,dipole moment,偶極矩,,104.12.18,Remington,2019-10-31
5449719,direct compression tablets,直接壓錠,,107.03.22,,2019-10-31
5449720,direct contact test,直接接觸試驗,,105.01.15,Remington,2019-10-31
5449721,direct inlet probe {=DIP},直接進樣裝置,,,,2019-10-31
5449722,disaccharidases,雙醣酶,,107.03.22,,2019-10-31
5449723,disaccharides,雙醣類,,107.03.22,,2019-10-31
5449724,discrete data,離散數據,,104.12.18,Remington,2019-10-31
5449725,disinfectants,消毒劑,,107.03.22,,2019-10-31
5449726,disintegrants,崩散劑,,104.12.18,Remington,2019-10-31
5449727,disintegrating agents,崩散劑,,107.03.22,,2019-10-31
5449728,disintegration,崩散(度),,108.10.22,,2019-10-31
5449729,disks,圓盤；磁盤；圓片,,107.08.17,,2019-10-31
5449730,dismutases,歧化酶,,104.12.18,Remington,2019-10-31
5449731,disorders,異常,,104.12.18,Remington,2019-10-31
5449732,dispensing error potential,潛在調劑誤差,,104.12.18,Remington,2019-10-31
5449733,disperse systems,分散系統,,107.03.22,Remington,2019-10-31
5449734,dispersed phase,分散相,,104.12.18,Remington,2019-10-31
5449735,dispersible tablets,分散錠,,103.11.20,GMP,2019-10-31
5449736,dispersion,分散,,,,2019-10-31
5449737,dispersion medium,分散介質,,104.12.18,Remington,2019-10-31
5449738,displacement,置換,,104.12.18,Remington,2019-10-31
5449739,disposable syringe,拋棄式注射器,,,,2019-10-31
5449740,disposition of drugs,藥物之體內配置,,,,2019-10-31
5449741,dissociation,解離,,,,2019-10-31
5449742,dissociation constant,解離常數,,104.12.18,Remington,2019-10-31
5449743,dissolution,溶離(度),,107.08.17,,2019-10-31
5449744,dissolution medium,溶離介質,,104.12.18,Remington,2019-10-31
5449745,dissolution test,溶離試驗,,104.12.18,Remington,2019-10-31
5449746,dissolved oxygen,溶氧,,,,2019-10-31
5449747,distillation,蒸餾,,,,2019-10-31
5449748,distilled water,蒸餾水,,,國編館,2019-10-31
5449749,distribution,運銷,,103.11.20,GMP,2019-10-31
5449750,distribution of drug,藥物分佈,,,,2019-10-31
5449751,distribution rate constant,分佈速率常數,,102.03.14,中華無菌製劑協會,2019-10-31
5449752,distribution volume,分佈容積,,104.12.18,Remington,2019-10-31
5449753,disulfiram reaction,待舒方反應,,104.12.18,Remington,2019-10-31
5449754,diterpenoids; diterpenes,雙萜類,,107.03.22,,2019-10-31
5449755,diuretics,利尿劑,,,,2019-10-31
5449756,diverticulitis,憩室炎,,104.12.18,Remington,2019-10-31
5449757,diverticulosis,憩室病,,104.12.18,Remington,2019-10-31
5449758,divinylbenzene,二乙烯苯,,108.04.25,,2019-10-31
5449759,DNA-reactive impurity,DNA反應性雜質,,106.11.09,ICH M7,2019-10-31
5449760,documentation,文件化,,104.12.18,Remington,2019-10-31
5449761,dogwood,四照花；山茱萸,,104.12.18,Remington,2019-10-31
5449762,donepezil hydrochloride,鹽酸多奈派齊,,,化學藥品,2019-10-31
5449763,Dong Quai,當歸,,103.09.11,健康食品,2019-10-31
5449764,Donnan distribution,杜南分佈,,104.12.18,Remington,2019-10-31
5449765,Donnan effect,杜南效應,,104.12.18,Remington,2019-10-31
5449766,donors,捐贈者,,104.12.18,Remington,2019-10-31
5449767,dopamine,多巴胺,,107.03.22,,2019-10-31
5449768,dopamine agonists,多巴胺致效劑,,107.03.22,,2019-10-31
5449769,dosage,劑量,,104.12.18,Remington,2019-10-31
5449770,dosage form design,劑型設計,,,,2019-10-31
5449771,dosage forms,劑型,,104.12.18,Remington,2019-10-31
5449772,dosage regimen,給藥方案,,,,2019-10-31
5449773,dose,劑量,,,,2019-10-31
5449774,dose effect curve,劑量效應曲線,,,,2019-10-31
5449775,dose response curve,劑量反應曲線,,107.03.22,,2019-10-31
5449776,dose titration,劑量調定,,,,2019-10-31
5449777,dose-effect relationships,劑量與效應關係,,104.12.18,Remington,2019-10-31
5449778,double-blind design,雙盲設計,,107.03.22,,2019-10-31
5449779,douche,沖洗劑；灌洗劑,,101.10.11,,2019-10-31
5449780,doxepin hydrochloride,鹽酸多士平,,,化學藥品,2019-10-31
5449781,Dragendorff's reagent,碘化鉍鉀試劑,,,,2019-10-31
5449782,drastic purgatives,峻下劑,,,,2019-10-31
5449783,dressings,敷料,,104.07.09,Remington,2019-10-31
5449784,dried Longan pulp {Longan Arillus},龍眼乾,,107.03.22,,2019-10-31
5449785,drip,滴注,,,,2019-10-31
5449786,dropper,滴管,,104.12.18,Remington,2019-10-31
5449787,drops,滴劑,,,,2019-10-31
5449788,drug absorption,藥物吸收,,,,2019-10-31
5449789,drug abuse,藥物濫用,,,,2019-10-31
5449790,drug addiction,藥物成癮,,,,2019-10-31
5449791,drug allergy,藥物過敏,,,,2019-10-31
5449792,drug anaphylaxis,藥物急性過敏,,,,2019-10-31
5449793,drug approval,藥品核准,,104.12.18,Remington,2019-10-31
5449794,drug approval process,藥品核准過程,,104.12.18,Remington,2019-10-31
5449795,drug compatibility,藥物配伍,,,,2019-10-31
5449796,drug compendia,藥品彙編；藥品集成,,104.12.18,Remington,2019-10-31
5449797,drug concentration,藥物濃度,,,,2019-10-31
5449798,drug cross resistance,交叉耐藥性,,,,2019-10-31
5449799,drug delivery,藥物遞輸,,104.11.20,Remington,2019-10-31
5449800,drug delivery system,藥物遞輸系統,,,,2019-10-31
5449801,drug dependence,藥物依賴性,,,,2019-10-31
5449802,drug design,藥物設計,,,,2019-10-31
5449803,drug disposition,體內藥物動向,,107.03.22,Remington,2019-10-31
5449804,drug evaluation,藥物評估,,,,2019-10-31
5449805,drug evaluation monographs,藥品評估專論,,104.12.18,Remington,2019-10-31
5449806,drug habituation,藥物習慣性,,,,2019-10-31
5449807,drug identification number,藥物辨識碼,,103.11.20,GMP,2019-10-31
5449808,drug information,藥物諮詢,,,,2019-10-31
5449809,Drug Injury Relief Act,藥害救濟法,,101.05.17,,2019-10-31
5449810,drug interaction,藥物交互作用,,101.03.08,,2019-10-31
5449811,drug level,藥物濃度,,,,2019-10-31
5449812,drug master file（DMF）,藥物主檔案,,,,
5449813,drug metabolites,藥物代謝物,,,,2019-10-31
5449814,drug of choice,首選藥物,,,,2019-10-31
5449815,drug permit license,藥物許可證,,101.07.12,中華無菌製劑協會,2019-10-31
5449816,drug prototype,原型藥,,,,2019-10-31
5449817,drug recalls and withdrawals,藥品召回與撤銷,,106.08.15,,2019-10-31
5449818,drug release,藥物釋出,,,,2019-10-31
5449819,drug resistance,抗藥性,,107.03.22,,2019-10-31
5449820,drug screening,藥物篩選,,,,2019-10-31
5449821,drug tolerance,耐藥性,,102.04.18,,2019-10-31
5449822,drug toxicity,藥物毒性,,,,2019-10-31
5449823,drug utilization review {=DUR},藥品使用評估,,,,2019-10-31
5449824,drug-eluting stent {=DES},塗藥支架,,104.02.26,GMP,2019-10-31
5449825,drug-induced disease,藥因性疾病,,,,2019-10-31
5449826,drug-protein binding displacement,藥物-蛋白結合置換,,,,2019-10-31
5449827,drug-resistant strains,抗藥性菌株,,107.03.22,,2019-10-31
5449828,drugs,藥品,,,,2019-10-31
5449829,dry granulation,乾式造粒,,,,2019-10-31
5449830,dry heat,乾熱,,104.12.18,Remington,2019-10-31
5449831,dry heat sterilization,乾熱滅菌,,,,2019-10-31
5449832,dry packing,乾式充填,,101.06.07,中華無菌製劑協會,2019-10-31
5449833,dry powder inhaler,乾粉吸入器,,103.11.20,GMP,2019-10-31
5449834,Duncan's new multiple range Test,鄧肯新多重差距檢定,,104.12.18,Remington,2019-10-31
5449835,Duncan's test,鄧肯檢定,,104.12.18,Remington,2019-10-31
5449836,duodenum,十二指腸,,104.12.18,Remington,2019-10-31
5449837,dusting powder,撒布粉,,104.12.18,Remington,2019-10-31
5449838,dwell volume{=gradient delay volume},梯度延遲體積,,106.09.12,,2019-10-31
5449839,dye-solubility test,染料溶入測試 {乳劑},,104.12.18,Remington,2019-10-31
5449840,dyestuff,染料,,101.12.12,,2019-10-31
5449841,dyspepsia,消化不良,,102.04.18,中華無菌製劑協會,2019-10-31
5449842,E {=trans},反式,,106.11.09,藥化,2019-10-31
5449843,ear drops,滴耳劑,,,,2019-10-31
5449844,earthworm {Pheretima},地龍,,103.07.17,中醫藥,2019-10-31
5449845,Eckloniae Thallus {kelp},昆布,,107.05.14,,2019-10-31
5449846,ectoparasiticides,殺體外寄生蟲劑,,,,2019-10-31
5449847,eczema,濕疹,,104.12.18,Remington,2019-10-31
5449848,edema,水腫,,,,2019-10-31
5449849,edetate calcium disodium,愛迪泰鈉鈣,,,化學藥品,2019-10-31
5449850,effect,效應；作用,,108.04.25,,2019-10-31
5449851,effervescences,發泡劑,,,國編館,2019-10-31
5449852,effervescent granule,發泡性顆粒,,,,2019-10-31
5449853,effervescent powder,發泡散,,,國編館,2019-10-31
5449854,effervescent tablet,發泡錠,,,,2019-10-31
5449855,effervescing powder,發泡散,,,國編館,2019-10-31
5449856,efficacy,療效；效用,,108.04.25,,2019-10-31
5449857,Einstein's law of viscosity,愛因斯坦黏稠度定律,,104.12.18,Remington,2019-10-31
5449858,ejection force,排錠力,,,,2019-10-31
5449859,elastic deformation,彈性變形,,104.12.18,Remington,2019-10-31
5449860,elasticity,彈性,,104.12.18,Remington,2019-10-31
5449861,elderberry,接骨木莓,,107.03.22,健康食品,2019-10-31
5449862,electric charges,電荷,,104.12.18,Remington,2019-10-31
5449863,electric double layers,電雙層,,104.12.18,Remington,2019-10-31
5449864,electrical potential,電位,,104.12.18,Remington,2019-10-31
5449865,electricity-modulated drug delivery,電控藥物遞輸,,104.12.18,Remington,2019-10-31
5449866,electrochromatography,電層析法,,104.12.18,Remington,2019-10-31
5449867,electrode,電極,,104.12.18,Remington,2019-10-31
5449868,electrodeionization {=EDI},電去離子法,,104.02.26,,2019-10-31
5449869,electrodialysis,電透析,,,,2019-10-31
5449870,electrokinetic phenomena,動電現象,,104.12.18,Remington,2019-10-31
5449871,electrolyte solutions,電解質溶液,,104.12.18,Remington,2019-10-31
5449872,electrolytes,電解質,,,,2019-10-31
5449873,electronegativity,陰電性,,105.01.15,Remington,2019-10-31
5449874,electronic records,電子紀錄,,105.01.15,Remington,2019-10-31
5449875,electronic signature,電子簽名,,105.10.20,GMP,2019-10-31
5449876,electroosmosis,電滲透；電滲作用,,105.01.15,Remington,2019-10-31
5449877,electropherogram,電泳圖,,107.03.22,,2019-10-31
5449878,electrophoresis,電泳,,,,2019-10-31
5449879,electrophoretogram,電泳圖,,105.01.15,Remington,2019-10-31
5449880,electrophysiology,電生理學,,105.01.15,Remington,2019-10-31
5449881,electroporation,電穿孔,,,,2019-10-31
5449882,electrospray,電灑,,,,2019-10-31
5449883,electrospray ionization,電灑離子化法,,105.01.15,Remington,2019-10-31
5449884,electrostatic,靜電的,,105.01.15,Remington,2019-10-31
5449885,electrostatic repulsion,靜電排斥,,105.01.15,Remington,2019-10-31
5449886,element,元素,,105.01.15,Remington,2019-10-31
5449887,elemental impurities,元素不純物,,106.11.09,ICH Q3D,2019-10-31
5449888,elimination,排除；排出,,,國編館,2019-10-31
5449889,elimination rate constant,排除速率常數,,,,2019-10-31
5449890,elixir,酏劑,,101.10.11,,2019-10-31
5449891,ellagitannin,併沒食子鞣質,,,,2019-10-31
5449892,eluant,沖提劑,,,,2019-10-31
5449893,eluate,沖出液；沖出物,,,,2019-10-31
5449894,elution,沖提,,,,2019-10-31
5449895,elutriation,淘析法,,105.01.15,Remington,2019-10-31
5449896,embolism,栓塞,,105.01.15,Remington,2019-10-31
5449897,emergency medicine,急診醫學,,105.01.15,Remington,2019-10-31
5449898,emetics,催吐劑,,,,2019-10-31
5449899,emission,發射,,105.01.15,Remington,2019-10-31
5449900,emmenagogues,通經藥,,,國編館,2019-10-31
5449901,emodin,大黃素,,,國編館,2019-10-31
5449902,emollient ointment,潤膚軟膏,,,國編館,2019-10-31
5449903,emollients,潤膚劑,,105.01.15,Remington,2019-10-31
5449904,emulsification,乳化作用,,105.01.15,Remington,2019-10-31
5449905,emulsifiers,乳化劑,,,,2019-10-31
5449906,emulsifying agents,乳化劑,,105.01.15,Remington,2019-10-31
5449907,emulsifying bases,乳化基劑,,,,2019-10-31
5449908,emulsin,苦杏仁酶,,,,2019-10-31
5449909,emulsions,乳劑,,,,2019-10-31
5449910,enabler,致能方法：致能器,,103.11.20,GMP,2019-10-31
5449911,enantiomeric impurity,鏡像異構物不純物,,106.11.09,ICH Q3A,2019-10-31
5449912,enantiomers,鏡像異構物,,105.01.15,Remington,2019-10-31
5449913,enantioselectivitiy,對映選擇性；鏡像對應異構選擇性,,,,2019-10-31
5449914,encapsulation,包囊,,,,2019-10-31
5449915,encephalitis,腦炎,,103.04.10,,2019-10-31
5449916,encephalomyelitis,腦脊髓炎,,103.04.10,,2019-10-31
5449917,encode,編碼,,,,2019-10-31
5449918,endcapped,封端；殘矽醇鈍化,,107.09.13,,2019-10-31
5449919,endocrine,內分泌,,105.01.15,Remington,2019-10-31
5449920,endocrinology,內分泌學,,105.01.15,Remington,2019-10-31
5449921,endogenous virus,內源病毒,,103.11.20,GMP,2019-10-31
5449922,endoplasmic reticulum,內質網,,105.01.15,Remington,2019-10-31
5449923,endotoxin,內毒素,,,,2019-10-31
5449924,enema,灌腸劑,,,國編館,2019-10-31
5449925,enhancer,增強劑,,,,2019-10-31
5449927,enteral hyperalimentation,腸道滋養法,,105.01.15,Remington,2019-10-31
5449928,enteric capsule,腸溶性膠囊,,,,2019-10-31
5449929,enteric coat,腸溶衣,,,,2019-10-31
5449930,enteric-coated tablet,腸衣錠；腸溶錠,,,,2019-10-31
5449931,enterprise resource planning systems {=ERP},企業資源規劃系統,,103.11.20,GMP,2019-10-31
