ID,英文名稱,中文名稱,圖片,組別,審定日期,更新日期
19450484,flow mass curve,流量累積曲線,,,,2022-07-15
19450485,flow meter,流量計,,,,2022-07-15
19450486,flow nozzle meter,噴嘴式水表,,環工組,,2022-07-15
19450487,flow path,流徑,,,,2022-07-15
19450488,flow planning,流量規劃,,,,2022-07-15
19450489,flow promoter,助流劑,,,,2022-07-15
19450490,flow regulator,流量調節器,,,,2022-07-15
19450491,flow table,流動性台,,,,2022-07-15
19450492,flow table test,流動臺試驗,,,,2022-07-15
19450493,flow transmitter,流體傳送儀,,,,2022-07-15
19450494,flow trough,卸槽,,,,2022-07-15
19450495,flow weighted sample,流量加權水樣,,環工組,,2022-07-15
19450496,flowability,流動性,,,,2022-07-15
19450497,flowable consistency,流動稠度,,,,2022-07-15
19450498,flowcharting,流程圖法,,營管組,,2022-07-15
19450499,flower bed,花圃,,建築_環控,,2022-07-15
19450500,flowing artesian well,自流井,,環工組,,2022-07-15
19450501,flowing concrete,流動化混凝土,,,,2022-07-15
19450502,flowing water,流水,,,,2022-07-15
19450503,flowing well,自流井,,,,2022-07-15
19450504,flowing-through chamber,流過槽,,,,2022-07-15
19450505,flowing-through period,流過期間,,,,2022-07-15
19450506,flow-nozzle meter,噴嘴式水錶,,,,2022-07-15
19450507,flow-table test,流動台試驗,,,,2022-07-15
19450508,fluctuating noise,變動性噪音,,環工組,,2022-07-15
19450509,fluctuation of water-table,地下水位變動,,,,2022-07-15
19450510,flue gas,煙道氣,,環工組,,2022-07-15
19450511,flue gas desulfurization (FGD),排煙脫硫,,環工組,,2022-07-15
19450512,flue gas recirculation,尾氣循環；煙道氣循環,,環工組,,2022-07-15
19450513,flue liner,煙囪[內壁]襯砌,,營管組,,2022-07-15
19450514,flue-gas stack,廢氣煙道,,營管組,,2022-07-15
19450515,fluence,通量；積分通量,,環工組,,2022-07-15
19450516,fluence rate,通量率,,環工組,,2022-07-15
19450517,fluid consistency,自流平稠度,,,,2022-07-15
19450518,fluid coupling,流體承接器,,,,2022-07-15
19450519,fluid mechanics,流體力學,,,,2022-07-15
19450520,fluid pressure,流體壓力,,,,2022-07-15
19450521,fluid space,流動空間,,,,2022-07-15
19450522,fluid-applied flooring,塗佈型地坪,,營管組,,2022-07-15
19450523,fluid-applied roofing,液狀塗層屋頂鋪面,,營管組,,2022-07-15
19450524,fluid-applied waterproofing,塗液防水,,營管組,,2022-07-15
19450525,fluidifier,流動化劑,,,,2022-07-15
19450526,fluidized bed,流體化床,,環工組,,2022-07-15
19450527,fluidized bed incinerator,流體化床焚化爐,,環工組,,2022-07-15
19450528,fluidized bed process,流體化床法,,環工組,,2022-07-15
19450529,fluidized bed reactor,流體化床反應器,,環工組,,2022-07-15
19450530,fluidized-bed coating,流體化床塗布,,材料_FRP,,2022-07-15
19450531,flume,水道；水槽；水渠,,環工組,,2022-07-15
19450532,fluorescence,螢光,,環工組,,2022-07-15
19450533,fluorescent brightening agent,螢光增亮劑,,環工組,,2022-07-15
19450534,fluorescent dye,螢光染料,,環工組,,2022-07-15
19450535,fluorescent lamp,螢光路燈,,,,2022-07-15
19450536,fluorescent whitening agent,螢光增白劑,,環工組,,2022-07-15
19450537,fluoridation,加氟,,環工組,,2022-07-15
19450538,fluoridation equipment,加氟設備,,營管組,,2022-07-15
19450539,fluoride,氟化物,,環工組,,2022-07-15
19450540,fluorinated paint,氟化物塗料；氟素塗料,,營管組,,2022-07-15
19450541,fluorochrome,螢光染料,,環工組,,2022-07-15
19450542,fluorometric analysis,螢光分析,,環工組,,2022-07-15
19450543,fluorosis,氟中毒,,環工組,,2022-07-15
19450544,fluosilicate,氟矽酸鹽,,,,2022-07-15
19450545,flush coat,封層,,,,2022-07-15
19450546,flush out,淨化,,建築_環控,,2022-07-15
19450547,flush water,沖洗用水,,,,2022-07-15
19450548,fluted core,凹槽芯材,,材料_FRP,,2022-07-15
19450549,fluting,柱槽,,,,2022-07-15
19450550,fluvial tide,河潮,,,,2022-07-15
19450551,flux,通量；銲藥,,綱結構名詞-銲接與AISC,,2022-07-15
19450552,flux oil,瀝青稀釋油；助熔油,,,,2022-07-15
19450553,fly ash,飛灰,,,,2022-07-15
19450554,fly ash cement,飛灰水泥,,,,2022-07-15
19450555,fly ash collector,飛灰收集器,,環工組,,2022-07-15
19450556,fly ash settler,飛灰沉降器,,環工組,,2022-07-15
19450557,flying buttress,飛扶壁,,,,2022-07-15
19450558,flying forms,飛模,,,,2022-07-15
19450559,flying height,航高,,測量組,,2022-07-15
19450560,flying range,飛行距離；航程,,,,2022-07-15
19450561,flying speed,飛行速率,,,,2022-07-15
19450562,f-number,光圈值；光圈數；相對孔徑,,測量組,,2022-07-15
19450563,foam,泡沫,,環工組,,2022-07-15
19450564,foam concrete,發泡混凝土,,營管組,,2022-07-15
19450565,foam fire extinguishing,泡沫滅火,,營管組,,2022-07-15
19450566,foam fire extinguishing system,泡沫滅火系統,,營管組,,2022-07-15
19450567,foam material,發泡材料,,材料_FRP,,2022-07-15
19450568,foam separation,泡沫分離,,,,2022-07-15
19450569,foamcrete,發泡混凝土,,營管組,,2022-07-15
19450570,foamed agent,起泡劑,,,,2022-07-15
19450571,foamed blast furnace slag,多孔高爐碴,,,,2022-07-15
19450573,foamed concrete,發泡混凝土,,,,2022-07-15
19450574,foamed glass,氣泡玻璃,,,,2022-07-15
19450575,foamed plastic,發泡塑膠,,,,2022-07-15
19450576,foamed polystyrene,泡沫聚苯乙烯,,,,2022-07-15
19450577,foamed rubber,氣泡橡膠,,,,2022-07-15
19450578,foamed slag,膨脹爐碴,,,,2022-07-15
19450579,foaming agent,發泡劑,,,,2022-07-15
19450580,foam-in-place,現場發泡；現地發泡,,材料_FRP,,2022-07-15
19450581,foam-in-situ,現場發泡；現地發泡,,材料_FRP,,2022-07-15
19450582,focal distance,焦距,,,,2022-07-15
19450583,focal length,焦距,,測量組,,2022-07-15
19450584,focal plane,焦平面,,測量組,,2022-07-15
19450585,focal ratio,光圈值；光圈數；相對孔徑,,測量組,,2022-07-15
19450586,fog,霧,,環工組,,2022-07-15
19450587,fog curing,噴霧養護,,,,2022-07-15
19450588,fog drip,霧滴,,,,2022-07-15
19450589,fog prevention forest,防霧林,,,,2022-07-15
19450590,fog room,噴霧室,,,,2022-07-15
19450591,fog signal radio,霧警信號無線電,,環工組,,2022-07-15
19450592,fog-coat,瀝青乳面層,,,,2022-07-15
19450593,fog-seal,瀝青乳封層,,,,2022-07-15
19450594,foil,葉形飾,,,,2022-07-15
19450595,foil sampler,箔式取樣器,,,,2022-07-15
19450596,fold,皺褶,,,,2022-07-15
19450597,folded plate,褶版,,,,2022-07-15
19450598,folded plate shell,褶版殼,,,,2022-07-15
19450599,folding grille door,格柵摺門,,營管組,,2022-07-15
19450600,folding scale,折尺；摺尺,,,,2022-07-15
19450601,follow in distance,保持距離,,,,2022-07-15
19450602,follower,頂樁,,,,2022-07-15
19450603,following distance,行車間距；跟車間距,,,,2022-07-15
19450604,following train (FT),續行列車,,,,2022-07-15
19450605,following wind,順風,,,,2022-07-15
19450606,food additive,食品添加物,,環工組,,2022-07-15
19450607,food chain,食物鏈,,環工組,,2022-07-15
19450608,food web,食物網,,環工組,,2022-07-15
19450609,foot block,基塊,,,,2022-07-15
19450610,foot of dyke,堤腳,,,,2022-07-15
19450611,foot screw,底部調整螺絲,,,,2022-07-15
19450612,foot valve,底閥,,環工組,,2022-07-15
19450613,footing,基脚,,,,2022-07-15
19450614,footing foundation,基腳；放腳基礎,,,,2022-07-15
19450615,footing stone,底腳石,,,,2022-07-15
19450616,footway,人行道；步道,,,,2022-07-15
19450617,force account,點工計酬,,營管組,,2022-07-15
19450618,force account work,點工計酬工作,,營管組,,2022-07-15
19450619,force body,受力體,,,,2022-07-15
19450620,force diagram,力圖,,,,2022-07-15
19450621,force method,力法,,,,2022-07-15
19450622,force plug,壓模活塞,,材料_FRP,,2022-07-15
19450623,force system,力系,,,,2022-07-15
19450624,force transfer matrix,力轉換矩陣,,,,2022-07-15
19450625,force transformation,力轉換,,,,2022-07-15
19450626,forced circulation mixer,強制旋轉拌和機,,,,2022-07-15
19450627,forced draught,強制通風,,,,2022-07-15
19450628,forced mixer,強制拌和機,,,,2022-07-15
19450629,forced ventilation,強制通風,,,,2022-07-15
19450630,forced-air convection,強制空氣對流,,建築_環控,,2022-07-15
19450631,force-displacement relation,力-位移關係；力與位移關係,,,,2022-07-15
19450632,forecast,預測,,營管組,,2022-07-15
19450633,forecast theory,預測理論,,都計組,,2022-07-15
19450634,foreign key,外鍵,,,,2022-07-15
19450635,foreign species,外來種,,環工組,,2022-07-15
19450636,foreign-object damage,異物破壞,,材料_FRP,,2022-07-15
19450637,foreman,領班；工頭,,,,2022-07-15
19450638,forepoling,矢板法,,,,2022-07-15
19450639,forerunner,前驅波,,,,2022-07-15
19450640,foreshore,前灘,,,,2022-07-15
19450641,foreshortening,前縮；前波縮短,,測量組,,2022-07-15
19450642,foresight reading,前視讀數,,測量組,,2022-07-15
19450643,foresight(FS),前視,,測量組,,2022-07-15
19450644,forest hydrology,森林水文學,,,,2022-07-15
19450645,forest management,森林管理,,都計組,,2022-07-15
19450646,forest park,森林公園,,,,2022-07-15
19450647,forest reserve,森林保留地,,,,2022-07-15
19450648,forest resource,森林資源,,,,2022-07-15
19450649,forge steel,鍛造鋼,,,,2022-07-15
19450650,forging thermit,鍛接用鋁熱劑,,,,2022-07-15
19450651,for-hire public transportation,租用公共運輸,,,,2022-07-15
19450652,forked strap,V形繫鐵,,,,2022-07-15
19450653,form,模板,,,,2022-07-15
19450654,form anchor,模板錨固,,,,2022-07-15
19450655,form coating,模板塗料,,,,2022-07-15
19450656,form hanger,模板支撐吊架,,,,2022-07-15
19450657,form insulation,模板保溫設施,,,,2022-07-15
19450658,form lining,模板襯裡,,,,2022-07-15
19450659,form oil,模板油,,,,2022-07-15
19450660,form pressure,模板壓力,,,,2022-07-15
19450661,form release agent,脫模劑,,,,2022-07-15
19450662,form removal,脫型；折模,,,,2022-07-15
19450663,form resistance,模板抵抗力,,,,2022-07-15
19450664,form scabbing,模板沾黏瑕疵,,,,2022-07-15
19450665,form sealer,模板防水塗層,,,,2022-07-15
19450666,form spacer,模板間隔器,,,,2022-07-15
19450667,form spreader,模板墊塊,,,,2022-07-15
19450668,form tie,模板繫材；模板拉桿,,,,2022-07-15
19450669,form traveler,移動模架；移動模車,,「鋼結構及AISC名詞,,2022-07-15
19450670,formal acceptance inspection,正式驗收檢查,,,,2022-07-15
19450671,formaldehyde,甲醛,,環工組,,2022-07-15
19450672,formed metal fabrication,成型金屬製品,,營管組,,2022-07-15
19450673,formic acid,甲酸,,環工組,,2022-07-15
19450674,forming of thermoset,熱固性塑膠成型,,材料_FRP,,2022-07-15
19450675,forms,模板,,,,2022-07-15
19450676,formwork,模板工程；模板,,,,2022-07-15
19450677,formwork tiers,鷹架層數,,,,2022-07-15
19450678,fortified port,要塞港,,,,2022-07-15
19450679,fortnightly tide,半月潮,,,,2022-07-15
19450680,forum,集會廣場{古羅馬},,,,2022-07-15
19450681,forward,前行運轉{鐵路},,,,2022-07-15
19450682,forward motion compensation,前進移動補償,,測量組,,2022-07-15
19450683,forward overlap,前後重疊,,測量組,,2022-07-15
19450684,forward pass,前推計算｛要徑法｝,,營管組,,2022-07-15
19450685,forward sight,前視,,,,2022-07-15
19450686,fossil fuel,化石燃料,,環工組,,2022-07-15
19450687,foul berth,不良泊位,,,,2022-07-15
19450688,foul water,污水{港內},,,,2022-07-15
19450689,fouling,積垢,,環工組,,2022-07-15
19450690,fouling point,警衝標,,,,2022-07-15
19450691,foundation,基礎,,,,2022-07-15
19450692,foundation bolt,基礎螺栓,,,,2022-07-15
19450693,foundation drainage,基礎排水,,,,2022-07-15
19450694,foundation failure,基礎破壞,,,,2022-07-15
19450695,foundation of grade,路基基礎,,,,2022-07-15
19450696,foundation treatment,基礎處理,,,,2022-07-15
19450697,foundation wall,基牆；底牆,,,,2022-07-15
19450698,fountain aeration,噴泉式曝氣器,,,,2022-07-15
19450699,fountain aerator,噴泉式曝氣器,,環工組,,2022-07-15
19450700,four track,雙複線,,,,2022-07-15
19450701,four track line,雙複線,,,,2022-07-15
19450702,four wheel scraper,四輪刮運機,,,,2022-07-15
19450703,Fourier optics,傅立葉光學,,測量組,,2022-07-15
19450704,Fourier transform,傅立葉轉換,,測量組,,2022-07-15
19450705,four-leg intersection,四路交叉,,,,2022-07-15
19450706,four-leg sling,四肢吊索,,,,2022-07-15
19450707,four-stage compression,四衝程壓縮,,,,2022-07-15
19450708,fourth order triangulation,四等三角測量,,,,2022-07-15
19450709,fourth order triangulation station,四等三角點,,,,2022-07-15
19450710,four-way intersection,四路交叉,,,,2022-07-15
19450711,four-way reinforcement,四向排列鋼筋{水平、垂直、雙斜向},,,,2022-07-15
19450712,fox drift,小橫坑；小平洞,,,,2022-07-15
19450713,fractional horsepower motor,小馬力馬達,,,,2022-07-15
19450714,fractionation,分餾,,環工組,,2022-07-15
19450715,fracture,破裂,,,,2022-07-15
19450716,fracture energy,破裂能,,材料_FRP,,2022-07-15
19450717,Fracture line theorem,裂線定理,,,,2022-07-15
19450718,fracture mechanics,破裂力學,,材料_FRP,,2022-07-15
19450719,fracture spring,裂縫泉,,,,2022-07-15
19450720,fracture strength,破裂強度,,材料_FRP,,2022-07-15
19450721,fracture stress,破裂應力,,,,2022-07-15
19450722,fracture toughness,斷裂韌度；破裂韌性,,,,2022-07-15
19450723,fractured zone,破碎帶,,,,2022-07-15
19450724,frame,構架,,,,2022-07-15
19450725,frame buckling,構架挫曲,,,,2022-07-15
19450726,frame camera,框幅式相機；像幅式相機；框幅式攝影機；像幅式攝影機,,測量組,,2022-07-15
19450727,frame construction,框架構造,,,,2022-07-15
19450728,frame deflection,構架變位,,,,2022-07-15
19450729,frame instability,構架不穩定,,,,2022-07-15
19450730,frame of cross-hairs,十字絲框；叉絲框,,,,2022-07-15
19450731,frame plane,構架平面,,,,2022-07-15
19450732,frame stiffness,剛架勁度,,,,2022-07-15
19450733,frame trestle,構架棧橋,,,,2022-07-15
19450734,frame weir,活動架堰,,,,2022-07-15
19450735,framed arch,構架拱,,,,2022-07-15
19450736,framed structure,構架結構;框架結構,,,,2022-07-15
19450737,franchise,特許經營,,,,2022-07-15
19450738,franchising,特許經營,,,,2022-07-15
19450739,f-ratio,光圈值；光圈數；相對孔徑,,測量組,,2022-07-15
19450740,free airport,免稅機場：自由機場,,,,2022-07-15
19450741,free area,非付費區,,,,2022-07-15
19450742,free bend test,自由彎曲試驗{銲接},,,,2022-07-15
19450743,free body,分離體；自由體,,,,2022-07-15
19450744,free body diagram,分離體圖；自由體圖,,,,2022-07-15
19450745,free body sketch,分離體簡圖；自由體簡圖,,,,2022-07-15
19450746,free carbon dioxide,游離二氧化碳,,,,2022-07-15
19450747,free charge weight,免費重量,,,,2022-07-15
19450748,free chlorine,自由氯,,,,2022-07-15
19450749,free displacement,自由位移,,,,2022-07-15
19450750,free eddy,自由渦流,,,,2022-07-15
19450751,free fall,自由落下；自由卸下,,,,2022-07-15
19450752,free falling body,自由落體,,,,2022-07-15
19450753,free float (FF),自由浮時,,營管組,,2022-07-15
19450754,free flowing surface water,自由流動表面水,,環工組,,2022-07-15
19450755,free ground water,自由地下水,,環工組,,2022-07-15
19450756,free joint,自由節點,,,,2022-07-15
19450757,free lime,游離石灰,,,,2022-07-15
19450758,free moisture,游離水；自由水,,,,2022-07-15
19450759,free net adjustment,自由網平差,,測量組,,2022-07-15
19450760,free network adjustment,自由網平差,,測量組,,2022-07-15
19450762,free oscillation,自由振盪;自由振動,,,,2022-07-15
19450763,free outflow,自由出流,,,,2022-07-15
19450764,free overfall spillway,自落式溢洪道,,,,2022-07-15
19450765,free port,免稅港；自由港,,,,2022-07-15
19450766,free port town,自由港市,,,,2022-07-15
19450767,free port zone,免稅港區；自由港區,,,,2022-07-15
19450768,free radical,游離基；自由基,,材料_FRP,,2022-07-15
19450769,free residual chlorine,自由[有效]餘氯,,環工組,,2022-07-15
19450770,free rider,搭便車者；坐享其成者,,環工組,,2022-07-15
19450771,free slack,自由浮時,,營管組,,2022-07-15
19450772,free speed,自由速率,,,,2022-07-15
19450773,free streamline,自由流線,,,,2022-07-15
19450774,free supported sheet pile,無支式版樁,,,,2022-07-15
19450775,free surface,自由面,,環工組,,2022-07-15
19450776,free surface energy,自由面能量,,環工組,,2022-07-15
19450777,free traverse,自由導線,,,,2022-07-15
19450778,free truss,自由桁架,,,,2022-07-15
19450779,free vector,自由向量,,,,2022-07-15
19450780,free water,游離水；自由水,,,,2022-07-15
19450781,free weir,非束縮堰,,,,2022-07-15
19450782,free-air correction,自由空間改正；自由空間修正,,測量組,,2022-07-15
19450783,free-piston compressor,往復活塞壓縮機,,,,2022-07-15
19450784,free-radical polymerization,游離基聚合反應；自由基聚合反應,,材料_FRP,,2022-07-15
19450785,free-standing component system furniture,立櫃式系統家具,,營管組,,2022-07-15
19450786,freeway,高速公路,,,,2022-07-15
19450787,freeze preservation,冰凍保存法,,環工組,,2022-07-15
19450788,freezing,凍結,,,,2022-07-15
19450789,freezing index,凍結指數,,,,2022-07-15
19450790,freezing method,冷凍工法,,,,2022-07-15
19450791,freezing rain,凍雨,,,,2022-07-15
19450792,freezing season,冰凍季節,,,,2022-07-15
19450793,freezing zone,冰凍帶；凍土層,,,,2022-07-15
19450794,freezing/thawing,凍融,,,,2022-07-15
19450795,freight car operation efficiency,貨車運轉效率,,,,2022-07-15
19450796,freight conveyor,運貨輪帶,,,,2022-07-15
19450797,freight depot,貨站,,,,2022-07-15
19450798,freight line,貨運線,,,,2022-07-15
19450799,freight pallet,貨運棧板,,,,2022-07-15
19450800,freight pier,貨運碼頭,,,,2022-07-15
19450801,freight sheet,運費單,,,,2022-07-15
19450802,freight station,貨運車站,,,,2022-07-15
19450803,freight tariff table,貨運價目表,,,,2022-07-15
19450804,freight ton,運費噸,,,,2022-07-15
19450805,freight tonnage,計費噸位,,,,2022-07-15
19450806,freight traffic,貨運交通,,,,2022-07-15
19450807,freight transportation,貨運,,,,2022-07-15
19450808,freight wharf,貨物碼頭,,,,2022-07-15
19450809,freighter,貨船；貨機,,,,2022-07-15
19450810,french drain,暗渠,,,,2022-07-15
19450811,freon,氟利昂,,環工組,,2022-07-15
19450812,frequency,頻率,,環工組,,2022-07-15
19450813,frequency band,頻帶,,環工組,,2022-07-15
19450814,frequency converter,變頻器,,營管組,,2022-07-15
19450815,frequency diagram,頻率圖,,,,2022-07-15
19450816,frequency distribution,頻率分布,,,,2022-07-15
19450817,frequency of contact,接觸頻率,,,,2022-07-15
19450818,frequency of traffic,交通頻率,,,,2022-07-15
19450819,frequency of trip,旅次頻率,,,,2022-07-15
19450820,frequency response spectrum,頻率反應譜,,,,2022-07-15
19450821,frequency spectrum,頻率譜,,,,2022-07-15
19450822,fresco painting,濕壁畫,,,,2022-07-15
19450823,fresh concrete,新拌混凝土,,,,2022-07-15
19450824,fresh salt-water interface,淡鹽水界面,,,,2022-07-15
19450825,fresh sludge,新鮮污泥,,環工組,,2022-07-15
19450826,fresh wastewater,新鮮廢水,,環工組,,2022-07-15
19450827,freshet,洪水暴漲,,,,2022-07-15
19450828,fresno trowel,鏝刀,,,,2022-07-15
19450829,fretting,磨損,,,,2022-07-15
19450830,Freundlich adsorption isotherm,弗朗依德里吸附等溫線,,環工組,,2022-07-15
19450831,friction,摩擦,,材料_FRP,,2022-07-15
19450832,friction brake,摩擦煞車,,,,2022-07-15
19450833,friction circle analysis,摩擦圓分析,,,,2022-07-15
19450834,friction coefficient,摩擦係數,,,,2022-07-15
19450835,friction cut,摩擦之切陷{軌枕},,,,2022-07-15
19450836,friction loss,摩擦損失,,,,2022-07-15
19450837,friction pile,摩擦樁,,,,2022-07-15
19450838,frictional force,摩擦力,,,,2022-07-15
19450839,frictional soil,摩擦性土壤,,,,2022-07-15
19450840,frictionless system,無摩擦系統,,,,2022-07-15
19450841,frieze,額盤簷飾{古典建築},,,,2022-07-15
19450842,frog,表面凹陷；岔心{鐵路},,,,2022-07-15
19450843,frog angle,叉心角,,,,2022-07-15
19450844,frog rammer,蛙式夯土機,,,,2022-07-15
19450845,frog with a movable nose,尖端可動岔心,,,,2022-07-15
19450846,front end engineering design (FEED),提前工程設計,,營管組,,2022-07-15
19450847,front end loader,前斗式裝載機,,,,2022-07-15
19450848,front foot method,鄰街面寬估價法,,,,2022-07-15
19450849,front rod,尖端連接桿,,,,2022-07-15
19450850,front street,面前道路,,,,2022-07-15
19450851,front yard,前院,,,,2022-07-15
19450852,front yard line,前院線,,,,2022-07-15
19450853,frontage of lot,劃地門面；基地正面,,,,2022-07-15
19450854,frontage road,銜接道路,,,,2022-07-15
19450855,frontage roadway,鄰接道路；側道,,,,2022-07-15
19450856,frontal surface,鋒面,,,,2022-07-15
19450857,frontal system,前列式系統[停機坪],,,,2022-07-15
19450858,frontal type water turbine,正面開口水渦輪,,,,2022-07-15
19450859,frontier mentality,拓荒者心態,,環工組,,2022-07-15
19450860,frontland of levee,堤外地,,,,2022-07-15
19450861,frost damage,凍傷；霜害,,,,2022-07-15
19450862,frost penetration,凍結深度,,,,2022-07-15
19450863,frost point,霜點,,,,2022-07-15
19450864,frost susceptible soil,易凍土壤,,,,2022-07-15
19450865,frostproof closet,防凍箱,,,,2022-07-15
19450866,Froude number,福祿數,,環工組,,2022-07-15
19450867,fructose,果糖,,環工組,,2022-07-15
19450868,frugivore,食種實者；食果動物,,環工組,,2022-07-15
19450869,f-stop,光圈值；光圈數；相對孔徑,,測量組,,2022-07-15
19450870,F-test,F檢定；F測試,,測量組,,2022-07-15
19450871,fuel element,燃料元件,,環工組,,2022-07-15
19450872,fuel handling equipment,燃料輸送設備,,營管組,,2022-07-15
19450873,fuel handling pump,燃料輸送泵,,營管組,,2022-07-15
19450874,fuel harbor,燃料港,,,,2022-07-15
19450875,fuel injection pump,燃料噴射泵,,,,2022-07-15
19450876,fuel oil barge,燃油駁船,,,,2022-07-15
19450877,fuel piping,燃料配管,,營管組,,2022-07-15
19450878,fuel rod,燃料棒,,環工組,,2022-07-15
19450879,fuel storage tank,燃料油貯槽,,營管組,,2022-07-15
19450880,fuel treatment,燃料處理,,營管組,,2022-07-15
19450881,fuel-fired heater,燃油加熱器；燃料加熱器,,營管組,,2022-07-15
19450882,fugitive dye,易褪色染料,,,,2022-07-15
19450883,fugitive emission,逸散排放,,環工組,,2022-07-15
19450884,fugitive species,機會種；避難種；逸散性物種,,環工組,,2022-07-15
19450885,fugitive water,漫流水；溢流水；滲漏水,,,,2022-07-15
19450886,full case concrete bored pile,全套管鑽掘混凝土樁,,營管組,,2022-07-15
19450887,full continuity,全連續性,,,,2022-07-15
19450888,full control of access,完全出入管制,,,,2022-07-15
19450889,full draft,滿載吃水,,,,2022-07-15
19450890,full face cutting,全斷面開挖,,,,2022-07-15
19450891,full face tunnelling,全斷面挖隧法,,,,2022-07-15
19450892,full line,實線,,,,2022-07-15
19450893,full meander,全蜿蜒,,,,2022-07-15
19450894,full occupancy,客滿,,,,2022-07-15
19450895,full prestress,全預力,,,,2022-07-15
19450896,full prestressing,[完]全預力,,,,2022-07-15
19450897,full sea,滿潮,,,,2022-07-15
19450898,full series,全序列,,,,2022-07-15
19450899,full service brake,最大正常煞車,,,,2022-07-15
19450900,full span precast launching method,全跨預鑄吊裝工法{橋梁},,營管組,,2022-07-15
19450901,full speed operation,全速運轉,,,,2022-07-15
19450902,full station,整樁,,測量組,,2022-07-15
19450903,full tide,滿潮,,,,2022-07-15
19450904,full traffic actuated signal,全交通觸動號誌,,,,2022-07-15
19450905,full traffic-actuated control,全觸動交通控制,,,,2022-07-15
19450907,full-cell process,飽和細胞法；充細胞法,,,,2022-07-15
19450908,full-depth asphalt pavement,全厚度瀝青鋪面,,,,2022-07-15
19450909,full-depth patching,全厚度修補,,,,2022-07-15
19450910,Fuller's curve,富勒曲線,,,,2022-07-15
19450911,Fuller-Thompson ideal grading curve,富勒湯普森理想級配曲線,,,,2022-07-15
19450912,full-face attack,全斷面開挖,,,,2022-07-15
19450913,full-scale test,足尺寸試驗；全尺寸試驗；實尺寸試驗,,,,2022-07-15
19450914,full-span precast and launching method,全跨預鑄吊裝工法,,,,2022-07-15
19450915,full-tide cofferdam,滿潮位圍堰,,,,2022-07-15
19450916,full-trailer,全拖車,,,,2022-07-15
19450917,full-web section rail,帽形軌條,,,,2022-07-15
19450918,full-web section switch point-rail,帽形轍尖軌,,,,2022-07-15
19450919,fully arisen,成熟狀態,,,,2022-07-15
19450920,fully arisen wave,成熟波；飽和波,,,,2022-07-15
19450921,fully composite beam,完全合成梁,,,,2022-07-15
19450922,fully fixed,完全固定,,,,2022-07-15
19450923,fully heated treatment,全斷面熱處理,,,,2022-07-15
19450924,fully penetrating well,全穿透井,,環工組,,2022-07-15
19450926,fulvic acid,黃酸,,環工組,,2022-07-15
19450927,fume,燻煙,,環工組,,2022-07-15
19450928,fume hood,排煙櫃；排煙氣罩,,環工組,,2022-07-15
19450929,fumigation,燻蒸,,環工組,,2022-07-15
19450930,function,函數,,,,2022-07-15
19450931,functional deceleration,機能性減速,,,,2022-07-15
19450932,functional diagram,機能圖,,,,2022-07-15
19450933,functional group,官能基,,環工組,,2022-07-15
19450934,functional manager,部門經理,,營管組,,2022-07-15
19450935,functional model,函數模式,,測量組,,2022-07-15
19450936,functional organization,功能式組織,,營管組,,2022-07-15
19450937,functional response,功能反應；機能反應,,環工組,,2022-07-15
19450938,functional test,功能試驗,,環工組,,2022-07-15
19450939,functionalism,機能主義,,,,2022-07-15
19450940,fundamental benchmark,水準原點；水準基點,,,,2022-07-15
19450941,fundamental commissioning,基本測試啟用,,營管組,,2022-07-15
19450942,fundamental frequency,基本頻率；基頻,,,,2022-07-15
19450943,fundamental matrix,基礎矩陣；基本矩陣,,測量組,,2022-07-15
19450944,fundamental niche,基礎生態區位,,環工組,,2022-07-15
19450945,fungicide,殺菌劑,,建築_環控,,2022-07-15
19450946,fungus,真菌；真菌類,,建築_環控,,2022-07-15
19450947,fungus resistance,抗黴性,,材料_FRP,,2022-07-15
19450948,funicular,纜車道,,營管組,,2022-07-15
19450949,funicular railway,纜索鐵路,,,,2022-07-15
19450950,funicular water,絡索水;索狀水,,,,2022-07-15
19450951,furane resin,呋喃樹脂,,材料_FRP,,2022-07-15
19450952,furnace,火爐,,營管組,,2022-07-15
19450953,furnace bottom ash,爐底灰,,,,2022-07-15
19450954,furnace clinker,爐內熔塊,,,,2022-07-15
19450955,furring,貼條,,,,2022-07-15
19450956,furring and lathing,粉刷襯底,,營管組,,2022-07-15
19450957,fusee signal,烟火信號,,,,2022-07-15
19450958,fuselage,機身,,,,2022-07-15
19450959,fusibility,可熔性,,,,2022-07-15
19450960,fusible plug,自動消防栓；[可]熔塞,,,,2022-07-15
19450961,fusion,融合,,環工組,,2022-07-15
19450962,fusion piercing,熔穿鑽,,,,2022-07-15
19450963,fusion welding,熔融銲接,,「鋼結構及AISC名詞,,2022-07-15
19450964,fusion zone,熔合帶；母材熔融區,,綱結構名詞-銲接與AISC,,2022-07-15
19450965,Futurism,未來主義,,,,2022-07-15
19450966,fuzziness,模糊度,,環工組,,2022-07-15
19450967,fuzzy control theory,模糊控制理論,,環工組,,2022-07-15
19450968,fuzzy set theory,模糊集合理論,,環工組,,2022-07-15
19450969,gabion,石籠,,營管組,,2022-07-15
19450970,gable,山牆,,,,2022-07-15
19450971,gable frame,山形構架,,,,2022-07-15
19450972,gaging station,測站,,,,2022-07-15
19450973,gaging well,水位觀測井,,,,2022-07-15
19450974,Gaia,蓋婭{希臘神話}；大地女神；烏拉諾斯之妻；大地,,,,2022-07-15
