ID,英文名稱,中文名稱,圖片,界,門,綱,目,科,屬,種,資料來源,更新日期
3600156,Actina yeni,顏氏星水虻,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Stratiomyidae水虻科,Actina星水虻屬,yeni,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600157,Haemaphysalis yeni,越原血蜱,,Animalia動物界,Arthropoda節肢動物門,Arachnida蛛形綱,Ixodida真蜱目,Ixodidae硬蜱科,Haemaphysalis血蜱屬,yeni,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600158,Illiberis yeni,顏氏透翅斑蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Zygaenidae斑蛾科,Illiberis透翅斑蛾屬,yeni,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600159,Metaphire yeni,顏氏腔環蚓,,Animalia動物界,Annelida環節動物門,Clitellata環帶綱,Haplotaxida單向蚓目,Megascolecidae鉅蚓科,Metaphire腔環蚓屬,yeni,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600160,Sarcinodes yeni,顏氏沙尺蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Geometridae尺蛾科,Sarcinodes沙尺蛾屬,yeni,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600161,Finmarchinella yenshihi,嚴師芬摩介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Trachyleheridae粗面介科,Finmarchinella芬摩介屬,yenshihi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600162,Pistocythereis yensongi,嚴嵩麗花介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Trachyleheridae粗面介科,Pistocythereis麗花介屬,yensongi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600163,Parahermanites yenyinga,宴嬰似海梅介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Hemicytheridae半花介科,Parahermanites似海梅介屬,yenyinga,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600164,Pitar yerburyi,淡色黃文蛤,,Animalia動物界,Mollusca軟體動物門,Bivalvia雙殼綱,Veneroida簾蛤目,Veneridae簾蛤科,Pitar卵蛤屬,yerburyi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600165,Formica yessensis,葉盛山蟻,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hymenoptera膜翅目,Formicidae蟻科,Formica蟻屬,yessensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600166,Emberiza yessoensis continentalis,紅頸葦_,,Animalia動物界,Chordata脊索動物門,Aves鳥綱,Passeriformes雀形目,Emberizidae_科,Emberiza_屬,yessoensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600167,Neckera yezoana hayachinensis,短齒平苔變種;石灰短齒平苔,,Plantae植物界,Bryophyta苔類植物門,Bryopsida苔綱,Leucodontales白齒苔目,Neckeraceae平苔科,Neckera平苔屬,yezoana,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600168,Oxya yezoensis,小翅稻蝗,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Orthoptera直翅目,Acrididae蝗科,Oxya稻蝗屬,yezoensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600169,Tetraneura yezoensis,瑕夷脈綿蚜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Pemphigidae綿癭蚜科,Tetraneura毛禾根蚜屬,yezoensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600170,Neckera yezozna,短齒平苔,,Plantae植物界,Bryophyta苔類植物門,Bryopsida苔綱,Leucodontales白齒苔目,Neckeraceae平苔科,Neckera平苔屬,yezozna,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600171,Allochotes yichei,義杰圓郭公蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cleridae郭公蟲科,Allochotes圓郭公蟲屬,yichei,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600172,Boletoxenus yichingae,細角鍬型擬步行蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Tenebrionidae擬步行蟲科,Boletoxenus鍬型擬步行蟲屬,yichingae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600173,Conaspidia yiei,易氏葉蜂,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hymenoptera膜翅目,Tenthredinidae葉蜂科,Conaspidia,yiei,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600174,Panorpa yiei,易氏蠍蛉,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Mecoptera長翅目,Panorpidae蠍蛉科,Panorpa蠍蛉屬,yiei,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600175,Bactrocera (Bactrocera) yilanensis,宜蘭寡毛實蠅,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Tephritidae果實蠅科,Bactrocera (Bactrocera)寡毛實蠅屬,yilanensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600176,Gahrliepia yilanensis,宜蘭背展恙_,,Animalia動物界,Arthropoda節肢動物門,Arachnida蛛形綱,Trombidiformes絨_目,Trombiculidae恙_科,Gahrliepia背展恙_屬,yilanensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600177,Loxoconcha yilian,役梁彎貝介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Loxoconchidae彎貝介科,Loxoconcha彎貝介屬,yilian,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600178,Lyclene yimingcheni,粗條斑深山豔苔蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Erebidae裳蛾科,Lyclene,yimingcheni,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600179,Semicytherura yinkuei,盈虧半尾花介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Cytheruridae尾花介科,Semicytherura半尾花介屬,yinkuei,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600180,Anaches yitingi,奕霆白紋長角_天牛,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cerambycidae天牛科,Anaches白紋長角_天牛屬,yitingi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600181,Lycocerus yitingi,奕霆紋繪異菊虎,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cantharidae菊虎科,Lycocerus異菊虎屬,yitingi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600182,Foveoleberis ymchengi,鄭氏坑面介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Xestoleberididae光面介科,Foveoleberis坑面介屬,ymchengi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600183,Ectinohoplia yoi,鮮藍姬長腳金龜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Scarabaeidae金龜子科,Ectinohoplia姬長腳金龜屬,yoi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600184,Guildfordia yoka,長棘星螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Archaeogastropoda原始腹足目,Turbinidae蠑螺科,Guildfordia,yoka,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600185,Pylaisiadelpha yokohamae,短葉毛錦苔,,Plantae植物界,Bryophyta苔類植物門,Bryopsida苔綱,Hypnales灰苔目,Sematophyllaceae錦苔科,Pylaisiadelpha毛綿苔屬,yokohamae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600186,Acalolepta yokoyamai,橫山氏絨毛天牛,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Cerambycidae天牛科,Acalolepta絨毛天牛屬,yokoyamai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600187,Fissidentalium yokoyamai,橫山象牙貝,,Animalia動物界,Mollusca軟體動物門,Scaphopoda掘足綱,Dentalioida象牙貝目,Dentaliidae象牙貝科,Fissidentalium細稜象牙貝屬,yokoyamai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600188,Nuculana yokoyamai,橫山彎錦蛤,,Animalia動物界,Mollusca軟體動物門,Bivalvia雙殼綱,Nuculoida彎錦蛤目,Nuculanidae彎錦蛤科,Nuculana彎錦蛤屬,yokoyamai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600189,Papyriscala yokoyamai,橫山海螄螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Heterogastropoda異腹足目,Epitoniidae海螄螺科,Papyriscala,yokoyamai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600190,Strongylium yokoyamai,橫山長迴木蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Tenebrionidae擬步行蟲科,Strongylium長迴木蟲屬,yokoyamai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600191,Toxoscelus yokoyamai,臺灣栗吉丁蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Buprestidae吉丁蟲科,Toxoscelus栗吉丁蟲屬,yokoyamai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600192,Neritina yoldi,齒紋蜑螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Archaeogastropoda原始腹足目,Neritidae蜑螺科,Neritina河蜑螺屬,yoldi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600193,Macrocypris yolii,東洋巨星介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Macrocyprididae巨星介科,Macrocypris巨星介屬,yolii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600194,Mutilus yolii,要離短蜂介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Hemicytheridae半花介科,Mutilus短蜂介屬,yolii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600195,Macrosiphoniella (Asterobium) yomenae,大艾草蚜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Aphididae常蚜科,Macrosiphoniella (Asterobium),yomenae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600196,Macrosiphoniella yomogifoliae,東亞艾草蚜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hemiptera半翅目,Aphididae常蚜科,Macrosiphoniella小長管蚜屬,yomogifoliae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600197,Simulium (Wallacellum) yonakuniense,蘭嶼蚋,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Simuliidae蚋科,Simulium (Wallacellum)蚋屬 (華氏蚋亞屬),yonakuniense,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600198,Enicospilus yonezawanus,米澤細顎姬蜂,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Hymenoptera膜翅目,Ichneumonidae姬蜂科,Enicospilus細顎姬蜂屬,yonezawanus,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600199,Aurila yongchiena,用間耳介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Hemicytheridae半花介科,Aurila耳介屬,yongchiena,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600200,Acropora yongei,楊氏軸孔珊瑚,,Animalia動物界,Cnidaria刺胞動物門,Anthozoa珊瑚蟲綱,Scleractinia石珊瑚目,Acroporidae軸孔珊瑚科,Acropora軸孔珊瑚屬,yongei,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600201,Bryaninops yongei,勇氏珊瑚_虎;頦突珊瑚_虎魚;頦突珊瑚_虎,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Perciformes鱸形目,Gobiidae_虎科,Bryaninops珊瑚_虎屬,yongei,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600202,Parakrithella yongjianga,用將小副克里介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Cytherideidae荊花介科,Parakrithella小副克里介屬,yongjianga,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600203,Hanaiborchella yongsuensis,雲水花井介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Cytheridae浪花介科,Hanaiborchella花井介屬,yongsuensis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600204,Nembrotha yonowae,優腦多角海蛞蝓,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Nudibranchia裸鰓目,Polyceridae多角海牛科,Nembrotha,yonowae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600205,Acontosceles yorioi,寄尾微泥蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Limnichidae微泥蟲科,Acontosceles,yorioi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600206,Dryopteris yoroii,玉山假複葉耳蕨,,Plantae植物界,Pteridophyta蕨類植物門,Filicopsida真蕨綱,Polypodiales水龍骨目,Dryopteridaceae鱗毛蕨科,Dryopteris鱗毛蕨屬,yoroii,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600207,Physiculus yoshidae,黑唇小褐鱈;黑唇鬚稚鱈;鱈魚,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Gadiformes鱈形目,Moridae稚鱈科,Physiculus小褐鱈屬,yoshidae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600208,Episinus yoshidai,吉田氏菱蛛,,Animalia動物界,Arthropoda節肢動物門,Arachnida蛛形綱,Araneae蜘蛛目,Theridiidae姬蛛科,Episinus菱蛛屬,yoshidai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600209,Lucinoma yoshidai,吉田滿月蛤,,Animalia動物界,Mollusca軟體動物門,Bivalvia雙殼綱,Veneroida簾蛤目,Lucinidae滿月蛤科,Lucinoma扁滿月蛤屬,yoshidai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600210,Pontiothauma yoshidai,吉田捲管螺,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Neogastropoda新腹足目,Turridae捲管螺科,Pontiothauma,yoshidai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600211,Antoculeora yoshimotoi,吉本金星夜蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Noctuidae夜蛾科,Antoculeora,yoshimotoi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600212,Diarsia yoshimotoi,吉本歹夜蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Noctuidae夜蛾科,Diarsia歹夜蛾屬,yoshimotoi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600213,Eupithecia yoshimotoi,吉本球果尺蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Geometridae尺蛾科,Eupithecia球果尺蛾屬,yoshimotoi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600214,Japanagromyza yoshimotoi,吉本東潛蠅;黑棍東潛蠅,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Agromyzidae潛蠅科,Japanagromyza東潛蠅屬,yoshimotoi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600215,Lygephila yoshimotoi,吉本影裳蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Erebidae裳蛾科,Lygephila,yoshimotoi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600216,Trichopterigia yoshimotoi,吉本洱尺蛾;妖洱尺蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Geometridae尺蛾科,Trichopterigia洱尺蛾屬,yoshimotoi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600217,Lobaria yoshimurae,吉村肺衣,,Fungi真菌界,Ascomycota子囊菌門,Ascomycetes子囊菌綱,Peltigerales地卷菌目,Lobariaceae肺衣科,Lobaria肺衣屬,yoshimurae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600218,Scrophularia yoshimurae,雙鋸齒玄參;雙鋸葉玄參,,Plantae植物界,Tracheophyta維管束植物門,Magnoliopsida木蘭綱,Lamiales唇形目,Scrophulariaceae玄參科,Scrophularia玄參屬,yoshimurae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600219,Moneta yoshimurai,古村氏短跗菱蛛,,Animalia動物界,Arthropoda節肢動物門,Arachnida蛛形綱,Araneae蜘蛛目,Theridiidae姬蛛科,Moneta跗菱蛛屬,yoshimurai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600220,Asplenium yoshinagae,斜葉鐵角蕨;胎生鐵角蕨,,Plantae植物界,Pteridophyta蕨類植物門,Filicopsida真蕨綱,Polypodiales水龍骨目,Aspleniaceae鐵角蕨科,Asplenium鐵角蕨屬,yoshinagae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600221,Elaphoglossum yoshinagae,舌蕨,,Plantae植物界,Pteridophyta蕨類植物門,Filicopsida真蕨綱,Polypodiales水龍骨目,Lomariopsidaceae蘿蔓藤蕨科,Elaphoglossum舌蕨屬,yoshinagae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600222,Melampsora yoshinagai,蕘花柵_,,Fungi真菌界,Basidiomycota擔子菌門,Urediniomycetes_菌綱,Uredinales_菌目,Melampsoraceae柵_菌科,Melampsora柵_菌屬,yoshinagai,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600223,Acidiostigma yoshinoi,吉野實蠅,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Tephritidae果實蠅科,Acidiostigma,yoshinoi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600224,Cheilosia yoshinoi,吉野蚜蠅,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Diptera雙翅目,Syrphidae食蚜蠅科,Cheilosia緣蚜蠅屬,yoshinoi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600225,Stenotarsus yoshionis,蘭嶼窄跗偽瓢甲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Endomychidae偽瓢蟲科,Stenotarsus窄跗偽瓢蟲屬,yoshionis,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600226,Nymphicula yoshiyasui,吉安氏簑水螟,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Crambidae草螟科,Nymphicula,yoshiyasui,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600227,Neopanorpa youngi,楊氏新蠍蛉,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Mecoptera長翅目,Panorpidae蠍蛉科,Neopanorpa新蠍蛉屬,youngi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600228,Sinocythere yowdyi,誘敵震旦介,,Animalia動物界,Arthropoda節肢動物門,Ostracoda介形蟲綱,Podocopida速足介目,Trachyleheridae粗面介科,Sinocythere震旦介屬,yowdyi,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600229,Amphirhopalum ypsilon,人字雙棒蟲,,Protozoa原生生物界,Sarcomastigophora肉質鞭毛蟲門,Heliozoa真正太陽蟲綱,Polycystina多囊蟲目,Porodiscidae孔盤蟲科,Amphirhopalum雙棒蟲屬,ypsilon,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600230,Gymnothorax ypsilon,丫環裸胸鯙;褐首裸胸鱔;錢鰻;薯鰻;虎鰻;糬鰻,,Animalia動物界,Chordata脊索動物門,Actinopterygii條鰭魚綱,Anguilliformes鰻形目,Muraenidae鯙科,Gymnothorax裸胸鯙屬,ypsilon,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600231,Hypolamprus ypsilon,細紋窗蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Thyrididae網蛾科,Hypolamprus褐窗蛾屬,ypsilon,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600232,Rhodoneura ypsilon,細紋窗蛾,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Lepidoptera鱗翅目,Thyrididae網蛾科,Rhodoneura紋窗蛾屬,ypsilon,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600233,Thaumatoptyx ypsilonptyx,叉襞細煙管蝸牛,,Animalia動物界,Mollusca軟體動物門,Gastropoda腹足綱,Stylommatophora柄眼目,Clausiliidae煙管蝸牛科,Thaumatoptyx奇襞煙管蝸牛屬,ypsilonptyx,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600234,Agetocera yuae,素芳琉璃擬守瓜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Chrysomelidae金花蟲科,Agetocera琉璃擬守瓜屬,yuae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600235,Agonita  yuae,竹紅脈翅鐵甲蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Chrysomelidae金花蟲科,Agonita 脈翅鐵甲蟲屬,yuae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600236,Burumoseria yuae,黑緣布魯葉蚤,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Chrysomelidae金花蟲科,Burumoseria布魯葉蚤屬,yuae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600237,Clerotilia yuae,草山直守瓜,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Chrysomelidae金花蟲科,Clerotilia直守瓜屬,yuae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600238,Hemipyxis yuae,素芳溝腳葉蚤,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Chrysomelidae金花蟲科,Hemipyxis溝腳葉蚤屬,yuae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600239,Paraplotes yuae,余氏短胸螢金花蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Chrysomelidae金花蟲科,Paraplotes短胸螢金花蟲屬,yuae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600240,Sangariola yuae,條背細角葉蚤,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Chrysomelidae金花蟲科,Sangariola細角葉蚤屬,yuae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600241,Siemssenius yuae,余氏胸緣螢金花蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Chrysomelidae金花蟲科,Siemssenius胸緣螢金花蟲屬,yuae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
3600242,Sikkimia yuae,桃源地螢金花蟲,,Animalia動物界,Arthropoda節肢動物門,Insecta昆蟲綱,Coleoptera鞘翅目,Chrysomelidae金花蟲科,Sikkimia地螢金花蟲屬,yuae,中央研究院生物多樣性中心臺灣物種名錄http://taibnet.sinica.edu.tw/home.php,2018-08-30
