ID,英文名稱,中文名稱,圖片,語言,備註,更新日期
3245382,stile concitato {It.},激動的；感動的,,義,,2017-08-08
3245383,stile familiare {It.},慣用式,,義,,2017-08-08
3245384,stile galante {It.},優雅風格,,義,,2017-08-08
3245385,stile moderno {It.},新風格,,義,,2017-08-08
3245386,stile osservato {It.},嚴謹風格,,義,,2017-08-08
3245387,stile Palestriniano {It.},帕勒斯特利納風格,,義,,2017-08-08
3245388,stile rappresentativo {It.},表現風格,,義,,2017-08-08
3245389,stile recitativo {It.},吟誦調風格,,義,,2017-08-08
3245390,stile romano {It.},羅馬風格,,義,,2017-08-08
3245391,still {Ger.},平靜的；安靜的,,德,,2017-08-08
3245392,stilo {It.},風格,,義,,2017-08-08
3245393,Stimmbänder {Ger.},聲帶,,德,,2017-08-08
3245394,Stimmbildung {Ger.},發聲法,,德,,2017-08-08
3245395,Stimmbogen {Ger.},變音管,,德,,2017-08-08
3245396,Stimmbuch {Ger.},聲部譜,,德,,2017-08-08
3245397,Stimme {Ger.},人聲；聲部；人聲音栓,,法,,2017-08-08
3245398,Stimmführung {Ger.},聲部進行,,德,,2017-08-08
3245399,Stimmgabel {Ger.},音叉,,德,,2017-08-08
3245400,Stimmgattung {Ger.},聲音類別,,德,,2017-08-08
3245401,Stimmstock {Ger.},音柱,,德,,2017-08-08
3245402,Stimmtausch {Ger.},聲部交換,,德,,2017-08-08
3245403,Stimmumfang {Ger.},聲部音域；聲音音域,,德,,2017-08-08
3245404,Stimmung {Ger.},情調，氣氛；協調，調音,,德,,2017-08-08
3245405,Stimmwechsel {Ger.},變聲,,德,,2017-08-08
3245406,sting,振動音,,英,,2017-08-08
3245407,sting cymbal,刺鈸,,英,,2017-08-08
3245408,stingendo {It.},漸慢而弱；逐漸消失,,義,,2017-08-08
3245409,stinguendo {It.},漸慢而弱；逐漸消失,,義,,2017-08-08
3245410,stiracchiando {It.},拖延；漸慢,,義,,2017-08-08
3245411,stiracchiato {It.},拖延；漸慢,,義,,2017-08-08
3245412,stirando {It.},拖延；漸慢,,義,,2017-08-08
3245413,stirato {It.},拖延；漸慢,,義,,2017-08-08
3245414,stochastic music,隨機音樂,,英,,2017-08-08
3245415,Stochastische Musik {Ger.},隨機音樂,,德,,2017-08-08
3245416,stock arrange ( ment ),編曲分譜集,,英,,2017-08-08
3245417,Stockend {Ger.},中斷；停頓,,德,,2017-08-08
3245418,stop,音栓；按弦（絃）；塞奏｛管樂｝,,英,,2017-08-08
3245419,stopped,閉奏,,英,,2017-08-08
3245420,stopped note,閉奏音,,英,,2017-08-08
3245421,stopping,按弦（絃）；塞奏｛管樂｝,,英,,2017-08-08
3245422,storia della musica {It.},音樂史,,義,,2017-08-08
3245423,stornello {It.},托斯卡納風格歌曲,,義,,2017-08-08
3245424,stracciacalando {It.],喋喋不休的；饒舌的,,義,,2017-08-08
3245425,straccicalando {It.},拖延；漸慢,,義,,2017-08-08
3245426,straccinato {It.},拉出來,,義,,2017-08-08
3245427,straff {Ger.},緊的,,德,,2017-08-08
3245428,straight,照譜演奏,,英,,2017-08-08
3245429,stråkharpa {Se.},有弓豎琴,,瑞典,,2017-08-08
3245430,stranka,斯特蘭卡笛,,英,,2017-08-08
3245431,strascinando {It.},拖延；漸慢,,義,,2017-08-08
3245432,strascinato {It.},拖延的,,義,,2017-08-08
3245433,Strathspey,史塔斯培舞曲｛蘇格蘭｝,,英,,2017-08-08
3245434,stravagante {It.},奇異的,,義,,2017-08-08
3245435,stravaganza {It.},奇異曲,,義,,2017-08-08
3245436,Street piano,手搖鋼琴,,英,,2017-08-08
3245437,Streichinstrument {Ger.},擦弦樂器,,德,,2017-08-08
3245438,Streichklavier {Ger.},有弓鍵盤樂器,,德,,2017-08-08
3245439,Streichorchester {Ger.},弦樂團,,德,,2017-08-08
3245440,strenge Fuge {Ger.},嚴格復格,,德,,2017-08-08
3245441,Strenger Kanon {Ger.},嚴格卡農,,德,,2017-08-08
3245442,strenger Kontrapunkt {Ger.},嚴格對位,,德,,2017-08-08
3245443,strepitoso {It.},喧鬧的,,義,,2017-08-08
3245444,stress,重音,,英,,2017-08-08
3245445,stretto by augmentation,增值緊接進入,,英,,2017-08-08
3245446,stretto by diminution,減值緊接進入,,英,,2017-08-08
3245447,stretto by inversion,反向緊接進入,,英,,2017-08-08
3245448,stretto moestrale,巧妙緊接進入,,英,,2017-08-08
3245449,stretto {It.},緊接進入｛復格｝；緊接段；加速的；加緊的,,義,,2017-08-08
3245450,strict canon,嚴格卡農,,英,,2017-08-08
3245451,strict counterpoint,嚴格對位,,英,,2017-08-08
3245452,strict double counterpoint,嚴格複對位,,英,,2017-08-08
3245453,strict fugue,嚴格復格,,英,,2017-08-08
3245454,strict imitation,嚴格模仿,,英,,2017-08-08
3245455,stride modulation,跨越轉調,,英,,2017-08-08
3245456,stride relation,跨越關係,,英,,2017-08-08
3245457,Stride(piano),跨奏（爵士鋼琴）,,英,,2017-08-08
3245458,string,弦（絃）,,英,,2017-08-08
3245459,string duet,弦（絃）樂二重奏,,英,,2017-08-08
3245460,string duo,弦樂二重奏,,英,,2017-08-08
3245461,string instrument,絃樂器,,英,,2017-08-08
3245462,string orchestra,弦（絃）樂團,,英,,2017-08-08
3245463,string quartet,弦（絃）樂四重奏,,英,,2017-08-08
3245464,string quintet,弦（絃）樂五重奏,,英,,2017-08-08
3245465,string trio,弦（絃）樂三重奏,,英,,2017-08-08
3245466,string-toned stops,弦音音栓,,英,,2017-08-08
3245467,stringed instrument,弦樂器,,英,,2017-08-08
3245468,stringed instruments,弦（絃）樂器,,英,,2017-08-08
3245469,stringendo {It.},漸快；加緊的,,義,,2017-08-08
3245470,strings,弦（絃）樂器,,英,,2017-08-08
3245471,strisciando {It.},滑動地；滑奏；擦奏｛擊樂｝,,義,,2017-08-08
3245472,strisciato {It.},平滑的,,義,,2017-08-08
3245473,stroboscope,轉速測量器,,英,,2017-08-08
3245474,Stroh violin,史特洛小提琴,,英,,2017-08-08
3245475,stromento {It.},樂器,,義,,2017-08-08
3245476,strong accent,強重音,,英,,2017-08-08
3245477,strong chord of the key,主要和絃,,英,,2017-08-08
3245478,Strophenlied {Ger.},反復歌；詩節式歌曲,,德,,2017-08-08
3245479,strophic bass,反復低音,,英,,2017-08-08
3245480,strophic song,詩節式歌曲；反復歌；反覆歌,,英,,2021-01-28
3245481,struck string instrument,擊弦樂器,,英,,2017-08-08
3245482,structure,結構,,英,,2017-08-08
3245483,strumentazione {It.},配器法,,義,,2017-08-08
3245484,Strumente a percussione {It.},擊樂器,,義,,2017-08-08
3245485,strumenti a tastriera {It.},鍵盤樂器,,義,,2017-08-08
3245486,strumenti d`ottone {It.},銅管樂器,,義,,2017-08-08
3245487,strumentini di legno {It.},木管樂器,,義,,2017-08-08
3245488,strumento a corda {It.},弦樂器,,義,,2017-08-08
3245489,strumento a fiato {It.},管樂器,,義,,2017-08-08
3245490,strumento ad ancia {It.},簧樂器,,義,,2017-08-08
3245491,strumento d'acciaio,軍樂鐵琴,,義,,2017-08-08
3245492,strumento elettronico {It.},電子樂器,,義,,2017-08-08
3245493,strumento {It.},樂器,,義,,2017-08-08
3245494,strutt {Amer.},闊步舞,,美,,2017-08-08
3245495,Stück {Ger.},小曲；小品,,德,,2017-08-08
3245496,student's fugue,見習復格,,英,,2017-08-08
3245497,study,練習曲,,英,,2017-08-08
3245498,Stufe {Ger.},音級,,德,,2017-08-08
3245499,Stufenschritt {Ger.},級進,,德,,2017-08-08
3245500,Stundenoffizium {Ger.},日課,,德,,2017-08-08
3245501,Sturm und Drang {Ger.},狂飆運動,,德,,2017-08-08
3245502,stürmend {Ger.},如暴風雨的,,德,,2017-08-08
3245503,stürmisch {Ger.},如暴風的,,德,,2017-08-08
3245504,Stürtze {Ger.},鐘形口｛管樂器｝,,德,,2017-08-08
3245505,Stürze {Ger.},號角口,,德,,2017-08-08
3245506,style,風格,,英,,2017-08-08
3245507,style analysis,風格分析,,英,,2017-08-08
3245508,style brisé {Fr.},琶音風格,,法,,2017-08-08
3245509,style galant {Fr.},優雅風格,,法,,2017-08-08
3245510,style Palestrinien {Fr.},帕勒斯特利納風格,,法,,2017-08-08
3245511,suave {Sp.},柔和的,,西,,2017-08-08
3245512,sub-bass clef,下低音譜號,,英,,2017-08-08
3245513,sub-octave coupler,低八度聯鍵音栓（管風琴）,,英,,2017-08-08
3245514,Subbassschlüssel {Ger.},下低音譜號,,德,,2017-08-08
3245515,subcontra-octave,下二點八度(音域),,英,,2017-08-08
3245516,subdiapente {Gr.},下五度音程,,希,,2017-08-08
3245517,subdominant,下屬音,,英,,2017-08-08
3245518,subdominant harmony,下屬和弦,,英,,2017-08-08
3245519,subdominant key,下屬調,,英,,2017-08-08
3245520,subdominant seventh,下屬七和弦（絃）,,英,,2017-08-08
3245521,subdominant triad,下屬三和弦,,英,,2017-08-08
3245522,Subdominante {Ger.},下屬音,,德,,2017-08-08
3245523,Subdominantharmonie {Ger.},下屬和弦,,德,,2017-08-08
3245524,Subdominantparallele {Ger.},上主音,,德,,2017-08-08
3245525,Subdominanttonart {Ger.},下屬音,,德,,2017-08-08
3245526,subharmonics,下行泛音,,英,,2017-08-08
3245527,subito {It.},立即的,,義,,2017-08-08
3245528,subject,主題,,英,,2017-08-08
3245529,subject theme,主題,,,,2017-08-08
3245530,Subkontra-Oktave {Ger.},下二點八度(音域),,德,,2017-08-08
3245531,submediant,下中音,,英,,2017-08-08
3245532,submediant chord,下中音和弦,,英,,2017-08-08
3245533,submediant seventh,下中七音弦（絃）,,英,,2017-08-08
3245534,submediant triad,下中三和弦（絃）,,英,,2017-08-08
3245535,Submediante {Ger.},下中音,,德,,2017-08-08
3245536,submotive,副動機,,英,,2017-08-08
3245537,subordinate chord,副和聲；副和弦（絃）,,英,,2017-08-08
3245538,subordinate chord of the seventh,副七和弦（絃）,,英,,2017-08-08
3245539,subordinate scale-step,副音,,英,,2017-08-08
3245540,subordinate triad,副三和弦（絃）,,英,,2017-08-08
3245541,substitution chord,替代和弦,,英,,2017-08-08
3245542,subtonic,下主音,,英,,2017-08-08
3245543,successive counterpoint,連續對位,,英,,2017-08-08
3245544,successive fifths,連續五度,,英,,2017-08-08
3245545,successive leaps,連續跳進,,英,,2017-08-08
3245546,successive octaves,連續八度,,英,,2017-08-08
3245547,successive passing-notes,連續經過音,,英,,2017-08-08
3245548,successive sixths,連續六度,,英,,2017-08-08
3245549,successive thirds,連續三度,,英,,2017-08-08
3245550,sucu-sucu {Sp.},蘇固－蘇固舞曲,,西,,2017-08-08
3245551,sudden modulation,突然轉調,,英,,2017-08-08
3245552,sudrophone,蘇德羅號,,英,,2017-08-08
3245553,suffocato {It.},窒息的,,義,,2017-08-08
3245554,suite {Fr.},組曲,,英˙法,,2017-08-08
3245555,Suite {Ger.},組曲,,德,,2017-08-08
3245556,suivez {Fr.},跟隨獨奏（唱）,,法,,2017-08-08
3245557,sujet principal {Fr.},主要主題,,法,,2017-08-08
3245558,sul G,G 弦（絃）奏,,義,,2017-08-08
3245559,sul ponticello {It.},近琴橋奏；近琴馬奏,,義,,2017-08-08
3245560,sul tasto {It.},近指板奏,,義,,2017-08-08
3245561,suling {Id.},蘇林笛,,印尼,,2017-08-08
3245562,sulla tastiera {It.},近指板奏,,義,,2017-08-08
3245563,Summation tone,加音,,英,,2017-08-08
3245564,Summstimme {Ger.},哼唱；閉口唱,,德,,2017-08-08
3245565,suo {It.},本來的,,義,,2017-08-08
3245566,suonare a prima vista {It.},視奏,,義,,2017-08-08
3245567,suoni armonici {It.},泛音,,義,,2017-08-08
3245568,suoni naturali {It.},自然音,,義,,2017-08-08
3245569,suono armonico,泛音；倍音,,義,,2017-08-08
3245570,suono di combinazione {It.},合成音,,義,,2017-08-08
3245571,suono estraneo all'armonia {It.},和聲外音；非和弦（絃）音,,義,,2017-08-08
3245572,suono fondamentale {It.},基音,,義,,2017-08-08
3245573,suòno fondamentale {It.},根音；基音,,義,,2017-08-08
3245574,suono pedale {It.},基音；持續音,,義,,2017-08-08
3245575,suono puro {It.},純音,,義,,2017-08-08
3245576,suono {It.},聲音,,義,,2017-08-08
3245577,super-octave coupler,高八度聯鍵音栓（管風琴）,,英,,2017-08-08
3245578,superbo {It.},壯麗的；高傲的,,義,,2017-08-08
3245579,supertonic,上主音,,英,,2017-08-08
3245580,supertonic seventh,上主七和弦（絃）,,英,,2017-08-08
3245581,supertonic seventh chord,上主七和弦（絃）,,英,,2017-08-08
3245582,supertonic triad,上主三和弦（絃）,,英,,2017-08-08
3245583,supplementary tone,加音,,英,,2017-08-08
3245584,suppliant {Fr.},哀求的；懇求的,,法,,2017-08-08
3245585,supprimer {Fr.},取消,,法,,2017-08-08
3245586,Supprimez la sourdine {Fr.},加弱音器,,法,,2017-08-08
3245587,supprimez {Fr.},取消,,法,,2017-08-08
3245588,sur la touche {Fr.},近指板奏,,法,,2017-08-08
3245589,sur le chevalet {Fr.},近琴橋奏；近琴馬奏,,法,,2017-08-08
3245590,surdité musicale {Fr.},音痴；音盲,,法,,2017-08-08
3245591,sus-tonique {Fr.},上主音,,法,,2017-08-08
3245592,Suspended cadence,延留終止,,英,,2017-08-08
3245593,suspended cymbal,吊鈸,,英,,2017-08-08
3245594,suspended fourth,四度掛留音,,英,,2017-08-08
3245595,suspended ninth,九度掛留音,,英,,2017-08-08
3245596,suspended seventh,七度掛留音,,英,,2017-08-08
3245597,suspended sixth,六度掛留音,,英,,2017-08-08
3245598,suspension of chord,掛留和弦（絃）,,英,,2017-08-08
3245599,suspension of fourth,四度掛留音,,英,,2017-08-08
3245600,suspension of ninth,九度掛留音,,英,,2017-08-08
3245601,suspension of seventh,七度掛留音,,英,,2017-08-08
3245602,suspension of sixth,六度掛留音,,英,,2017-08-08
3245603,suspension simultanée {Fr.},雙掛留音,,法,,2017-08-08
3245604,suspension {Fr.},掛留音,,英˙法,,2017-08-08
3245605,süss {Ger.},甜蜜的；甜美的,,德,,2017-08-08
3245606,sussurrando {It.},輕聲細語的,,義,,2017-08-08
3245607,sussurrante {It.},輕聲細語的,,義,,2017-08-08
3245608,sustained part,持續音,,英,,2017-08-08
3245609,sustaining pedal,中踏瓣；持音踏瓣,,英,,2017-08-08
3245610,susurrando {It.},低語般的；低語的,,義,,2017-08-08
3245611,susurrante {It.},低語般的；低語的,,義,,2017-08-08
3245612,Sutufenschritt {Ger.},級進,,德,,2017-08-08
3245613,svegliando {It.},清醒的；活潑的；機警的,,義,,2017-08-08
3245614,svegliato {It.},清醒的；活潑的；機警的,,義,,2017-08-08
3245615,svelto {It.},靈敏的,,義,,2017-08-08
3245616,svolgimento {It.},發展部,,義,,2017-08-08
3245617,swell,力度變化裝置｛管風琴｝,,英,,2017-08-08
3245618,Swell box,增音箱；增音器,,英,,2017-08-08
3245619,swell organ,變音器管群（管風琴）,,英,,2017-08-08
3245620,Swing,搖擺樂,,英,,2017-08-08
3245621,switch,條刷,,英,,2017-08-08
3245622,syllabe {Fr.},音節,,法,,2017-08-08
3245623,syllabic style,音節風格,,英,,2017-08-08
3245624,syllable,音節,,英,,2017-08-08
3245625,syllable names,唱名,,英,,2017-08-08
3245626,Symbolism,象徵主義,,英,,2017-08-08
3245627,Symbolisme {Fr.},象徵主義,,法,,2017-08-08
3245628,Symbolismus {Ger.},象徵主義,,德,,2017-08-08
3245629,sympathetic resonance,同和共鳴,,英,,2017-08-08
3245630,sympathetic strings,共鳴弦（絃）,,英,,2017-08-08
3245631,sympathetic vibration,共振,,英,,2017-08-08
3245632,symphonia,交響曲；輪擦提琴（中世紀）,,英,,2017-08-08
3245633,symphonic jazz,交響爵士樂,,英,,2017-08-08
3245634,symphonic orchestra,交響樂團,,英,,2017-08-08
3245635,symphonic poem,交響詩,,英,,2017-08-08
3245636,symphonic suite,交響組曲,,英,,2017-08-08
3245637,symphonie concertante {Fr.},協奏交響曲,,法,,2017-08-08
3245638,symphonie {Fr.},交響曲,,法,,2017-08-08
3245639,Symphonie {Ger.},交響曲,,德,,2017-08-08
3245640,Symphoniekantate {Ger.},頌歌,,德,,2017-08-08
3245641,symphonische Dichtung {Ger.},交響詩,,德,,2017-08-08
3245642,symphony,交響曲,,英,,2017-08-08
3245643,symphony orchestra,交響樂團,,英,,2017-08-08
3245644,synaesthesia,共感覺；聯覺,,英,,2017-08-08
3245645,Synästhesie {Ger.},共感覺；聯覺,,德,,2017-08-08
3245646,syncopation,切分法；切分音,,英,,2017-08-08
3245647,syncope {Fr.},切分法；切分音,,法,,2017-08-08
3245648,synemmenon {Gr.},附加四音組,,希,,2017-08-08
3245649,synesthésie {Fr.},共感覺；聯覺,,法,,2017-08-08
3245650,Synkope {Ger.},切分法；切分音,,德,,2017-08-08
3245651,synonym,等音奏法,,英,,2017-08-08
3245652,synthesizer,合成器,,英,,2017-08-08
3245653,syntonic comma,共振音差,,英,,2017-08-08
3245654,syntonisches Komma {Ger.},共振音差,,德,,2017-08-08
3245655,Syrian Chant,敘利亞聖歌,,英,,2017-08-08
3245656,syrinx {Fr.},排簫，潘神簫,,法,,2017-08-08
3245657,Syrischer Kirchengesang {Ger.},敘利亞聖歌,,德,,2017-08-08
3245658,system,譜表,,英,,2017-08-08
3245659,systema teleion elasson {Gr.},小完全音階系統,,希,,2017-08-08
3245660,systema teleion meizon {Gr.},大完全音階組織,,希,,2017-08-08
3245661,systema teleion {Gr.},完全音階組織,,希,,2017-08-08
3245662,Système Boehm {Fr.},貝姆式鍵制,,法,,2017-08-08
3245663,Tabl,鼓,,印度,,2017-08-08
3245664,tabla,塔布拉鼓｛印度｝,,印度,,2017-08-08
3245665,tablature,指法譜,,英,,2017-08-08
3245666,table d'harmonie {Fr.},音響板；共鳴板,,法,,2017-08-08
3245667,table music,宴樂,,英,,2017-08-08
3245668,table {Fr.},面板,,法,,2017-08-08
3245669,tabor,塔波鼓,,英,,2017-08-08
3245670,tace {It.},停止演奏,,義,,2017-08-08
3245671,tacet {Lat.},停止演奏,,拉,,2017-08-08
3245672,tactus {Lat.},拍；打拍；全音符,,拉,,2017-08-08
3245673,Tafelklavier {Ger.},桌上型鍵琴,,德,,2017-08-08
3245674,Tafelmusik {Ger.},宴樂,,德,,2017-08-08
3245675,Tagelied {Ger.},晨歌,,德,,2017-08-08
3245676,tail,符尾,,英,,2017-08-08
3245677,Tail-pin,尾針｛琴腳｝,,英,,2017-08-08
3245678,tailgate {Amer.},尾門,,美,,2017-08-08
3245679,taille {Fr.},中音,,法,,2017-08-08
3245680,tailpiece,扣弦（絃）板；繫弦（絃）板,,英,,2017-08-08
3245681,Takasagozoku,高砂族（臺灣原住民）,,英,,2017-08-08
3245682,Takt {Ger.},小節；拍,,德,,2017-08-08
3245683,Taktart {Ger.},拍子,,德,,2017-08-08
3245684,Taktstock {Ger.},指揮棒,,德,,2017-08-08
3245685,Taktstrich {Ger.},小節線；縱線,,德,,2017-08-08
3245686,Taktteil {Ger.},拍,,德,,2017-08-08
3245687,Taktvorzeichen {Ger.},拍子記號,,德,,2017-08-08
3245688,Taktvorzeichnung {Ger.},拍子記號,,德,,2017-08-08
3245689,Tâla,塔拉拍節法｛印度｝,,印度,,2017-08-08
3245690,Tâlam,塔蘭鈸｛印度｝,,印度,,2017-08-08
3245691,talea {Lat.},反復節奏型,,拉,,2017-08-08
3245692,talharpa,塔爾哈帕琴,,愛沙尼亞,,2017-08-08
3245693,talon {Fr.},弓根,,法,,2017-08-08
3245694,tam-tam,鑼,,英,,2017-08-08
3245695,tamborito {Sp.},唐波里多舞曲,,西,,2017-08-08
3245696,tambour de basque {Fr.},鈴鼓,,法,,2017-08-08
3245697,tambour de bois {Fr.},木縫鼓,,法,,2017-08-08
3245698,tambour militaire {Fr.},軍鼓,,法,,2017-08-08
3245699,tambour {Fr.},鼓,,法,,2017-08-08
3245700,tambourin chinois {Fr.},中國花鼓,,法,,2017-08-08
3245701,tambourin de provence {Fr.},普羅旺斯鼓,,法,,2017-08-08
3245702,tambourin {Ger.},鈴鼓,,德,,2017-08-08
3245703,tambourine,鈴鼓,,英,,2017-08-08
3245704,tambrito,蕩波裏多舞曲（西班牙舞曲）,,英,,2017-08-08
3245705,tambrito {Sp.},唐波里多舞曲,,西,,2017-08-08
3245706,tambūrā {In.},丹布拉琴,,印度,,2017-08-08
3245707,tamburello {It.},鈴鼓,,義,,2017-08-08
3245708,Tamburin {Ger.},鈴鼓,,德,,2017-08-08
3245709,tamburino {It.},鈴鼓,,義,,2017-08-08
3245710,tamburo piccolo {It.},小鼓,,義,,2017-08-08
3245711,tamburo {It.},鼓,,義,,2017-08-08
3245712,tamburone {It.},大鼓,,義,,2017-08-08
3245713,tampon {Fr.},雙頭鼓槌；雙頭鼓棒,,英˙法,,2017-08-08
3245714,Tampon {Ger.},雙頭鼓槌；雙頭鼓棒,,德,,2017-08-08
3245715,tampone {It.},雙頭鼓槌；雙頭鼓棒,,義,,2017-08-08
3245716,Tan-kum {Kp.},揚琴,,朝鮮,,2017-08-08
3245717,tangent,楔槌｛古鋼琴｝,,英,,2017-08-08
3245718,Tangente {Ger.},楔槌｛古鋼琴｝,,德,,2017-08-08
3245719,Tango flamenco {Sp.},弗拉門哥探戈,,西,,2017-08-08
3245720,tango {Sp.},探戈舞曲｛阿根廷｝,,西,,2017-08-08
3245721,tanto {It.},如此；這樣多；許多,,義,,2017-08-08
3245722,tantum ergo {Lat.},聖體頌,,拉,,2017-08-08
3245723,Tanzmeistergeige {Ger.},袖珍小提琴,,德,,2017-08-08
3245724,Tanzmusik {Ger.},舞曲,,德,,2017-08-08
3245725,Tanzsuite {Ger.},舞蹈組曲,,德,,2017-08-08
3245726,tap box,木魚,,英,,2017-08-08
3245727,tapa {Sp.},面板,,西,,2017-08-08
3245728,tape recorder,磁帶錄音機,,英,,2017-08-08
3245729,tarantella {It.},塔朗泰拉舞曲,,義,,2017-08-08
3245730,tarbouka,塔布卡鼓,,英,,2017-08-08
3245731,tardamente {It.},漸慢；延緩的,,義,,2017-08-08
3245732,tardando {It.},降慢速度,,義,,2017-08-08
3245733,tardo {It.},慢的,,義,,2017-08-08
3245734,tárogató {Hu.},塔羅加托管（匈牙利嗩吶）,,匈,,2017-08-08
3245735,tartini's tones,塔悌尼音,,英,,2017-08-08
3245736,Taschengeige {Ger.},袖珍小提琴,,德,,2017-08-08
3245737,Taschenpartitur {Ger.},袖珍總譜,,德,,2017-08-08
3245738,Taste {Ger.},鍵；琴鍵,,德,,2017-08-08
3245739,Tasteninstrument {Ger.},鍵盤樂器,,德,,2017-08-08
3245740,tastiera {It.},鍵盤；指板,,義,,2017-08-08
3245741,tasto bianco {It.},白鍵,,義,,2017-08-08
3245742,tasto nero {It.},黑鍵,,義,,2017-08-08
3245743,tasto solo {It.},單音奏,,義,,2017-08-08
3245744,tasto {It.},琴鍵；指板,,義,,2017-08-08
3245745,tattoo,歸營號；熄燈號,,英,,2017-08-08
3245746,tavola armonica {It.},音響板；共鳴板,,義,,2017-08-08
3245747,Te Deum Laudamus {Lat.},感恩頌歌,,拉,,2017-08-08
3245748,Te Deum {Lat.},感恩頌歌,,拉,,2017-08-08
3245749,teatro dell'opera {It.},歌劇院,,義,,2017-08-08
3245750,tedesca {It.},德國舞曲,,義,,2017-08-08
3245751,tedesco {It.},德國舞曲,,義,,2017-08-08
3245752,telephone theory,電話論,,英,,2017-08-08
3245753,Telephontheorie {Ger.},電話論,,德,,2017-08-08
3245754,telyn,豎琴｛威爾斯｝,,英,,2017-08-08
3245755,tema {It.}{Sp.},主題,,義˙西,,2017-08-08
3245756,temperament,調律法；音律,,英,,2017-08-08
3245757,tempérament égal {Fr.},平均律,,法,,2017-08-08
3245758,tempérament inégal {Fr.},不等分平均律,,法,,2017-08-08
3245759,tempérament {Fr.},調律法；音律,,法,,2017-08-08
3245760,temperamento equabile {It.},平均律,,義,,2017-08-08
3245761,temperamento inequabile {It.},不等分平均律,,義,,2017-08-08
3245762,temperamento {It.},調律法；音律,,義,,2017-08-08
3245763,Temperatur {Ger.},調律法；音律,,德,,2017-08-08
3245764,tempered scale,平均律音階,,英,,2017-08-08
3245765,tempered tone,平均律音,,英,,2017-08-08
3245766,tempest,暴風雨,,英,,2017-08-08
3245767,tempestoso {It.},暴風雨似的,,義,,2017-08-08
3245768,temple block,中國木魚,,英,,2017-08-08
3245769,tempo,速度,,義,,2017-08-08
3245770,tempo a piacere {It.},任意速度,,義,,2017-08-08
3245771,Tempo ad libitum {It.},自由速度,,義,,2017-08-08
3245772,tempo alla breve {It.},二二拍子,,義,,2017-08-08
3245773,Tempo Bezeichnung {Ger.},速度記號,,德,,2017-08-08
3245774,tempo comodo {It.},適意速度,,義,,2017-08-08
3245775,tempo debole {It.},弱拍,,義,,2017-08-08
3245776,tempo di ballo {It.},舞蹈速度,,義,,2017-08-08
3245777,tempo di Gavotte {It.},嘉禾舞曲速度,,義,,2017-08-08
3245778,tempo di Marcia {It.},進行曲速度,,義,,2017-08-08
3245779,tempo di minuetto {It.},小步舞曲速度,,義,,2017-08-08
3245780,tempo di polacca {It.},波蘭舞曲速度｛義｝,,義,,2017-08-08
3245781,tempo di valse {It.},圓舞曲速度｛義｝,,義,,2017-08-08
3245782,tempo dispari {It.},奇數拍子,,義,,2017-08-08
3245783,tempo due-metà {It.},二二拍子,,義,,2017-08-08
3245784,tempo due-quarti {It.},二四拍子,,義,,2017-08-08
3245785,tempo giusto {It.},精確速度,,義,,2017-08-08
3245786,tempo mark,速度記號,,英,,2017-08-08
3245787,tempo ordinario {It.},適中速度,,義,,2017-08-08
3245788,tempo pari {It.},偶數拍子,,義,,2017-08-08
3245789,tempo primo {It.},初速度,,義,,2017-08-08
3245790,tempo quarttro-tre {It.},三四拍子,,義,,2017-08-08
3245791,tempo quattro-quarti {It.},四四拍子,,義,,2017-08-08
3245792,tempo rubato {It.},彈性速度；伸縮速度,,義,,2017-08-08
3245793,tempo tre-mezzi {It.},三二拍子,,義,,2017-08-08
3245794,tempo tre-quarti {It.},三四拍子,,義,,2017-08-08
3245795,tempo [misura] sei-ottavi {It.},六八拍子,,義,,2017-08-08
3245796,temporary modulation,臨時轉調,,英,,2017-08-08
3245797,temps binaire {Fr.},偶數拍子,,法,,2017-08-08
3245798,temps faible {Fr.},弱拍,,法,,2017-08-08
3245799,temps fort {Fr.},強拍,,法,,2017-08-08
3245800,temps musical {Fr.},音樂時間,,法,,2017-08-08
3245801,temps ternaire {Fr.},奇數拍子,,法,,2017-08-08
3245802,tempus imperfectum {Lat.},不完全節拍,,拉,,2017-08-08
3245803,tempus perfectum {Lat.},完全節拍,,拉,,2017-08-08
3245804,tempus {Lat.},速度｛拉｝,,拉,,2017-08-08
3245805,tendre {Fr.},柔和的,,法,,2017-08-08
3245806,tenebrae {Lat.},黑夜讚美詩,,拉,,2017-08-08
3245807,tenebroso {It.},黑暗的；陰沉的,,義,,2017-08-08
3245808,tenendo {It.},持續的,,義,,2017-08-08
3245809,teneramente {It.},溫柔的,,義,,2017-08-08
3245810,tenerezza {It.},親愛的；溫柔的,,義,,2017-08-08
3245811,tenero {It.},柔軟的,,義,,2017-08-08
3245812,teneroso {It.},柔軟的,,義,,2017-08-08
3245813,tenor,次中音；男高音,,英,,2017-08-08
3245814,tenor baritone,高男中音,,英,,2017-08-08
3245815,tenor C,次中音C,,英,,2017-08-08
3245816,tenor chiave,次中音譜號,,義,,2017-08-08
3245817,ténor clé {Fr.},次中音譜號,,法,,2017-08-08
3245818,tenor clef,次中音譜號,,英,,2017-08-08
3245819,tenor drum,次中音鼓,,英,,2017-08-08
3245820,tenor horn,次中音號,,英,,2017-08-08
3245821,tenor mass,定旋律彌撒曲,,英,,2017-08-08
3245822,tenor part,次中音部,,英,,2017-08-08
