ID,英文名稱,中文名稱,圖片,中國大陸譯名,備註,更新日期
2289902,diffusion current constant,擴散電流常數,,扩散电流常数,,2015-05-25
2289903,diffusion impedance,擴散阻抗,,扩散阻抗,,2015-05-25
2289904,diffusion layer,擴散層,,扩散层,,2015-05-25
2289905,diffusion limitation,擴散限制,,扩散限制,,2015-05-25
2289906,diffusion overpotential,擴散過電位,,扩散过电势,,2015-05-25
2289907,diffusion potential,擴散電位,,扩散电势,,2015-05-25
2289908,diffusion-controlled rate,擴散控制速率,,扩散控制速率,,2015-05-25
2289909,diffusion-ordered spectroscopy {= DOSY},擴散排序譜,,扩散排序谱,,2015-05-25
2289910,difunctional initiator,雙官能引發劑,,双官能引发剂,,2015-05-25
2289911,digestion,消化；浸提；蒸煮,,消化,,2015-05-25
2289912,digitoxin,毛地黃毒苷,,毛地黄毒苷,,2015-05-25
2289913,digonal carbon,線型碳,,直线型碳,,2015-05-25
2289914,digonal hybridization,線型混成[作用],,直线型杂化,,2015-05-25
2289915,dihedral angle,二面角,,二面角,,2015-05-25
2289916,dihydride catalyst,雙氫觸媒；雙氫催化劑,,双氢催化剂,,2015-05-25
2289917,dihydroazete,二氫氮唉；氮環丁烯,,氮杂环丁烯,,2015-05-25
2289918,dihydroflavone,二氫黄酮,,二氢黄酮,,2015-05-25
2289919,dihydroflavonol,二氫黄酮醇,,二氢黄酮醇,,2015-05-25
2289920,dihydroisoflavone,二氫異黄酮,,二氢异黄酮,,2015-05-25
2289921,dihydroxylation,雙羥化[作用],,双羟基化反应,,2015-05-25
2289922,diisotactic polymer,雙同排聚合物,,双全同立构聚合物,,2015-05-25
2289923,dilignan,雙木脂體,,双木脂体,,2015-05-25
2289924,dilution,稀釋,,稀释,,2015-05-25
2289925,dimer,二聚物,,二聚体,,2015-05-25
2289926,dimeric ion,二聚離子,,二聚离子,,2015-05-25
2289927,dimerization,二聚合[作用],,二聚,,2015-05-25
2289928,dimethyl silicone rubber,二甲基矽氧橡膠,,二甲基硅橡胶,,2015-05-25
2289929,diode-array detector,二極體陣列偵檢器,,二极管阵列检测器,,2015-05-25
2289930,diol,二醇；二元醇,,二醇,,2015-05-25
2289931,dioxane,二【口咢】烷；二【口山】,,"1,4-二氧杂环己烷，二噁烷",,2015-05-25
2289932,dioxirane,二氧環丙烷；二氧【口元】,,二氧杂环丙烷,,2015-05-25
2289933,diphenylamine blue,二苯胺藍,,二苯胺蓝,,2015-05-25
2289934,diphenylcarbazone,二苯卡腙,,二苯卡巴腙,,2015-05-25
2289935,dipolar cycloaddition,偶極環加成,,偶极环加成,,2015-05-25
2289936,dipole-dipole interaction,偶極-偶極交互作用,,偶极-偶极相互作用,,2015-05-25
2289937,diprotic acid,二質子酸；雙質子酸,,二元酸,,2015-05-25
2289938,diradical,雙自由基,,双自由基,,2015-05-25
2289939,direct chemical ionazation,直接化學游離,,直接化学电离,,2015-05-25
2289940,direct current arc source,直流電弧光源,,直流电弧光源,,2015-05-25
2289941,direct current plasma source,直流電漿光源,,直流等离子体光源,,2015-05-25
2289942,direct current polarography,直流極譜法,,直流极谱法,,2015-05-25
2289943,direct current voltammetry,直流伏安法,,直流伏安法,,2015-05-25
2289944,direct fission yield,直接分裂產率,,直接裂变产额,,2015-05-25
2289945,direct injection enthalpimetry {= DIE},直接進樣焓[熱]分析法,,直接进样量热分析,,2015-05-25
2289946,direct methanol fuel cell {= DMFC},直接甲醇燃料電池,,直接甲醇燃料电池,,2015-05-25
2289947,direct probe,直接進樣探頭,,直接进样探头,,2015-05-25
2289948,direct radiation grafting,共輻射接枝,,共辐射接枝,,2015-05-25
2289949,direct reaction,直接反應,,直接反应,,2015-05-25
2289950,direction focusing,方向聚焦,,方向聚焦,,2015-05-25
2289951,disaccharide,雙醣,,二糖,,2015-05-25
2289952,discharge capacity,放電容量,,放电容量,,2015-05-25
2289953,discharge energy density,放電能量密度,,放电能量密度,,2015-05-25
2289954,discharge ionization,放電游離,,放电电离,,2015-05-25
2289955,discolour spectrophotometry,褪色分光光度法,,褪色分光光度法,,2015-05-25
2289956,discontinuous simultaneous techniques,非連續聯用技術,,非连续联用分析,,2015-05-25
2289957,discotic phase,盤狀相,,盘状相,,2015-05-25
2289958,discrete energy level,個別能階,,离散能级,,2015-05-25
2289959,discriminant analysis,鑑別分析；辨別分析,,判别分析,,2015-05-25
2289960,disilene,二矽烯,,硅硅烯，二硅烯,,2015-05-25
2289961,disilyne,二矽炔,,硅硅炔，二硅炔,,2015-05-25
2289962,dislocation,差排,,位错,,2015-05-25
2289963,dismutation,岐化作用,,歧化[作用],,2015-05-25
2289964,disorientation,失向,,解取向,,2015-05-25
2289965,dispersing agent,分散劑,,分散剂,,2015-05-25
2289966,dispersion,色散；分散,,色散率,,2015-05-25
2289967,dispersion effect,分散效應,,分散[度]效应,,2015-05-25
2289968,dispersion polymerization,分散聚合,,分散聚合,,2015-05-25
2289969,dispersion spectrum,色散譜,,色散型谱,,2015-05-25
2289970,displacement chromatography,置換層析術,,置换色谱法,,2015-05-25
2289971,displacement reaction,置換反應,,置换反应,,2015-05-25
2289972,disposal of radioactive waste,放射性廢料處置,,放射性废物处置,,2015-05-25
2289973,disproportionation,歧化[作用],,歧化反应,,2022-07-15
2289974,disproportionation reaction,歧化作用,,歧化反应,,2015-05-25
2289975,disproportionation termination,歧化終止,,歧化终止,,2015-05-25
2289976,disrotatory,反向旋轉,,对旋,,2015-05-25
2289977,dissemination of quantity value,量值傳播；量值傳遞,,量值传递,,2015-05-25
2289978,dissipative structure,消散結構,,耗散结构,,2015-05-25
2289979,dissociation,解離,,离解,,2015-05-25
2289980,dissociation constant,解離常數,,解离常数,,2015-05-25
2289981,dissociation energy,解離能,,解离能,,2015-05-25
2289982,dissociation threshold,解離閾值,,解离阈值,,2015-05-25
2289983,dissociative adsorption,解離吸附,,解离吸附,,2015-05-25
2289984,dissociative mechanism,解離機構；解離機制,,解离机理,,2015-05-25
2289985,dissolved oxygen,溶氧,,溶解氧,,2015-05-25
2289986,dissolving metal reduction,溶解金屬還原,,溶解金属还原,,2015-05-25
2289987,dissymmetry,無對稱[現象],,非对称,,2015-05-25
2289988,dissymmetry of scattering,散射的非對稱性,,散射的非对称性,,2015-05-25
2289989,distillation,蒸餾,,蒸馏,,2015-05-25
2289990,distilled water,蒸餾水,,蒸馏水,,2015-05-25
2289991,distonic radical cation,分離式正離子自由基,,分离式正离子自由基,,2015-05-25
2289992,distorted peak,畸峰；扭曲峰,,畸峰,,2015-05-25
2289993,distortionless enhacement by polarization transfer {= DEPT},無畸變極化轉移增強,,无畸变极化转移增强,,2015-05-25
2289994,distribution constant,分配常數,,分配常数,,2015-05-25
2289995,distribution diagram,分布圖,,分布分数图,,2015-05-25
2289996,distribution fraction,分布比例,,分布分数,,2015-05-25
2289997,distribution function,分配函數,,分布函数,,2015-05-25
2289998,distribution law,分配定律,,分配定律,,2015-05-25
2289999,distribution ratio,分配率,,分配比,,2015-05-25
2290000,disulfide bond,雙硫键,,二硫键,,2015-05-25
2290001,disyndiotactic polymer,雙對排聚合物,,双间同立构聚合物,,2015-05-25
2290002,diterpene,雙萜,,二萜,,2015-05-25
2290003,diterpenoid alkaloid,二萜[類]生物鹼,,二萜[类]生物碱,,2015-05-25
2290004,dithiane,二噻【口山】；二硫環己烷,,二噻烷,,2015-05-25
2290005,dithioacetal,二硫縮醛,,二硫缩醛,,2015-05-25
2290006,dithioketal,二硫縮酮,,二硫缩酮,,2015-05-25
2290007,dithiolane,二噻【口柬】,,二硫杂环戊烷,,2015-05-25
2290008,dithizone,雙硫腙,,二硫腙,,2015-05-25
2290009,diversity oriented synthesis,多樣性導向合成,,多样性导向合成,,2015-05-25
2290010,Dixon test method,迪克生檢定法,,狄克松检验法,,2015-05-25
2290011,diyne,二炔,,二炔,,2015-05-25
2290012,di-π-methane rearrangement,雙π甲烷重排,,双p甲烷重排,,2015-05-25
2290013,D-L system of nomenclature,D-L命名系統,,D-L命名体系,,2015-05-25
2290014,DME {dropping mercury electrode},滴汞電極,,滴汞电极,,2015-05-25
2290015,"DMF {N,N-dimethylformamide}","N,N-二甲基甲醯胺",,二甲基甲酰胺,,2015-05-25
2290017,DNA electrochemical biosensor,DNA電化學生物感測器,,DNA电化学生物传感器,,2015-05-25
2290018,DNA hybridization indicator,DNA雜交指示劑,,DNA杂交指示剂,,2015-05-25
2290019,dolabellane,朵蕾烷,,海兔烷[类],,2015-05-25
2290020,dolomite,白雲石,,白云石,,2015-05-25
2290021,Donnan potential,杜南電位,,唐南电势,,2015-05-25
2290022,donor,予體,,给体,,2015-05-25
2290023,donor-acceptor interaction,予體受體交互作用,,供体-受体相互作用,,2015-05-25
2290024,"DOPA {3,4-dihydroxyphenylalanine}",多巴,,多巴,,2015-05-25
2290025,dopamine {= DA},"多巴胺；3,4-二羥苯乙胺",,多巴胺,,2015-05-25
2290026,doped crystal,摻雜晶體,,掺杂晶体,,2015-05-25
2290027,doping,摻雜,,掺杂,,2015-05-25
2290028,doping effect,摻雜效應,,掺杂效应,,2015-05-25
2290029,Doppler broadening,都卜勒增寬,,多普勒变宽,,2015-05-25
2290030,dormant species,休眠物種,,休眠种,,2015-05-25
2290031,dose,劑量,,[积分]剂量,,2015-05-25
2290032,dose build-up,劑量累積,,剂量积累,,2015-05-25
2290033,dose build-up factor,劑量累積因子,,剂量积累因子,,2015-05-25
2290034,dose constraint,劑量約束,,剂量约束,,2015-05-25
2290035,dose conversion factor,劑量轉換因子,,剂量转换因子,,2015-05-25
2290036,dose equivalent,劑量當量,,剂量当量,,2015-05-25
2290037,dose limit,劑量限度,,剂量限值,,2015-05-25
2290038,dose monitoring system,劑量監測系統,,剂量监测系统,,2015-05-25
2290039,dose rate,劑量[速]率,,剂量率,,2015-05-25
2290041,double arc method,雙電弧法,,双电弧法,,2015-05-25
2290042,double beam optical-null infrared spectrometer,雙光束光零點紅外光譜儀,,双光束光零点红外分光光度计,,2015-05-25
2290043,double beam spectrophotometer,雙光束光譜儀,,双光束分光光度计,,2015-05-25
2290044,double bond migration,雙鍵遷移,,双键移位,,2015-05-25
2290045,double decomposition,複分解,,复分解,,2015-05-25
2290046,double doublet,雙雙峰,,双双峰,,2015-05-25
2290047,double exchange,雙交換,,双交换,,2015-05-25
2290048,double focusing mass spectrometer,雙聚焦質譜儀,,双聚焦质谱仪,,2015-05-25
2290049,double glide plane,雙向軸滑移面,,‘双向轴’滑移面,,2015-05-25
2290050,double impregnation,二次浸漬,,二次浸渍,,2015-05-25
2290051,double labeling,雙標記,,双重标记,,2015-05-25
2290052,double layer capacitance,雙電層電容,,双电层电容,,2015-05-25
2290053,double layer potential,雙層電位,,电双层电位,,2015-05-25
2290054,double magic nucleus,雙魔核,,双幻核,,2015-05-25
2290055,double refraction,雙折射,,双折射,,2015-05-25
2290056,double resonance,雙共振,,双共振,,2015-05-25
2290057,double salt,複鹽,,复盐,,2015-05-25
2290058,double strand chain,雙[股]鏈,,双[股]链,,2015-05-25
2290059,double β decay,雙β衰變,,双β衰变,,2015-05-25
2290060,double-beam atomic absorption spectrometer,雙光束原子吸收光譜儀,,双光束原子吸收光谱仪,,2015-05-25
2290061,double-column qualitative method,雙管柱定性法,,双柱定性法,,2015-05-25
2290062,double-layer current,電雙層電流,,电双层电流,,2015-05-25
2290063,doublet,雙峰；雙線；雙值,,双峰,,2015-05-25
2290064,double-tagging,雙標記,,双重标记,,2015-05-25
2290065,doubly-charged ion,雙電荷離子,,双电荷离子,,2015-05-25
2290067,drag reducer,減阻劑,,减阻剂,,2015-05-25
2290068,drainage error,滴瀝誤差,,滴沥误差,,2015-05-25
2290069,DR-FTIR {diffuse reflectance-Fourier transform infrared technique},漫散反射傅立葉轉換紅外線光譜技術,,漫反射傅里叶变换红外光谱技术,,2015-05-25
2290070,drimane,【艹椎】烷；二環金合歡烷[類],,二环金合欢烷[类],,2015-05-25
2290071,drop method,點滴法,,点滴法,,2015-05-25
2290072,drop time,滴下時間,,滴下时间,,2015-05-25
2290073,dropping mercury electrode {= DME},滴汞電極,,滴汞电极,,2015-05-25
2290074,DRS {diffuse reflection spectrometry},漫散反射光譜法,,漫反射光谱法,,2015-05-25
2290075,D-RTP {derivatization room temperature phosphorimetry},衍生室溫磷光法,,衍生室温磷光法,,2015-05-25
2290076,dry ashing,乾灰化,,干法灰化,,2015-05-25
2290077,dry battery,乾電池[組],,干电池,,2015-05-25
2290078,dry column packing,乾式管柱填充,,干法柱填充,,2015-05-25
2290079,dry reaction,乾式反應,,干法反应,,2015-05-25
2290080,dry reprocessing,乾[式]再處理,,干法后处理,,2015-05-25
2290081,dry spinning,乾紡,,干纺,,2015-05-25
2290082,drying oven,烘箱；乾燥箱,,烘箱,,2015-05-25
2290083,ds-block element,ds區元素,,ds区元素,,2015-05-25
2290084,DSC {differential scanning calorimetry},微差掃描熱量法,,差式扫描量热分析法,,2015-05-25
2290085,DSIMS {dynamic secondary ion mass spectrometry},動態二次離子質譜法,,动态二次离子质谱法,,2015-05-25
2290086,"DSS {sodium 2,2-dimethyl-2-silapentane-5-sulfonate}","2,2-二甲基-2-矽戊-5-磺酸鈉",,"4,4-二甲基-4-硅代戊磺酸钠",,2015-05-25
2290088,DTG {derivative thermogravimetry},微分熱重量法,,微商热重法,,2015-05-25
2290089,dual functional catalyst,雙功能觸媒；雙功能催化劑,,双功能催化剂,,2015-05-25
2290090,dual wavelength spectrophotometer,雙波長分光光度計,,双波长分光光度计,,2015-05-25
2290091,dual-channel atomic absorption spectrophotometer,雙通道原子吸收分光光度計,,双通道原子吸收分光光度计,,2015-05-25
2290092,dual-temperature exchange,雙溫交換[法],,双温交换[法],,2015-05-25
2290093,ductile fracture,延性斷裂,,韧性断裂,,2015-05-25
2290094,Duhem-Margules equation,杜亨-馬古利斯方程[式],,杜安-马居尔方程,,2015-05-25
2290095,duplicate,複本,,双份法,,2015-05-25
2290096,dust-free operating space,無塵操作區,,无尘操作区,,2015-05-25
2290097,dwell time,採樣間隔時間,,采样间隔时间,,2015-05-25
2290098,dye laser,染料雷射,,染料激光器,,2015-05-25
2290099,dye sensitized photoinitiation,染料敏化光引發,,染料敏化光引发,,2015-05-25
2290100,dynamic combinatorial chemistry,動態组合化學,,动态组合化学,,2015-05-25
2290101,dynamic field spectrometer,動態場譜儀,,动态场质谱仪,,2015-05-25
2290102,dynamic infrared spectrometry,動態紅外線光譜法,,动态红外光谱法,,2015-05-25
2290103,dynamic kinetic resolution,動態動力學離析,,动态动力学拆分,,2015-05-25
2290104,dynamic light scattering,動態光散射,,动态光散射,,2015-05-25
2290105,dynamic mass spectrometer,動態質譜儀,,动态质谱仪,,2015-05-25
2290106,dynamic mechanical analysis,動力[學]分析,,动力学分析,,2015-05-25
2290107,dynamic mechanical property,動態力學性質,,动态力学性质,,2015-05-25
2290108,dynamic range,動態範圍,,动态范围,,2015-05-25
2290109,dynamic resonance,動態諧振,,动力学共振,,2015-05-25
2290110,dynamic secondary ion mass spectrometry {= DSIMS},動態二次離子質譜法,,动态二次离子质谱法,,2015-05-25
2290111,dynamic thermomechanical measurement,動態熱機械性能測定,,动态热变形分析,,2015-05-25
2290112,dynamic transition,動態轉變,,动态转变,,2015-05-25
2290113,dynamic viscoelasticity,動態黏彈性,,动态黏弹性,,2015-05-25
2290114,dynamic viscosity,動態黏度,,动态黏度,,2015-05-25
2290115,dynamic vulcanization,動態硫化,,动态硫化,,2015-05-25
2290116,dynorphin,強啡肽,,强啡肽,,2015-05-25
2290117,E isomer,E異構物,,E异构体,,2015-05-25
2290118,e value,e值,,e值,,2015-05-25
2290119,early barrier,早期勢壘,,前势垒,,2015-05-25
2290120,early transition metal,前[期]過渡金屬,,前[期]过渡金属,,2015-05-25
2290121,ebonite,硬橡膠,,硬质胶,,2015-05-25
2290122,EC {electron capture},電子捕獲,,电子俘获,,2015-05-25
2290123,ECCI {electron capture chemical ionization},電子捕獲化學游離,,电子俘获化学电离,,2015-05-25
2290124,ecdysone,蛻皮激素,,蜕皮激素,,2015-05-25
2290125,echelle grating,中階梯光柵,,中阶梯光栅,,2015-05-25
2290126,ECL {electrochemiluminescence},電致化學發光,,电致化学发光,,2015-05-25
2290128,eclipsed conformation,交會構形,,重叠构象,,2015-05-25
2290129,eclipsing effect,交會效應,,重叠效应,,2015-05-25
2290130,eclipsing strain,交會張力,,重叠张力,,2015-05-25
2290132,ED {effective dose},有效劑量,,有效剂量,,2015-05-25
2290133,EDA complex {electron donor-acceptor complex},電子予體受體錯合物,,电子供体受体络合物,,2015-05-25
2290134,eddy diffusion,渦流擴散,,涡流扩散,,2015-05-25
2290135,edge bridging group,邊橋基,,边桥基,,2015-05-25
2290136,EDTA {ethylenediaminetetraacetic acid},[伸]乙二胺四乙酸,,乙二胺四乙酸,,2015-05-25
2290137,EDX {energy dispersive X-ray analysis},能量色散X射線分析,,能量色散X射线分析,,2015-05-25
2290138,EDX {energy-dispersion X-ray analysis},能散X射線分析,,能量色散X射线分析,,2015-05-25
2290141,effective atomic number rule {= EAN rule},有效原子序規則,,有效原子序数规则,,2015-05-25
2290142,effective charge of defect,有效缺陷電荷,,缺陷的有效电荷,,2015-05-25
2290143,effective dose {= ED},有效劑量,,有效剂量,,2015-05-25
2290144,effective equivalent dose,有效當量劑量,,有效当量剂量,,2015-05-25
2290145,effective equivalent dose rate,有效當量劑量率,,有效当量剂量率,,2015-05-25
